"","Gene","Condition","Type"
"2526","Sf3a2","Ox","A"
"2527","Sf3a3","Ox","A"
"2528","Sf3b3","Ox","A"
"2529","Sf3b6","Ox","A"
"2530","Sfpq","Ox","A"
"2531","Sfr1","Ox","A"
"2532","Sfxn3","Ox","A"
"2533","Sgip1","Ox","A"
"2534","Sgpl1","Ox","A"
"2535","Sgsm1","Ox","A"
"2536","Sgsm3","Ox","A"
"2537","Sh3bgrl3","Ox","A"
"2538","Sh3bp4","Ox","A"
"2539","Sh3gl2","Ox","A"
"2540","Sh3glb1","Ox","A"
"2541","Sh3glb2","Ox","A"
"2542","Sh3pxd2a","Ox","A"
"2543","Shc1","Ox","A"
"2544","Shc2","Ox","A"
"2545","Shoc2","Ox","A"
"2546","Sike1","Ox","A"
"2547","Sirt2","Ox","A"
"2548","Skp1","Ox","A"
"2549","Skt","Ox","A"
"2550","Slain2","Ox","A"
"2551","Slc12a6","Ox","A"
"2552","Slc17a6","Ox","A"
"2553","Slc19a2","Ox","A"
"2554","Slc1a4","Ox","A"
"2555","Slc25a11","Ox","A"
"2556","Slc25a12","Ox","A"
"2557","Slc25a46","Ox","A"
"2558","Slc26a11","Ox","A"
"2559","Slc27a4","Ox","A"
"2560","Slc2a3","Ox","A"
"2561","Slc30a5","Ox","A"
"2562","Slc30a6","Ox","A"
"2563","Slc33a1","Ox","A"
"2564","Slc35a2","Ox","A"
"2565","Slc35b2","Ox","A"
"2566","Slc35c1","Ox","A"
"2567","Slc37a1","Ox","A"
"2568","Slc38a1","Ox","A"
"2569","Slc38a9","Ox","A"
"2570","Slc39a11","Ox","A"
"2571","Slc3a2","Ox","A"
"2572","Slc41a3","Ox","A"
"2573","Slc5a4a","Ox","A"
"2574","Slc66a2","Ox","A"
"2575","Slc6a15","Ox","A"
"2576","Slc7a14","Ox","A"
"2577","Slc7a6os","Ox","A"
"2578","Slc9a1","Ox","A"
"2579","Slc9a9","Ox","A"
"2580","Slk","Ox","A"
"2581","Slmap","Ox","A"
"2582","Sltm","Ox","A"
"2583","Slu7","Ox","A"
"2584","Smap","Ox","A"
"2585","Smap1","Ox","A"
"2586","Smap2","Ox","A"
"2587","Smarca2","Ox","A"
"2588","Smarca4","Ox","A"
"2589","Smarcal1","Ox","A"
"2590","Smarcc2","Ox","A"
"2591","Smarce1","Ox","A"
"2592","Smchd1","Ox","A"
"2593","Smcr8","Ox","A"
"2594","Smg7","Ox","A"
"2595","Smpx","Ox","A"
"2596","Smurf1","Ox","A"
"2597","Snap25","Ox","A"
"2598","Snap29","Ox","A"
"2599","Snap47","Ox","A"
"2600","Snap91","Ox","A"
"2601","Snapin","Ox","A"
"2602","Snf8","Ox","A"
"2603","Snn","Ox","A"
"2604","Snph","Ox","A"
"2605","Snrnp200","Ox","A"
"2606","Snrnp70","Ox","A"
"2607","Snrpa","Ox","A"
"2608","Snrpa1","Ox","A"
"2609","Snrpc","Ox","A"
"2610","Snrpe","Ox","A"
"2611","Snta1","Ox","A"
"2612","Snupn","Ox","A"
"2613","Snw1","Ox","A"
"2614","Snx10","Ox","A"
"2615","Snx11","Ox","A"
"2616","Snx12","Ox","A"
"2617","Snx13","Ox","A"
"2618","Snx16","Ox","A"
"2619","Snx17","Ox","A"
"2620","Snx19","Ox","A"
"2621","Snx2","Ox","A"
"2622","Snx4","Ox","A"
"2623","Snx6","Ox","A"
"2624","Snx7","Ox","A"
"2625","Snx9","Ox","A"
"2626","Sod1","Ox","A"
"2627","Sowahc","Ox","A"
"2628","Spag7","Ox","A"
"2629","Spart","Ox","A"
"2630","Spats2","Ox","A"
"2631","Spats2l","Ox","A"
"2632","Spcs1","Ox","A"
"2633","Spcs2","Ox","A"
"2634","Specc1l","Ox","A"
"2635","Speg","Ox","A"
"2636","Spg21","Ox","A"
"2637","Sphk2","Ox","A"
"2638","Spr","Ox","A"
"2639","Spry3","Ox","A"
"2640","Spry4","Ox","A"
"2641","Spryd4","Ox","A"
"2642","Spryd7","Ox","A"
"2643","Sptb","Ox","A"
"2644","Sqstm1","Ox","A"
"2645","Sra1","Ox","A"
"2646","Srek1","Ox","A"
"2647","Srgap1","Ox","A"
"2648","Srgap2","Ox","A"
"2649","Srgap3","Ox","A"
"2650","Sri","Ox","A"
"2651","Srm","Ox","A"
"2652","Srp19","Ox","A"
"2653","Srp68","Ox","A"
"2654","Srpk2","Ox","A"
"2655","Srprb","Ox","A"
"2656","Srrm1","Ox","A"
"2657","Srsf10","Ox","A"
"2658","Srsf3","Ox","A"
"2659","Srsf6","Ox","A"
"2660","Srxn1","Ox","A"
"2661","Ssb","Ox","A"
"2662","Ssbp2","Ox","A"
"2663","Ssbp3","Ox","A"
"2664","Ssh2","Ox","A"
"2665","Ssr1","Ox","A"
"2666","Ssrp1","Ox","A"
"2667","Ssx2ip","Ox","A"
"2668","St13","Ox","A"
"2669","Stac","Ox","A"
"2670","Stac2","Ox","A"
"2671","Stam","Ox","A"
"2672","Stam2","Ox","A"
"2673","Stambp","Ox","A"
"2674","Stambpl1","Ox","A"
"2675","Stard10","Ox","A"
"2676","Stard3nl","Ox","A"
"2677","Stat1","Ox","A"
"2678","Stat2","Ox","A"
"2679","Stat3","Ox","A"
"2680","Stat6","Ox","A"
"2681","Stau1","Ox","A"
"2682","Stau2","Ox","A"
"2683","Stbd1","Ox","A"
"2684","Stim2","Ox","A"
"2685","Stip1","Ox","A"
"2686","Stk24","Ox","A"
"2687","Stk25","Ox","A"
"2688","Stk38l","Ox","A"
"2689","Stk39","Ox","A"
"2690","Stmn3","Ox","A"
"2691","Stom","Ox","A"
"2692","Stoml3","Ox","A"
"2693","Strada","Ox","A"
"2694","Strap","Ox","A"
"2695","Strbp","Ox","A"
"2696","Strip1","Ox","A"
"2697","Strn3","Ox","A"
"2698","Strn4","Ox","A"
"2699","Stt3b","Ox","A"
"2700","Stub1","Ox","A"
"2701","Stx12","Ox","A"
"2702","Stx17","Ox","A"
"2703","Stx18","Ox","A"
"2704","Stx1b","Ox","A"
"2705","Stx5","Ox","A"
"2706","Stx6","Ox","A"
"2707","Stx8","Ox","A"
"2708","Stxbp1","Ox","A"
"2709","Stxbp5","Ox","A"
"2710","Stxbp5l","Ox","A"
"2711","Stxbp6","Ox","A"
"2712","Sub1","Ox","A"
"2713","Sugp1","Ox","A"
"2714","Sugt1","Ox","A"
"2715","Sult4a1","Ox","A"
"2716","Sun1","Ox","A"
"2717","Supt5h","Ox","A"
"2718","Surf4","Ox","A"
"2719","Sv2c","Ox","A"
"2720","Svip","Ox","A"
"2721","Swi5","Ox","A"
"2722","Syap1","Ox","A"
"2723","Syn1","Ox","A"
"2724","Syn2","Ox","A"
"2725","Sync","Ox","A"
"2726","Syncrip","Ox","A"
"2727","Syne1","Ox","A"
"2728","Syngr3","Ox","A"
"2729","Synj1","Ox","A"
"2730","Synpo","Ox","A"
"2731","Syp","Ox","A"
"2732","Syt1","Ox","A"
"2733","Syt11","Ox","A"
"2734","Syt2","Ox","A"
"2735","Syt4","Ox","A"
"2736","Syt6","Ox","A"
"2737","Syt7","Ox","A"
"2738","Sytl2","Ox","A"
"2739","Syvn1","Ox","A"
"2740","Tab1","Ox","A"
"2741","Tab3","Ox","A"
"2742","Tacc1","Ox","A"
"2743","Tacc2","Ox","A"
"2744","Taf7","Ox","A"
"2745","Taf9b","Ox","A"
"2746","Tagln3","Ox","A"
"2747","Taldo1","Ox","A"
"2748","Tanc1","Ox","A"
"2749","Tarbp2","Ox","A"
"2750","Tars1","Ox","A"
"2751","Tars3","Ox","A"
"2752","Tbc1d10b","Ox","A"
"2753","Tbc1d13","Ox","A"
"2754","Tbc1d15","Ox","A"
"2755","Tbc1d17","Ox","A"
"2756","Tbc1d22a","Ox","A"
"2757","Tbc1d5","Ox","A"
"2758","Tbc1d9b","Ox","A"
"2759","Tbca","Ox","A"
"2760","Tbcb","Ox","A"
"2761","Tbcc","Ox","A"
"2762","Tbcd","Ox","A"
"2763","Tbce","Ox","A"
"2764","Tbcel","Ox","A"
"2765","Tcea1","Ox","A"
"2766","Tceal5","Ox","A"
"2767","Tcerg1","Ox","A"
"2768","Tcf20","Ox","A"
"2769","Tcof1","Ox","A"
"2770","Tcp1","Ox","A"
"2771","Tcp11l1","Ox","A"
"2772","Tdp2","Ox","A"
"2773","Tdrd3","Ox","A"
"2774","Tdrd7","Ox","A"
"2775","Tdrkh","Ox","A"
"2776","Tecr","Ox","A"
"2777","Ten1","Ox","A"
"2778","Tes","Ox","A"
"2779","Tex2","Ox","A"
"2780","Tex264","Ox","A"
"2781","Tfcp2","Ox","A"
"2782","Tfip11","Ox","A"
"2783","Tgfb1i1","Ox","A"
"2784","Tgs1","Ox","A"
"2785","Them6","Ox","A"
"2786","Thop1","Ox","A"
"2787","Thrap3","Ox","A"
"2788","Thumpd1","Ox","A"
"2789","Timm10","Ox","A"
"2790","Timm44","Ox","A"
"2791","Tiprl","Ox","A"
"2792","Tjp2","Ox","A"
"2793","Tle5","Ox","A"
"2794","Tmcc1","Ox","A"
"2795","Tmcc2","Ox","A"
"2796","Tmcc3","Ox","A"
"2797","Tmed8","Ox","A"
"2798","Tmem115","Ox","A"
"2799","Tmem161a","Ox","A"
"2800","Tmem165","Ox","A"
"2801","Tmem179","Ox","A"
"2802","Tmem184c","Ox","A"
"2803","Tmem230","Ox","A"
"2804","Tmem245","Ox","A"
"2805","Tmem30a","Ox","A"
"2806","Tmem35a","Ox","A"
"2807","Tmem45b","Ox","A"
"2808","Tmem65","Ox","A"
"2809","Tmem79","Ox","A"
"2810","Tmem87a","Ox","A"
"2811","Tmf1","Ox","A"
"2812","Tmod1","Ox","A"
"2813","Tmsb4x","Ox","A"
"2814","Tmx1","Ox","A"
"2815","Tmx2","Ox","A"
"2816","Tmx3","Ox","A"
"2817","Tmx4","Ox","A"
"2818","Tnfrsf21","Ox","A"
"2819","Tnik","Ox","A"
"2820","Tnk2","Ox","A"
"2821","Tnpo1","Ox","A"
"2822","Tnpo2","Ox","A"
"2823","Tnrc6a","Ox","A"
"2824","Tnrc6b","Ox","A"
"2825","Toe1","Ox","A"
"2826","Tollip","Ox","A"
"2827","Tom1","Ox","A"
"2828","Tomm22","Ox","A"
"2829","Tomm34","Ox","A"
"2830","Tomm70","Ox","A"
"2831","Top3b","Ox","A"
"2832","Tox4","Ox","A"
"2833","Tp53bp1","Ox","A"
"2834","Tpgs2","Ox","A"
"2835","Tpm1","Ox","A"
"2836","Tpp2","Ox","A"
"2837","Tppp","Ox","A"
"2838","Tpr","Ox","A"
"2839","Tpt1","Ox","A"
"2840","Trak1","Ox","A"
"2841","Trappc10","Ox","A"
"2842","Trappc12","Ox","A"
"2843","Trappc3","Ox","A"
"2844","Trappc4","Ox","A"
"2845","Trappc6b","Ox","A"
"2846","Trappc9","Ox","A"
"2847","Trarg1","Ox","A"
"2848","Trim13","Ox","A"
"2849","Trim2","Ox","A"
"2850","Trim25","Ox","A"
"2851","Trim3","Ox","A"
"2852","Trim36","Ox","A"
"2853","Trim46","Ox","A"
"2854","Trim56","Ox","A"
"2855","Trim67","Ox","A"
"2856","Trim9","Ox","A"
"2857","Trio","Ox","A"
"2858","Triqk","Ox","A"
"2859","Trir","Ox","A"
"2860","Trmt1","Ox","A"
"2861","Trmt112","Ox","A"
"2862","Trmt1l","Ox","A"
"2863","Trmt5","Ox","A"
"2864","Trpv1","Ox","A"
"2865","Trpv2","Ox","A"
"2866","Tsc1","Ox","A"
"2867","Tsc22d1","Ox","A"
"2868","Tsc22d3","Ox","A"
"2869","Tsg101","Ox","A"
"2870","Tsn","Ox","A"
"2871","Tsnax","Ox","A"
"2872","Tspyl4","Ox","A"
"2873","Tsr2","Ox","A"
"2874","Ttbk1","Ox","A"
"2875","Ttbk2","Ox","A"
"2876","Ttc1","Ox","A"
"2877","Ttc3","Ox","A"
"2878","Ttc9","Ox","A"
"2879","Ttc9c","Ox","A"
"2880","Tti1","Ox","A"
"2881","Ttl","Ox","A"
"2882","Ttll1","Ox","A"
"2883","Ttll12","Ox","A"
"2884","Ttll7","Ox","A"
"2885","Tubal3","Ox","A"
"2886","Tubb2a","Ox","A"
"2887","Tubb3","Ox","A"
"2888","Tubb4a","Ox","A"
"2889","Tulp3","Ox","A"
"2890","Tusc2","Ox","A"
"2891","Tut7","Ox","A"
"2892","Twf2","Ox","A"
"2893","Txlna","Ox","A"
"2894","Txlng","Ox","A"
"2895","Txndc9","Ox","A"
"2896","Txnl1","Ox","A"
"2897","Txnl4a","Ox","A"
"2898","U2af1","Ox","A"
"2899","U2surp","Ox","A"
"2900","Uba1","Ox","A"
"2901","Uba2","Ox","A"
"2902","Uba5","Ox","A"
"2903","Uba6","Ox","A"
"2904","Ubap1","Ox","A"
"2905","Ubap2","Ox","A"
"2906","Ubash3b","Ox","A"
"2907","Ube2j1","Ox","A"
"2908","Ube2m","Ox","A"
"2909","Ube2o","Ox","A"
"2910","Ube2q1","Ox","A"
"2911","Ube2v1","Ox","A"
"2912","Ube2v2","Ox","A"
"2913","Ube3a","Ox","A"
"2914","Ubfd1","Ox","A"
"2915","Ubl4a","Ox","A"
"2916","Ublcp1","Ox","A"
"2917","Ubr4","Ox","A"
"2918","Ubxn1","Ox","A"
"2919","Ubxn4","Ox","A"
"2920","Ubxn6","Ox","A"
"2921","Ubxn7","Ox","A"
"2922","Uchl5","Ox","A"
"2923","Uck1","Ox","A"
"2924","Uckl1","Ox","A"
"2925","Ufc1","Ox","A"
"2926","Ufd1","Ox","A"
"2927","Ufl1","Ox","A"
"2928","Ufm1","Ox","A"
"2929","Ugp2","Ox","A"
"2930","Uhrf1bp1l","Ox","A"
"2931","Umps","Ox","A"
"2932","Unc119","Ox","A"
"2933","Unc45a","Ox","A"
"2934","Uprt","Ox","A"
"2935","Uqcrc1","Ox","A"
"2936","Uqcrc2","Ox","A"
"2937","Uqcrfs1","Ox","A"
"2938","Uqcrh","Ox","A"
"2939","Urgcp","Ox","A"
"2940","Uri1","Ox","A"
"2941","Use1","Ox","A"
"2942","Uso1","Ox","A"
"2943","Usp10","Ox","A"
"2944","Usp14","Ox","A"
"2945","Usp15","Ox","A"
"2946","Usp16","Ox","A"
"2947","Usp19","Ox","A"
"2948","Usp20","Ox","A"
"2949","Usp24","Ox","A"
"2950","Usp30","Ox","A"
"2951","Usp4","Ox","A"
"2952","Usp47","Ox","A"
"2953","Usp7","Ox","A"
"2954","Usp8","Ox","A"
"2955","Usp9x","Ox","A"
"2956","Uvrag","Ox","A"
"2957","Vac14","Ox","A"
"2958","Vamp1","Ox","A"
"2959","Vamp2","Ox","A"
"2960","Vamp4","Ox","A"
"2961","Vamp7","Ox","A"
"2962","Vapa","Ox","A"
"2963","Vasp","Ox","A"
"2964","Vat1","Ox","A"
"2965","Vat1l","Ox","A"
"2966","Vbp1","Ox","A"
"2967","Vcpip1","Ox","A"
"2968","Vdac1","Ox","A"
"2969","Vdac2","Ox","A"
"2970","Vdac3","Ox","A"
"2971","Vezt","Ox","A"
"2972","Vipas39","Ox","A"
"2973","Vkorc1l1","Ox","A"
"2974","Vma21","Ox","A"
"2975","Vps13a","Ox","A"
"2976","Vps13b","Ox","A"
"2977","Vps13c","Ox","A"
"2978","Vps16","Ox","A"
"2979","Vps18","Ox","A"
"2980","Vps25","Ox","A"
"2981","Vps26c","Ox","A"
"2982","Vps28","Ox","A"
"2983","Vps33a","Ox","A"
"2984","Vps33b","Ox","A"
"2985","Vps35","Ox","A"
"2986","Vps36","Ox","A"
"2987","Vps37a","Ox","A"
"2988","Vps37c","Ox","A"
"2989","Vps39","Ox","A"
"2990","Vps4a","Ox","A"
"2991","Vps4b","Ox","A"
"2992","Vps50","Ox","A"
"2993","Vps54","Ox","A"
"2994","Vps8","Ox","A"
"2995","Vsnl1","Ox","A"
"2996","Vta1","Ox","A"
"2997","Vti1b","Ox","A"
"2998","Wac","Ox","A"
"2999","Wars1","Ox","A"
"3000","Wasf1","Ox","A"
"3001","Wasf2","Ox","A"
"3002","Washc1","Ox","A"
"3003","Washc4","Ox","A"
"3004","Wasl","Ox","A"
"3005","Wbp11","Ox","A"
"3006","Wbp2","Ox","A"
"3007","Wbp4","Ox","A"
"3008","Wdcp","Ox","A"
"3009","Wdfy3","Ox","A"
"3010","Wdr1","Ox","A"
"3011","Wdr13","Ox","A"
"3012","Wdr18","Ox","A"
"3013","Wdr20","Ox","A"
"3014","Wdr24","Ox","A"
"3015","Wdr33","Ox","A"
"3016","Wdr37","Ox","A"
"3017","Wdr41","Ox","A"
"3018","Wdr44","Ox","A"
"3019","Wdr45","Ox","A"
"3020","Wdr47","Ox","A"
"3021","Wdr48","Ox","A"
"3022","Wdr59","Ox","A"
"3023","Wdr7","Ox","A"
"3024","Wdr81","Ox","A"
"3025","Wdr91","Ox","A"
"3026","Wfs1","Ox","A"
"3027","Wipf1","Ox","A"
"3028","Wipf2","Ox","A"
"3029","Wipf3","Ox","A"
"3030","Wnk1","Ox","A"
"3031","Wrap53","Ox","A"
"3032","Wrnip1","Ox","A"
"3033","Wwox","Ox","A"
"3034","Wwp2","Ox","A"
"3035","Xiap","Ox","A"
"3036","Xrcc6","Ox","A"
"3037","Xrn1","Ox","A"
"3038","Yars1","Ox","A"
"3039","Ybx3","Ox","A"
"3040","Yipf3","Ox","A"
"3041","Ykt6","Ox","A"
"3042","Ylpm1","Ox","A"
"3043","Ythdc2","Ox","A"
"3044","Ythdf1","Ox","A"
"3045","Ythdf2","Ox","A"
"3046","Ywhab","Ox","A"
"3047","Ywhag","Ox","A"
"3048","Ywhah","Ox","A"
"3049","Ywhaz","Ox","A"
"3050","Zadh2","Ox","A"
"3051","Zc2hc1a","Ox","A"
"3052","Zc3h11a","Ox","A"
"3053","Zc3h14","Ox","A"
"3054","Zc3h15","Ox","A"
"3055","Zc3h18","Ox","A"
"3056","Zc3h4","Ox","A"
"3057","Zc3hav1","Ox","A"
"3058","Zc3hc1","Ox","A"
"3059","Zdhhc13","Ox","A"
"3060","Zdhhc17","Ox","A"
"3061","Zdhhc7","Ox","A"
"3062","Zfand5","Ox","A"
"3063","Zfand6","Ox","A"
"3064","Zfr","Ox","A"
"3065","Zfyve16","Ox","A"
"3066","Zfyve19","Ox","A"
"3067","Zfyve27","Ox","A"
"3068","Zmat2","Ox","A"
"3069","Zmym3","Ox","A"
"3070","Znf346","Ox","A"
"3071","Znf592","Ox","A"
"3072","Znf598","Ox","A"
"3073","Znf622","Ox","A"
"3074","Znf638","Ox","A"
"3075","Znf830","Ox","A"
"3076","Znrd2","Ox","A"
"3077","Zranb2","Ox","A"
"3078","Zswim1","Ox","A"
"3079","Zswim8","Ox","A"
"3080","Zw10","Ox","A"
"3081","Zwint","Ox","A"
"3082","Zyg11b","Ox","A"
"3083","Zyx","Ox","A"
"3084","Zzef1","Ox","A"
"3085","Aaas","V","A"
"3086","Aars1","V","A"
"3087","Abcc5","V","A"
"3088","Abcd3","V","A"
"3089","Abce1","V","A"
"3090","Abcf1","V","A"
"3091","Abcf2","V","A"
"3092","Abcf3","V","A"
"3093","Abhd10","V","A"
"3094","Abhd12","V","A"
"3095","Abhd6","V","A"
"3096","Abi1","V","A"
"3097","Abi2","V","A"
"3098","Ablim1","V","A"
"3099","Ablim2","V","A"
"3100","Ablim3","V","A"
"3101","Abr","V","A"
"3102","Abraxas2","V","A"
"3103","Abtb2","V","A"
"3104","Acaa1a","V","A"
"3105","Acadvl","V","A"
"3106","Acap2","V","A"
"3107","Acbd3","V","A"
"3108","Acbd5","V","A"
"3109","Acly","V","A"
"3110","Aco2","V","A"
"3111","Acot7","V","A"
"3112","Acp1","V","A"
"3113","Acsl4","V","A"
"3114","Acss2","V","A"
"3115","Actn4","V","A"
"3116","Actr10","V","A"
"3117","Actr2","V","A"
"3118","Acyp2","V","A"
"3119","Adam22","V","A"
"3120","Adcy9","V","A"
"3121","Add2","V","A"
"3122","Adnp","V","A"
"3123","Adprh","V","A"
"3124","Adrm1","V","A"
"3125","Adsl","V","A"
"3126","Adss2","V","A"
"3127","Afdn","V","A"
"3128","Aftph","V","A"
"3129","Ag2","V","A"
"3130","Agap1","V","A"
"3131","Agap3","V","A"
"3132","Agfg2","V","A"
"3133","Agpat1","V","A"
"3134","Agpat4","V","A"
"3135","Agtpbp1","V","A"
"3136","Ahctf1","V","A"
"3137","Ahcy","V","A"
"3138","Ahcyl2","V","A"
"3139","Ahsa1","V","A"
"3140","Ahsa2","V","A"
"3141","Aimp1","V","A"
"3142","Aimp2","V","A"
"3143","Aip","V","A"
"3144","Ak1","V","A"
"3145","Akap1","V","A"
"3146","Akap10","V","A"
"3147","Akap13","V","A"
"3148","Akap2","V","A"
"3149","Akap8","V","A"
"3150","Akap9","V","A"
"3151","Akr1a1","V","A"
"3152","Akt3","V","A"
"3153","Aktip","V","A"
"3154","Aldh2","V","A"
"3155","Aldh9a1","V","A"
"3156","Alg13","V","A"
"3157","Alg2","V","A"
"3158","Alkbh3","V","A"
"3159","Alkbh6","V","A"
"3160","Alyref","V","A"
"3161","Amer2","V","A"
"3162","Amn1","V","A"
"3163","Amotl1","V","A"
"3164","Ampd2","V","A"
"3165","Anapc1","V","A"
"3166","Ank1","V","A"
"3167","Ank2","V","A"
"3168","Ank3","V","A"
"3169","Ankle2","V","A"
"3170","Ankrd13a","V","A"
"3171","Ankrd13d","V","A"
"3172","Ankrd17","V","A"
"3173","Ankrd28","V","A"
"3174","Ankrd52","V","A"
"3175","Ano10","V","A"
"3176","Ano8","V","A"
"3177","Anp32e","V","A"
"3178","Ap1b1","V","A"
"3179","Ap1g1","V","A"
"3180","Ap1s2","V","A"
"3181","Ap2a1","V","A"
"3182","Ap2a2","V","A"
"3183","Ap2b1","V","A"
"3184","Ap3b2","V","A"
"3185","Ap3d1","V","A"
"3186","Ap3s2","V","A"
"3187","Ap4e1","V","A"
"3188","Apbb1","V","A"
"3189","Apbb1ip","V","A"
"3190","Api5","V","A"
"3191","Aplf","V","A"
"3192","Appl1","V","A"
"3193","Aqp1","V","A"
"3194","Arap1","V","A"
"3195","Arcn1","V","A"
"3196","Arf4","V","A"
"3197","Arf5","V","A"
"3198","Arf6","V","A"
"3199","Arfgap1","V","A"
"3200","Arfgap2","V","A"
"3201","Arfgap3","V","A"
"3202","Arfgef1","V","A"
"3203","Arfgef2","V","A"
"3204","Arfgef3","V","A"
"3205","Arfip2","V","A"
"3206","Arfrp1","V","A"
"3207","Arglu1","V","A"
"3208","Arhgap1","V","A"
"3209","Arhgap12","V","A"
"3210","Arhgap17","V","A"
"3211","Arhgap21","V","A"
"3212","Arhgap22","V","A"
"3213","Arhgap27","V","A"
"3214","Arhgap28","V","A"
"3215","Arhgap31","V","A"
"3216","Arhgap32","V","A"
"3217","Arhgap35","V","A"
"3218","Arhgap44","V","A"
"3219","Arhgef1","V","A"
"3220","Arhgef12","V","A"
"3221","Arhgef17","V","A"
"3222","Arhgef18","V","A"
"3223","Arhgef40","V","A"
"3224","Arhgef6","V","A"
"3225","Arhgef7","V","A"
"3226","Arid1a","V","A"
"3227","Arid1b","V","A"
"3228","Arl2","V","A"
"3229","Arl3","V","A"
"3230","Arl6ip5","V","A"
"3231","Armc6","V","A"
"3232","Armcx2","V","A"
"3233","Armcx3","V","A"
"3234","Arpc1b","V","A"
"3235","Arpc2","V","A"
"3236","Arpc4","V","A"
"3237","Arpc5","V","A"
"3238","Arpc5l","V","A"
"3239","Arpin","V","A"
"3240","Arpp19","V","A"
"3241","Arrb2","V","A"
"3242","Asap1","V","A"
"3243","Asap2","V","A"
"3244","Asl","V","A"
"3245","Asns","V","A"
"3246","Aspscr1","V","A"
"3247","Ass1","V","A"
"3248","Atad1","V","A"
"3249","Atad3","V","A"
"3250","Atg2a","V","A"
"3251","Atg2b","V","A"
"3252","Atg3","V","A"
"3253","Atic","V","A"
"3254","Atl1","V","A"
"3255","Atn1","V","A"
"3256","Atp13a1","V","A"
"3257","Atp13a2","V","A"
"3258","Atp1a1","V","A"
"3259","Atp1a2","V","A"
"3260","Atp1a3","V","A"
"3261","Atp1b1","V","A"
"3262","Atp2a2","V","A"
"3263","Atp2b1","V","A"
"3264","Atp2b2","V","A"
"3265","Atp2b4","V","A"
"3266","Atp5f1d","V","A"
"3267","Atp5mg","V","A"
"3268","Atp5pf","V","A"
"3269","Atp6v0a1","V","A"
"3270","Atp6v0d1","V","A"
"3271","Atp6v1a","V","A"
"3272","Atp6v1b2","V","A"
"3273","Atp6v1e1","V","A"
"3274","Atp6v1f","V","A"
"3275","Atp6v1h","V","A"
"3276","Atp7a","V","A"
"3277","Atp8a1","V","A"
"3278","Atp8a2","V","A"
"3279","Atp9a","V","A"
"3280","Atpaf1","V","A"
"3281","Atxn1","V","A"
"3282","Atxn10","V","A"
"3283","Atxn1l","V","A"
"3284","Atxn2","V","A"
"3285","Atxn2l","V","A"
"3286","Atxn7l3b","V","A"
"3287","Auh","V","A"
"3288","Aven","V","A"
"3289","Avl9","V","A"
"3290","Bace1","V","A"
"3291","Bad","V","A"
"3292","Bag2","V","A"
"3293","Baiap2l1","V","A"
"3294","Basp1","V","A"
"3295","Bcap31","V","A"
"3296","Bcar1","V","A"
"3297","Bcas3","V","A"
"3298","Bcat1","V","A"
"3299","Bcat2","V","A"
"3300","Bcl2l13","V","A"
"3301","Bcl2l2","V","A"
"3302","Bclaf1","V","A"
"3303","Bcr","V","A"
"3304","Becn1","V","A"
"3305","Bet1l","V","A"
"3306","Bicd1","V","A"
"3307","Bin1","V","A"
"3308","Birc6","V","A"
"3309","Bnip3","V","A"
"3310","Bod1l","V","A"
"3311","Borcs5","V","A"
"3312","Borcs6","V","A"
"3313","Bpnt1","V","A"
"3314","Braf","V","A"
"3315","Brap","V","A"
"3316","Brcc3","V","A"
"3317","Brsk2","V","A"
"3318","Bsdc1","V","A"
"3319","Bsg","V","A"
"3320","Btf3","V","A"
"3321","Btf3l4","V","A"
"3322","Bzw1","V","A"
"3323","C2cd2","V","A"
"3324","C2cd2l","V","A"
"3325","Cab39","V","A"
"3326","Cacna1b","V","A"
"3327","Cacnb1","V","A"
"3328","Cacnb4","V","A"
"3329","Cacul1","V","A"
"3330","Cacybp","V","A"
"3331","Cadm1","V","A"
"3332","Cadm3","V","A"
"3333","Calca","V","A"
"3334","Calcoco1","V","A"
"3335","Calr","V","A"
"3336","Camk1d","V","A"
"3337","Camk2b","V","A"
"3338","Camk2d","V","A"
"3339","Camk2g","V","A"
"3340","Camkk1","V","A"
"3341","Camlg","V","A"
"3342","Camsap1","V","A"
"3343","Camsap2","V","A"
"3344","Camsap3","V","A"
"3345","Cand1","V","A"
"3346","Canx","V","A"
"3347","Cap1","V","A"
"3348","Capg","V","A"
"3349","Capn2","V","A"
"3350","Capns1","V","A"
"3351","Caprin1","V","A"
"3352","Caprin2","V","A"
"3353","Capza2","V","A"
"3354","Carhsp1","V","A"
"3355","Carmil1","V","A"
"3356","Carmil2","V","A"
"3357","Cars1","V","A"
"3358","Cask","V","A"
"3359","Caskin1","V","A"
"3360","Casp3","V","A"
"3361","Casp9","V","A"
"3362","Castor2","V","A"
"3363","Cav2","V","A"
"3364","Cbfb","V","A"
"3365","Cbl","V","A"
"3366","Cblb","V","A"
"3367","Cbll1","V","A"
"3368","Cbr1","V","A"
"3369","Cbwd1","V","A"
"3370","Cbx3","V","A"
"3371","Cc2d1a","V","A"
"3372","Cc2d1b","V","A"
"3373","Ccar1","V","A"
"3374","Ccar2","V","A"
"3375","Ccdc124","V","A"
"3376","Ccdc174","V","A"
"3377","Ccdc22","V","A"
"3378","Ccdc47","V","A"
"3379","Ccdc6","V","A"
"3380","Ccdc88a","V","A"
"3381","Ccdc9","V","A"
"3382","Ccdc91","V","A"
"3383","Ccdc92","V","A"
"3384","Ccdc93","V","A"
