"","Gene","Condition","Type"
"5250","Wdr7","V","A"
"5251","Wdr91","V","A"
"5252","Wfs1","V","A"
"5253","Wipf1","V","A"
"5254","Wipf2","V","A"
"5255","Wipf3","V","A"
"5256","Wnk1","V","A"
"5257","Wrap53","V","A"
"5258","Wrnip1","V","A"
"5259","Wwox","V","A"
"5260","Xiap","V","A"
"5261","Xpo4","V","A"
"5262","Xpo7","V","A"
"5263","Xrn1","V","A"
"5264","Yars1","V","A"
"5265","Yipf3","V","A"
"5266","Yipf4","V","A"
"5267","Ykt6","V","A"
"5268","Ylpm1","V","A"
"5269","Ythdc2","V","A"
"5270","Ythdf1","V","A"
"5271","Ythdf2","V","A"
"5272","Ythdf3","V","A"
"5273","Ywhab","V","A"
"5274","Ywhae","V","A"
"5275","Ywhag","V","A"
"5276","Ywhah","V","A"
"5277","Ywhaq","V","A"
"5278","Ywhaz","V","A"
"5279","Zadh2","V","A"
"5280","Zc2hc1a","V","A"
"5281","Zc3h11a","V","A"
"5282","Zc3h14","V","A"
"5283","Zc3h15","V","A"
"5284","Zc3h4","V","A"
"5285","Zc3hav1","V","A"
"5286","Zc3hc1","V","A"
"5287","Zcchc17","V","A"
"5288","Zdhhc13","V","A"
"5289","Zdhhc2","V","A"
"5290","Zfand5","V","A"
"5291","Zfand6","V","A"
"5292","Zfr","V","A"
"5293","Zfyve1","V","A"
"5294","Zfyve16","V","A"
"5295","Zfyve19","V","A"
"5296","Zfyve27","V","A"
"5297","Zmym3","V","A"
"5298","Znf207","V","A"
"5299","Znf318","V","A"
"5300","Znf346","V","A"
"5301","Znf385b","V","A"
"5302","Znf592","V","A"
"5303","Znf598","V","A"
"5304","Znf638","V","A"
"5305","Znf687","V","A"
"5306","Zranb2","V","A"
"5307","Zw10","V","A"
"5308","Zwint","V","A"
"5309","Zyg11b","V","A"
"5310","Zyx","V","A"
"5311","Zzef1","V","A"
