"","gs","gene","symbol"
"ENSMUSG00000058388","AB-LTMR","ENSMUSG00000058388","Phtf1"
"ENSMUSG00000000339","AB-LTMR","ENSMUSG00000000339","Rtca"
"ENSMUSG00000004127","AB-LTMR","ENSMUSG00000004127","Trmt10a"
"ENSMUSG00000045083","AB-LTMR","ENSMUSG00000045083","Lingo2"
"ENSMUSG00000028318","AB-LTMR","ENSMUSG00000028318","Polr1e"
"ENSMUSG00000087383","AB-LTMR","ENSMUSG00000087383","Gm12446"
"ENSMUSG00000081516","AB-LTMR","ENSMUSG00000081516","Gm12470"
"ENSMUSG00000081504","AB-LTMR","ENSMUSG00000081504","Gm12508"
"ENSMUSG00000039298","AB-LTMR","ENSMUSG00000039298","Cdk5rap2"
"ENSMUSG00000037996","AB-LTMR","ENSMUSG00000037996","Slc24a2"
"ENSMUSG00000062937","AB-LTMR","ENSMUSG00000062937","Mtap"
"ENSMUSG00000025413","AB-LTMR","ENSMUSG00000025413","Ttc4"
"ENSMUSG00000085873","AB-LTMR","ENSMUSG00000085873","Ttc39aos1"
"ENSMUSG00000087641","AB-LTMR","ENSMUSG00000087641","Gm12811"
"ENSMUSG00000028886","AB-LTMR","ENSMUSG00000028886","Eya3"
"ENSMUSG00000040972","AB-LTMR","ENSMUSG00000040972","Igsf21"
"ENSMUSG00000046862","AB-LTMR","ENSMUSG00000046862","Pramel12"
"ENSMUSG00000029053","AB-LTMR","ENSMUSG00000029053","Prkcz"
"ENSMUSG00000087381","AB-LTMR","ENSMUSG00000087381","Gm16008"
"ENSMUSG00000038276","AB-LTMR","ENSMUSG00000038276","Asic3"
"ENSMUSG00000002633","AB-LTMR","ENSMUSG00000002633","Shh"
"ENSMUSG00000029130","AB-LTMR","ENSMUSG00000029130","Rnf32"
"ENSMUSG00000045302","AB-LTMR","ENSMUSG00000045302","Preb"
"ENSMUSG00000048142","AB-LTMR","ENSMUSG00000048142","Nat8l"
"ENSMUSG00000097070","AB-LTMR","ENSMUSG00000097070",NA
"ENSMUSG00000070823","AB-LTMR","ENSMUSG00000070823",NA
"ENSMUSG00000039178","AB-LTMR","ENSMUSG00000039178","Tbc1d19"
"ENSMUSG00000029209","AB-LTMR","ENSMUSG00000029209","Gnpda2"
"ENSMUSG00000029291","AB-LTMR","ENSMUSG00000029291","Rufy3"
"ENSMUSG00000035505","AB-LTMR","ENSMUSG00000035505","Cox18"
"ENSMUSG00000034826","AB-LTMR","ENSMUSG00000034826","Nup54"
"ENSMUSG00000050050","AB-LTMR","ENSMUSG00000050050","Ccdc158"
"ENSMUSG00000057315","AB-LTMR","ENSMUSG00000057315","Arhgap24"
"ENSMUSG00000046709","AB-LTMR","ENSMUSG00000046709","Mapk10"
"ENSMUSG00000029550","AB-LTMR","ENSMUSG00000029550","Sppl3"
"ENSMUSG00000029536","AB-LTMR","ENSMUSG00000029536","Gatc"
"ENSMUSG00000029598","AB-LTMR","ENSMUSG00000029598","Plbd2"
"ENSMUSG00000040731","AB-LTMR","ENSMUSG00000040731","Eif4h"
"ENSMUSG00000005374","AB-LTMR","ENSMUSG00000005374","Tbl2"
"ENSMUSG00000004947","AB-LTMR","ENSMUSG00000004947","Dtx2"
"ENSMUSG00000039747","AB-LTMR","ENSMUSG00000039747","Orai2"
"ENSMUSG00000039206","AB-LTMR","ENSMUSG00000039206","Daglb"
"ENSMUSG00000029659","AB-LTMR","ENSMUSG00000029659","Medag"
"ENSMUSG00000003500","AB-LTMR","ENSMUSG00000003500","Impdh1"
"ENSMUSG00000029762","AB-LTMR","ENSMUSG00000029762","Akr1b8"
"ENSMUSG00000029833","AB-LTMR","ENSMUSG00000029833","Trim24"
"ENSMUSG00000050786","AB-LTMR","ENSMUSG00000050786","Ccdc126"
"ENSMUSG00000029910","AB-LTMR","ENSMUSG00000029910","Mad2l1"
"ENSMUSG00000030084","AB-LTMR","ENSMUSG00000030084","Plxna1"
"ENSMUSG00000033933","AB-LTMR","ENSMUSG00000033933","Vhl"
"ENSMUSG00000030322","AB-LTMR","ENSMUSG00000030322","Mbd4"
"ENSMUSG00000040552","AB-LTMR","ENSMUSG00000040552","C3ar1"
"ENSMUSG00000056771","AB-LTMR","ENSMUSG00000056771","Gm10010"
"ENSMUSG00000030187","AB-LTMR","ENSMUSG00000030187","Klra2"
"ENSMUSG00000030222","AB-LTMR","ENSMUSG00000030222","Rerg"
"ENSMUSG00000001630","AB-LTMR","ENSMUSG00000001630","Stk38l"
"ENSMUSG00000046716","AB-LTMR","ENSMUSG00000046716","Vmn1r67"
"ENSMUSG00000097842","AB-LTMR","ENSMUSG00000097842","9330104G04Rik"
"ENSMUSG00000003379","AB-LTMR","ENSMUSG00000003379","Cd79a"
"ENSMUSG00000097149","AB-LTMR","ENSMUSG00000097149","G630030J09Rik"
"ENSMUSG00000096980","AB-LTMR","ENSMUSG00000096980",NA
"ENSMUSG00000003420","AB-LTMR","ENSMUSG00000003420","Fcgrt"
"ENSMUSG00000053801","AB-LTMR","ENSMUSG00000053801","Grwd1"
"ENSMUSG00000006763","AB-LTMR","ENSMUSG00000006763","Saal1"
"ENSMUSG00000055078","AB-LTMR","ENSMUSG00000055078","Gabra5"
"ENSMUSG00000033676","AB-LTMR","ENSMUSG00000033676","Gabrb3"
"ENSMUSG00000033458","AB-LTMR","ENSMUSG00000033458","Fan1"
"ENSMUSG00000030556","AB-LTMR","ENSMUSG00000030556","Lrrc28"
"ENSMUSG00000038763","AB-LTMR","ENSMUSG00000038763","Alpk3"
"ENSMUSG00000030621","AB-LTMR","ENSMUSG00000030621","Me3"
"ENSMUSG00000030643","AB-LTMR","ENSMUSG00000030643","Rab30"
"ENSMUSG00000044952","AB-LTMR","ENSMUSG00000044952","Kctd21"
"ENSMUSG00000035686","AB-LTMR","ENSMUSG00000035686","Thrsp"
"ENSMUSG00000030774","AB-LTMR","ENSMUSG00000030774","Pak1"
"ENSMUSG00000030747","AB-LTMR","ENSMUSG00000030747","Dgat2"
"ENSMUSG00000030725","AB-LTMR","ENSMUSG00000030725","Lipt2"
"ENSMUSG00000030897","AB-LTMR","ENSMUSG00000030897","Cnga4"
"ENSMUSG00000048330","AB-LTMR","ENSMUSG00000048330","Ric3"
"ENSMUSG00000058420","AB-LTMR","ENSMUSG00000058420","Syt17"
"ENSMUSG00000045114","AB-LTMR","ENSMUSG00000045114","Prrt2"
"ENSMUSG00000030986","AB-LTMR","ENSMUSG00000030986","Dhx32"
"ENSMUSG00000066129","AB-LTMR","ENSMUSG00000066129","Kndc1"
"ENSMUSG00000025484","AB-LTMR","ENSMUSG00000025484","Bet1l"
"ENSMUSG00000055629","AB-LTMR","ENSMUSG00000055629","B4galnt4"
"ENSMUSG00000025512","AB-LTMR","ENSMUSG00000025512","Chid1"
"ENSMUSG00000040675","AB-LTMR","ENSMUSG00000040675","Mthfd1l"
"ENSMUSG00000061759","AB-LTMR","ENSMUSG00000061759","Armt1"
"ENSMUSG00000019854","AB-LTMR","ENSMUSG00000019854","Reps1"
"ENSMUSG00000059554","AB-LTMR","ENSMUSG00000059554","Ccdc28a"
"ENSMUSG00000010461","AB-LTMR","ENSMUSG00000010461","Eya4"
"ENSMUSG00000049109","AB-LTMR","ENSMUSG00000049109","Themis"
"ENSMUSG00000019856","AB-LTMR","ENSMUSG00000019856","Fam184a"
"ENSMUSG00000075000","AB-LTMR","ENSMUSG00000075000","Nrbf2"
"ENSMUSG00000037747","AB-LTMR","ENSMUSG00000037747","Phyhipl"
"ENSMUSG00000091825","AB-LTMR","ENSMUSG00000091825","Gm5778"
"ENSMUSG00000001436","AB-LTMR","ENSMUSG00000001436","Slc19a1"
"ENSMUSG00000020284","AB-LTMR","ENSMUSG00000020284","Cfap410"
"ENSMUSG00000035963","AB-LTMR","ENSMUSG00000035963","Cimap1d"
"ENSMUSG00000055053","AB-LTMR","ENSMUSG00000055053","Nfic"
"ENSMUSG00000089026","AB-LTMR","ENSMUSG00000089026","Gm25014"
"ENSMUSG00000037260","AB-LTMR","ENSMUSG00000037260","Hgsnat"
"ENSMUSG00000038225","AB-LTMR","ENSMUSG00000038225","Primpol"
"ENSMUSG00000044014","AB-LTMR","ENSMUSG00000044014","Npy5r"
"ENSMUSG00000091764","AB-LTMR","ENSMUSG00000091764","Zfp964"
"ENSMUSG00000007610","AB-LTMR","ENSMUSG00000007610","Gtpbp3"
"ENSMUSG00000074203","AB-LTMR","ENSMUSG00000074203","G430095P16Rik"
"ENSMUSG00000003808","AB-LTMR","ENSMUSG00000003808","Farsa"
"ENSMUSG00000045333","AB-LTMR","ENSMUSG00000045333","Zfp423"
"ENSMUSG00000043251","AB-LTMR","ENSMUSG00000043251","Exoc3l"
"ENSMUSG00000041949","AB-LTMR","ENSMUSG00000041949","Tango6"
"ENSMUSG00000031916","AB-LTMR","ENSMUSG00000031916","Cog8"
"ENSMUSG00000096262","AB-LTMR","ENSMUSG00000096262",NA
"ENSMUSG00000004637","AB-LTMR","ENSMUSG00000004637","Wwox"
"ENSMUSG00000001062","AB-LTMR","ENSMUSG00000001062","Vps9d1"
"ENSMUSG00000031982","AB-LTMR","ENSMUSG00000031982","Arv1"
"ENSMUSG00000031986","AB-LTMR","ENSMUSG00000031986","Sprtn"
"ENSMUSG00000021907","AB-LTMR","ENSMUSG00000021907","Msmb"
"ENSMUSG00000036339","AB-LTMR","ENSMUSG00000036339","Tmem260"
"ENSMUSG00000063895","AB-LTMR","ENSMUSG00000063895","Nup58"
"ENSMUSG00000097358","AB-LTMR","ENSMUSG00000097358",NA
"ENSMUSG00000053070","AB-LTMR","ENSMUSG00000053070","Cfap300"
"ENSMUSG00000025602","AB-LTMR","ENSMUSG00000025602","Zfp202"
"ENSMUSG00000002032","AB-LTMR","ENSMUSG00000002032","Tmem25"
"ENSMUSG00000032059","AB-LTMR","ENSMUSG00000032059","Alg9"
"ENSMUSG00000078307","AB-LTMR","ENSMUSG00000078307","AI593442"
"ENSMUSG00000046167","AB-LTMR","ENSMUSG00000046167","Gldn"
"ENSMUSG00000090270","AB-LTMR","ENSMUSG00000090270","Gm17226"
"ENSMUSG00000032388","AB-LTMR","ENSMUSG00000032388","Spg21"
"ENSMUSG00000091956","AB-LTMR","ENSMUSG00000091956","C2cd4b"
"ENSMUSG00000092805","AB-LTMR","ENSMUSG00000092805","Gm26461"
"ENSMUSG00000090693","AB-LTMR","ENSMUSG00000090693","Trim43a"
"ENSMUSG00000032409","AB-LTMR","ENSMUSG00000032409","Atr"
"ENSMUSG00000032462","AB-LTMR","ENSMUSG00000032462","Pik3cb"
"ENSMUSG00000033688","AB-LTMR","ENSMUSG00000033688","Inhca"
"ENSMUSG00000020258","AB-LTMR","ENSMUSG00000020258","Glyctk"
"ENSMUSG00000034684","AB-LTMR","ENSMUSG00000034684","Sema3f"
"ENSMUSG00000065579","AB-LTMR","ENSMUSG00000065579","Mir425"
"ENSMUSG00000048752","AB-LTMR","ENSMUSG00000048752","Prss50"
"ENSMUSG00000041608","AB-LTMR","ENSMUSG00000041608","Entpd3"
"ENSMUSG00000037949","AB-LTMR","ENSMUSG00000037949","Ano10"
"ENSMUSG00000025787","AB-LTMR","ENSMUSG00000025787","Tgm4"
"ENSMUSG00000034570","AB-LTMR","ENSMUSG00000034570","Inpp5j"
"ENSMUSG00000020326","AB-LTMR","ENSMUSG00000020326","Ccng1"
"ENSMUSG00000020366","AB-LTMR","ENSMUSG00000020366","Mapk9"
"ENSMUSG00000049287","AB-LTMR","ENSMUSG00000049287","Iba57"
"ENSMUSG00000064692","AB-LTMR","ENSMUSG00000064692","Gm24151"
"ENSMUSG00000033352","AB-LTMR","ENSMUSG00000033352","Map2k4"
"ENSMUSG00000020901","AB-LTMR","ENSMUSG00000020901","Pik3r5"
"ENSMUSG00000020891","AB-LTMR","ENSMUSG00000020891","Alox8"
"ENSMUSG00000020890","AB-LTMR","ENSMUSG00000020890","Gucy2e"
"ENSMUSG00000083300","AB-LTMR","ENSMUSG00000083300","Gm12309"
"ENSMUSG00000040620","AB-LTMR","ENSMUSG00000040620","Dhx33"
"ENSMUSG00000018809","AB-LTMR","ENSMUSG00000018809","Smyd4"
"ENSMUSG00000020832","AB-LTMR","ENSMUSG00000020832","Eral1"
"ENSMUSG00000020677","AB-LTMR","ENSMUSG00000020677","Ddx52"
"ENSMUSG00000018651","AB-LTMR","ENSMUSG00000018651","Tada2a"
"ENSMUSG00000020526","AB-LTMR","ENSMUSG00000020526","Znhit3"
"ENSMUSG00000020513","AB-LTMR","ENSMUSG00000020513","Tubd1"
"ENSMUSG00000050538","AB-LTMR","ENSMUSG00000050538","B230217C12Rik"
"ENSMUSG00000070336","AB-LTMR","ENSMUSG00000070336","Fbxo47"
"ENSMUSG00000020918","AB-LTMR","ENSMUSG00000020918","Kat2a"
"ENSMUSG00000075528","AB-LTMR","ENSMUSG00000075528","Aarsd1"
"ENSMUSG00000034931","AB-LTMR","ENSMUSG00000034931","Dhx8"
"ENSMUSG00000020929","AB-LTMR","ENSMUSG00000020929","Eftud2"
"ENSMUSG00000020718","AB-LTMR","ENSMUSG00000020718","Polg2"
"ENSMUSG00000041695","AB-LTMR","ENSMUSG00000041695","Kcnj2"
"ENSMUSG00000034714","AB-LTMR","ENSMUSG00000034714","Ttyh2"
"ENSMUSG00000034706","AB-LTMR","ENSMUSG00000034706","Dnai2"
"ENSMUSG00000034586","AB-LTMR","ENSMUSG00000034586","Hid1"
"ENSMUSG00000070332","AB-LTMR","ENSMUSG00000070332","Trim80"
"ENSMUSG00000017716","AB-LTMR","ENSMUSG00000017716","Birc5"
"ENSMUSG00000039781","AB-LTMR","ENSMUSG00000039781","Cep131"
"ENSMUSG00000057594","AB-LTMR","ENSMUSG00000057594","Arl16"
"ENSMUSG00000044734","AB-LTMR","ENSMUSG00000044734","Serpinb1a"
"ENSMUSG00000021420","AB-LTMR","ENSMUSG00000021420","Fars2"
"ENSMUSG00000021384","AB-LTMR","ENSMUSG00000021384","Susd3"
"ENSMUSG00000049625","AB-LTMR","ENSMUSG00000049625","Tifab"
"ENSMUSG00000056222","AB-LTMR","ENSMUSG00000056222","Spock1"
"ENSMUSG00000021536","AB-LTMR","ENSMUSG00000021536","Adcy2"
"ENSMUSG00000048603","AB-LTMR","ENSMUSG00000048603","Gm9828"
"ENSMUSG00000051235","AB-LTMR","ENSMUSG00000051235","Gen1"
"ENSMUSG00000020577","AB-LTMR","ENSMUSG00000020577","Tspan13"
"ENSMUSG00000036295","AB-LTMR","ENSMUSG00000036295","Lrrn3"
"ENSMUSG00000033454","AB-LTMR","ENSMUSG00000033454","Zbtb1"
"ENSMUSG00000021221","AB-LTMR","ENSMUSG00000021221","Dpf3"
"ENSMUSG00000066392","AB-LTMR","ENSMUSG00000066392","Nrxn3"
"ENSMUSG00000047414","AB-LTMR","ENSMUSG00000047414","Flrt2"
"ENSMUSG00000050697","AB-LTMR","ENSMUSG00000050697","Prkaa1"
"ENSMUSG00000042961","AB-LTMR","ENSMUSG00000042961","Egflam"
"ENSMUSG00000072511","AB-LTMR","ENSMUSG00000072511","Hhla1"
"ENSMUSG00000022594","AB-LTMR","ENSMUSG00000022594","Lynx1"
"ENSMUSG00000022587","AB-LTMR","ENSMUSG00000022587","Ly6e"
"ENSMUSG00000050846","AB-LTMR","ENSMUSG00000050846","Zfp623"
"ENSMUSG00000019080","AB-LTMR","ENSMUSG00000019080","Mfsd3"
"ENSMUSG00000055782","AB-LTMR","ENSMUSG00000055782","Abcd2"
"ENSMUSG00000087444","AB-LTMR","ENSMUSG00000087444","Gm5475"
"ENSMUSG00000009733","AB-LTMR","ENSMUSG00000009733","Tfcp2"
"ENSMUSG00000097915","AB-LTMR","ENSMUSG00000097915","A330009N23Rik"
"ENSMUSG00000039345","AB-LTMR","ENSMUSG00000039345","Mettl22"
"ENSMUSG00000022768","AB-LTMR","ENSMUSG00000022768","Ccdc116"
"ENSMUSG00000045625","AB-LTMR","ENSMUSG00000045625","Pigz"
"ENSMUSG00000022791","AB-LTMR","ENSMUSG00000022791","Tnk2"
"ENSMUSG00000022801","AB-LTMR","ENSMUSG00000022801","Lrch3"
"ENSMUSG00000022905","AB-LTMR","ENSMUSG00000022905","Kpna1"
"ENSMUSG00000034206","AB-LTMR","ENSMUSG00000034206","Polq"
"ENSMUSG00000022829","AB-LTMR","ENSMUSG00000022829","Stxbp5l"
"ENSMUSG00000093046","AB-LTMR","ENSMUSG00000093046","Mir3081"
"ENSMUSG00000022668","AB-LTMR","ENSMUSG00000022668","Gtpbp8"
"ENSMUSG00000022757","AB-LTMR","ENSMUSG00000022757","Tfg"
"ENSMUSG00000083226","AB-LTMR","ENSMUSG00000083226","Gm7831"
"ENSMUSG00000040966","AB-LTMR","ENSMUSG00000040966","Slc22a2"
"ENSMUSG00000092120","AB-LTMR","ENSMUSG00000092120","Vmn2r90"
"ENSMUSG00000024188","AB-LTMR","ENSMUSG00000024188","Luc7l"
"ENSMUSG00000051390","AB-LTMR","ENSMUSG00000051390","Zbtb22"
"ENSMUSG00000001524","AB-LTMR","ENSMUSG00000001524","Gtf2h4"
"ENSMUSG00000039220","AB-LTMR","ENSMUSG00000039220","Ppp1r10"
"ENSMUSG00000024059","AB-LTMR","ENSMUSG00000024059","Clip4"
"ENSMUSG00000024066","AB-LTMR","ENSMUSG00000024066","Xdh"
"ENSMUSG00000024076","AB-LTMR","ENSMUSG00000024076","Vit"
"ENSMUSG00000063087","AB-LTMR","ENSMUSG00000063087","Zeb1os1"
"ENSMUSG00000092097","AB-LTMR","ENSMUSG00000092097","Gm5819"
"ENSMUSG00000036743","AB-LTMR","ENSMUSG00000036743","Psma8"
"ENSMUSG00000024269","AB-LTMR","ENSMUSG00000024269","Tpgs2"
"ENSMUSG00000024353","AB-LTMR","ENSMUSG00000024353","Mzb1"
"ENSMUSG00000024350","AB-LTMR","ENSMUSG00000024350","Dnajc18"
"ENSMUSG00000024487","AB-LTMR","ENSMUSG00000024487","Yipf5"
"ENSMUSG00000059455","AB-LTMR","ENSMUSG00000059455","Plac8l1"
"ENSMUSG00000024590","AB-LTMR","ENSMUSG00000024590","Lmnb1"
"ENSMUSG00000024601","AB-LTMR","ENSMUSG00000024601","Isoc1"
"ENSMUSG00000058152","AB-LTMR","ENSMUSG00000058152","Chsy3"
"ENSMUSG00000093283","AB-LTMR","ENSMUSG00000093283","Gm22567"
"ENSMUSG00000024530","AB-LTMR","ENSMUSG00000024530","Prelid3a"
"ENSMUSG00000025885","AB-LTMR","ENSMUSG00000025885","Myo5b"
"ENSMUSG00000056682","AB-LTMR","ENSMUSG00000056682",NA
"ENSMUSG00000024777","AB-LTMR","ENSMUSG00000024777","Ppp2r5b"
"ENSMUSG00000024773","AB-LTMR","ENSMUSG00000024773","Atg2a"
"ENSMUSG00000024758","AB-LTMR","ENSMUSG00000024758","Rtn3"
"ENSMUSG00000024654","AB-LTMR","ENSMUSG00000024654","Asrgl1"
"ENSMUSG00000053536","AB-LTMR","ENSMUSG00000053536","Cstf2t"
"ENSMUSG00000050195","AB-LTMR","ENSMUSG00000050195","Scd4"
"ENSMUSG00000025208","AB-LTMR","ENSMUSG00000025208","Mrpl43"
"ENSMUSG00000097690","AB-LTMR","ENSMUSG00000097690","4930505N22Rik"
"ENSMUSG00000074811","AB-LTMR","ENSMUSG00000074811","Hps6"
"ENSMUSG00000024982","AB-LTMR","ENSMUSG00000024982","Zdhhc6"
"ENSMUSG00000057715","A-field-LTMR","ENSMUSG00000057715","A830018L16Rik"
"ENSMUSG00000028033","A-field-LTMR","ENSMUSG00000028033","Kcnq5"
"ENSMUSG00000026090","A-field-LTMR","ENSMUSG00000026090","Cracdl"
"ENSMUSG00000025980","A-field-LTMR","ENSMUSG00000025980","Hspd1"
"ENSMUSG00000026039","A-field-LTMR","ENSMUSG00000026039","Sgo2a"
"ENSMUSG00000087213","A-field-LTMR","ENSMUSG00000087213","2810408I11Rik"
"ENSMUSG00000055322","A-field-LTMR","ENSMUSG00000055322","Tns1"
"ENSMUSG00000026235","A-field-LTMR","ENSMUSG00000026235","Epha4"
"ENSMUSG00000054976","A-field-LTMR","ENSMUSG00000054976","Nyap2"
"ENSMUSG00000034088","A-field-LTMR","ENSMUSG00000034088","Hdlbp"
"ENSMUSG00000026319","A-field-LTMR","ENSMUSG00000026319","Relch"
"ENSMUSG00000057329","A-field-LTMR","ENSMUSG00000057329","Bcl2"
"ENSMUSG00000059956","A-field-LTMR","ENSMUSG00000059956","Serpinb12"
"ENSMUSG00000018196","A-field-LTMR","ENSMUSG00000018196","Glrx2"
"ENSMUSG00000045968","A-field-LTMR","ENSMUSG00000045968","Teddm2"
"ENSMUSG00000052534","A-field-LTMR","ENSMUSG00000052534","Pbx1"
"ENSMUSG00000038370","A-field-LTMR","ENSMUSG00000038370","Pcp4l1"
"ENSMUSG00000053318","A-field-LTMR","ENSMUSG00000053318","Slamf8"
"ENSMUSG00000005338","A-field-LTMR","ENSMUSG00000005338","Cadm3"
"ENSMUSG00000053461","A-field-LTMR","ENSMUSG00000053461","Hhipl2"
"ENSMUSG00000053702","A-field-LTMR","ENSMUSG00000053702","Nebl"
"ENSMUSG00000026737","A-field-LTMR","ENSMUSG00000026737","Pip4k2a"
"ENSMUSG00000026894","A-field-LTMR","ENSMUSG00000026894","Morn5"
"ENSMUSG00000026834","A-field-LTMR","ENSMUSG00000026834","Acvr1c"
"ENSMUSG00000049044","A-field-LTMR","ENSMUSG00000049044","Rapgef4"
"ENSMUSG00000027108","A-field-LTMR","ENSMUSG00000027108","Ola1"
"ENSMUSG00000008226","A-field-LTMR","ENSMUSG00000008226","Scrn3"
"ENSMUSG00000042448","A-field-LTMR","ENSMUSG00000042448","Hoxd1"
"ENSMUSG00000040506","A-field-LTMR","ENSMUSG00000040506","Ambra1"
"ENSMUSG00000027220","A-field-LTMR","ENSMUSG00000027220","Syt13"
"ENSMUSG00000027217","A-field-LTMR","ENSMUSG00000027217","Tspan18"
"ENSMUSG00000027131","A-field-LTMR","ENSMUSG00000027131","Emc4"
"ENSMUSG00000057378","A-field-LTMR","ENSMUSG00000057378","Ryr3"
"ENSMUSG00000027351","A-field-LTMR","ENSMUSG00000027351","Spred1"
"ENSMUSG00000027285","A-field-LTMR","ENSMUSG00000027285","Haus2"
"ENSMUSG00000027227","A-field-LTMR","ENSMUSG00000027227","Sord"
"ENSMUSG00000079056","A-field-LTMR","ENSMUSG00000079056","Kcnip3"
"ENSMUSG00000034800","A-field-LTMR","ENSMUSG00000034800","Zfp661"
"ENSMUSG00000027386","A-field-LTMR","ENSMUSG00000027386","Fbln7"
"ENSMUSG00000027394","A-field-LTMR","ENSMUSG00000027394","Ttl"
"ENSMUSG00000062098","A-field-LTMR","ENSMUSG00000062098","Btbd3"
"ENSMUSG00000085071","A-field-LTMR","ENSMUSG00000085071","Gm14066"
"ENSMUSG00000027639","A-field-LTMR","ENSMUSG00000027639","Samhd1"
"ENSMUSG00000027560","A-field-LTMR","ENSMUSG00000027560","Dok5"
"ENSMUSG00000027495","A-field-LTMR","ENSMUSG00000027495","Fam210b"
"ENSMUSG00000054455","A-field-LTMR","ENSMUSG00000054455","Vapb"
"ENSMUSG00000063785","A-field-LTMR","ENSMUSG00000063785","Utp14a"
"ENSMUSG00000000223","A-field-LTMR","ENSMUSG00000000223","Drp2"
"ENSMUSG00000031266","A-field-LTMR","ENSMUSG00000031266","Gla"
"ENSMUSG00000033436","A-field-LTMR","ENSMUSG00000033436","Armcx2"
"ENSMUSG00000047230","A-field-LTMR","ENSMUSG00000047230","Cldn2"
"ENSMUSG00000042271","A-field-LTMR","ENSMUSG00000042271","Nxt2"
"ENSMUSG00000041020","A-field-LTMR","ENSMUSG00000041020","Map7d2"
"ENSMUSG00000043518","A-field-LTMR","ENSMUSG00000043518","Rai2"
"ENSMUSG00000097338","A-field-LTMR","ENSMUSG00000097338",NA
"ENSMUSG00000039717","A-field-LTMR","ENSMUSG00000039717","Ralyl"
"ENSMUSG00000033883","A-field-LTMR","ENSMUSG00000033883","Zfp267"
"ENSMUSG00000027782","A-field-LTMR","ENSMUSG00000027782","Kpna4"
"ENSMUSG00000027804","A-field-LTMR","ENSMUSG00000027804","Ppid"
"ENSMUSG00000028069","A-field-LTMR","ENSMUSG00000028069","Gpatch4"
"ENSMUSG00000042572","A-field-LTMR","ENSMUSG00000042572","Ube2q1"
"ENSMUSG00000085244","A-field-LTMR","ENSMUSG00000085244","Spag17os"
"ENSMUSG00000008763","A-field-LTMR","ENSMUSG00000008763","Man1a2"
"ENSMUSG00000033400","A-field-LTMR","ENSMUSG00000033400","Agl"
"ENSMUSG00000028124","A-field-LTMR","ENSMUSG00000028124","Gclm"
"ENSMUSG00000028114","A-field-LTMR","ENSMUSG00000028114","Mettl14"
"ENSMUSG00000028037","A-field-LTMR","ENSMUSG00000028037","Ifi44"
"ENSMUSG00000028036","A-field-LTMR","ENSMUSG00000028036","Ptgfr"
"ENSMUSG00000040037","A-field-LTMR","ENSMUSG00000040037","Negr1"
"ENSMUSG00000028179","A-field-LTMR","ENSMUSG00000028179","Cth"
"ENSMUSG00000049119","A-field-LTMR","ENSMUSG00000049119","Fam110b"
"ENSMUSG00000083725","A-field-LTMR","ENSMUSG00000083725","Gm11865"
"ENSMUSG00000070997","A-field-LTMR","ENSMUSG00000070997","1700055D18Rik"
"ENSMUSG00000051675","A-field-LTMR","ENSMUSG00000051675","Trim32"
"ENSMUSG00000028399","A-field-LTMR","ENSMUSG00000028399","Ptprd"
"ENSMUSG00000038047","A-field-LTMR","ENSMUSG00000038047","Haus6"
"ENSMUSG00000084939","A-field-LTMR","ENSMUSG00000084939","Gm830"
"ENSMUSG00000028631","A-field-LTMR","ENSMUSG00000028631","Kcnq4"
"ENSMUSG00000073755","A-field-LTMR","ENSMUSG00000073755","5730409E04Rik"
"ENSMUSG00000087470","A-field-LTMR","ENSMUSG00000087470","A630031M04Rik"
"ENSMUSG00000074088","A-field-LTMR","ENSMUSG00000074088","Snrnp40"
"ENSMUSG00000040254","A-field-LTMR","ENSMUSG00000040254","Sema3d"
"ENSMUSG00000059645","A-field-LTMR","ENSMUSG00000059645","Gm7361"
"ENSMUSG00000029176","A-field-LTMR","ENSMUSG00000029176","Anapc4"
"ENSMUSG00000029206","A-field-LTMR","ENSMUSG00000029206","Nsun7"
"ENSMUSG00000029247","A-field-LTMR","ENSMUSG00000029247","Paics"
"ENSMUSG00000036323","A-field-LTMR","ENSMUSG00000036323","Srp72"
"ENSMUSG00000035861","A-field-LTMR","ENSMUSG00000035861","Tmprss11b"
"ENSMUSG00000070697","A-field-LTMR","ENSMUSG00000070697","Utp3"
"ENSMUSG00000063015","A-field-LTMR","ENSMUSG00000063015","Ccni"
"ENSMUSG00000050640","A-field-LTMR","ENSMUSG00000050640","Tmem150c"
"ENSMUSG00000029310","A-field-LTMR","ENSMUSG00000029310","Nudt9"
"ENSMUSG00000029270","A-field-LTMR","ENSMUSG00000029270","Dipk1a"
"ENSMUSG00000094282","A-field-LTMR","ENSMUSG00000094282","Cfap73"
"ENSMUSG00000047635","A-field-LTMR","ENSMUSG00000047635","Mtrfr"
"ENSMUSG00000029447","A-field-LTMR","ENSMUSG00000029447","Cct6a"
"ENSMUSG00000060371","A-field-LTMR","ENSMUSG00000060371","Caln1"
"ENSMUSG00000004951","A-field-LTMR","ENSMUSG00000004951","Hspb1"
"ENSMUSG00000058291","A-field-LTMR","ENSMUSG00000058291","Zfp68"
"ENSMUSG00000010825","A-field-LTMR","ENSMUSG00000010825","Grid2ip"
"ENSMUSG00000045345","A-field-LTMR","ENSMUSG00000045345","9530056K15Rik"
"ENSMUSG00000001376","A-field-LTMR","ENSMUSG00000001376","Vps50"
"ENSMUSG00000024211","A-field-LTMR","ENSMUSG00000024211","Grm8"
