"","Gene","Condition","Type"
"2557","Speg","Ox","A"
"2558","Spg21","Ox","A"
"2559","Sphk2","Ox","A"
"2560","Spr","Ox","A"
"2561","Spry3","Ox","A"
"2562","Spry4","Ox","A"
"2563","Spryd4","Ox","A"
"2564","Spryd7","Ox","A"
"2565","Sptb","Ox","A"
"2566","Sqstm1","Ox","A"
"2567","Sra1","Ox","A"
"2568","Srek1","Ox","A"
"2569","Srgap1","Ox","A"
"2570","Srgap2","Ox","A"
"2571","Srgap3","Ox","A"
"2572","Sri","Ox","A"
"2573","Srm","Ox","A"
"2574","Srp19","Ox","A"
"2575","Srp68","Ox","A"
"2576","Srpk2","Ox","A"
"2577","Srprb","Ox","A"
"2578","Srrm1","Ox","A"
"2579","Srsf10","Ox","A"
"2580","Srsf3","Ox","A"
"2581","Srsf6","Ox","A"
"2582","Srxn1","Ox","A"
"2583","Ssb","Ox","A"
"2584","Ssbp2","Ox","A"
"2585","Ssbp3","Ox","A"
"2586","Ssh2","Ox","A"
"2587","Ssr1","Ox","A"
"2588","Ssrp1","Ox","A"
"2589","Ssx2ip","Ox","A"
"2590","St13","Ox","A"
"2591","Stac","Ox","A"
"2592","Stac2","Ox","A"
"2593","Stam","Ox","A"
"2594","Stam2","Ox","A"
"2595","Stambp","Ox","A"
"2596","Stambpl1","Ox","A"
"2597","Stard10","Ox","A"
"2598","Stard3nl","Ox","A"
"2599","Stat1","Ox","A"
"2600","Stat2","Ox","A"
"2601","Stat3","Ox","A"
"2602","Stat6","Ox","A"
"2603","Stau1","Ox","A"
"2604","Stau2","Ox","A"
"2605","Stbd1","Ox","A"
"2606","Stim2","Ox","A"
"2607","Stip1","Ox","A"
"2608","Stk24","Ox","A"
"2609","Stk25","Ox","A"
"2610","Stk38l","Ox","A"
"2611","Stk39","Ox","A"
"2612","Stmn3","Ox","A"
"2613","Stom","Ox","A"
"2614","Stoml3","Ox","A"
"2615","Strada","Ox","A"
"2616","Strap","Ox","A"
"2617","Strbp","Ox","A"
"2618","Strip1","Ox","A"
"2619","Strn3","Ox","A"
"2620","Strn4","Ox","A"
"2621","Stt3b","Ox","A"
"2622","Stub1","Ox","A"
"2623","Stx12","Ox","A"
"2624","Stx17","Ox","A"
"2625","Stx18","Ox","A"
"2626","Stx1b","Ox","A"
"2627","Stx5","Ox","A"
"2628","Stx6","Ox","A"
"2629","Stx8","Ox","A"
"2630","Stxbp1","Ox","A"
"2631","Stxbp5","Ox","A"
"2632","Stxbp5l","Ox","A"
"2633","Stxbp6","Ox","A"
"2634","Sub1","Ox","A"
"2635","Sugp1","Ox","A"
"2636","Sugt1","Ox","A"
"2637","Sult4a1","Ox","A"
"2638","Sun1","Ox","A"
"2639","Supt5h","Ox","A"
"2640","Surf4","Ox","A"
"2641","Sv2c","Ox","A"
"2642","Svip","Ox","A"
"2643","Swi5","Ox","A"
"2644","Syap1","Ox","A"
"2645","Syn1","Ox","A"
"2646","Syn2","Ox","A"
"2647","Sync","Ox","A"
"2648","Syncrip","Ox","A"
"2649","Syne1","Ox","A"
"2650","Syngr3","Ox","A"
"2651","Synj1","Ox","A"
"2652","Synpo","Ox","A"
"2653","Syp","Ox","A"
"2654","Syt1","Ox","A"
"2655","Syt11","Ox","A"
"2656","Syt2","Ox","A"
"2657","Syt4","Ox","A"
"2658","Syt6","Ox","A"
"2659","Syt7","Ox","A"
"2660","Sytl2","Ox","A"
"2661","Syvn1","Ox","A"
"2662","Tab1","Ox","A"
"2663","Tab3","Ox","A"
"2664","Tacc1","Ox","A"
"2665","Tacc2","Ox","A"
"2666","Taf7","Ox","A"
"2667","Taf9b","Ox","A"
"2668","Tagln3","Ox","A"
"2669","Taldo1","Ox","A"
"2670","Tanc1","Ox","A"
"2671","Tarbp2","Ox","A"
"2672","Tars1","Ox","A"
"2673","Tars3","Ox","A"
"2674","Tbc1d10b","Ox","A"
"2675","Tbc1d13","Ox","A"
"2676","Tbc1d15","Ox","A"
"2677","Tbc1d17","Ox","A"
"2678","Tbc1d22a","Ox","A"
"2679","Tbc1d5","Ox","A"
"2680","Tbc1d9b","Ox","A"
"2681","Tbca","Ox","A"
"2682","Tbcb","Ox","A"
"2683","Tbcc","Ox","A"
"2684","Tbcd","Ox","A"
"2685","Tbce","Ox","A"
"2686","Tbcel","Ox","A"
"2687","Tcea1","Ox","A"
"2688","Tceal5","Ox","A"
"2689","Tcerg1","Ox","A"
"2690","Tcf20","Ox","A"
"2691","Tcof1","Ox","A"
"2692","Tcp1","Ox","A"
"2693","Tcp11l1","Ox","A"
"2694","Tdp2","Ox","A"
"2695","Tdrd3","Ox","A"
"2696","Tdrd7","Ox","A"
"2697","Tdrkh","Ox","A"
"2698","Tecr","Ox","A"
"2699","Ten1","Ox","A"
"2700","Tes","Ox","A"
"2701","Tex2","Ox","A"
"2702","Tex264","Ox","A"
"2703","Tfcp2","Ox","A"
"2704","Tfip11","Ox","A"
"2705","Tgfb1i1","Ox","A"
"2706","Tgs1","Ox","A"
"2707","Them6","Ox","A"
"2708","Thop1","Ox","A"
"2709","Thrap3","Ox","A"
"2710","Thumpd1","Ox","A"
"2711","Timm10","Ox","A"
"2712","Timm44","Ox","A"
"2713","Tiprl","Ox","A"
"2714","Tjp2","Ox","A"
"2715","Tle5","Ox","A"
"2716","Tmcc1","Ox","A"
"2717","Tmcc2","Ox","A"
"2718","Tmcc3","Ox","A"
"2719","Tmed8","Ox","A"
"2720","Tmem115","Ox","A"
"2721","Tmem161a","Ox","A"
"2722","Tmem165","Ox","A"
"2723","Tmem179","Ox","A"
"2724","Tmem184c","Ox","A"
"2725","Tmem230","Ox","A"
"2726","Tmem245","Ox","A"
"2727","Tmem30a","Ox","A"
"2728","Tmem35a","Ox","A"
"2729","Tmem45b","Ox","A"
"2730","Tmem65","Ox","A"
"2731","Tmem79","Ox","A"
"2732","Tmem87a","Ox","A"
"2733","Tmf1","Ox","A"
"2734","Tmod1","Ox","A"
"2735","Tmsb4x","Ox","A"
"2736","Tmx1","Ox","A"
"2737","Tmx2","Ox","A"
"2738","Tmx3","Ox","A"
"2739","Tmx4","Ox","A"
"2740","Tnfrsf21","Ox","A"
"2741","Tnik","Ox","A"
"2742","Tnk2","Ox","A"
"2743","Tnpo1","Ox","A"
"2744","Tnpo2","Ox","A"
"2745","Tnrc6a","Ox","A"
"2746","Tnrc6b","Ox","A"
"2747","Toe1","Ox","A"
"2748","Tollip","Ox","A"
"2749","Tom1","Ox","A"
"2750","Tomm22","Ox","A"
"2751","Tomm34","Ox","A"
"2752","Tomm70","Ox","A"
"2753","Top3b","Ox","A"
"2754","Tox4","Ox","A"
"2755","Tp53bp1","Ox","A"
"2756","Tpgs2","Ox","A"
"2757","Tpm1","Ox","A"
"2758","Tpp2","Ox","A"
"2759","Tppp","Ox","A"
"2760","Tpr","Ox","A"
"2761","Tpt1","Ox","A"
"2762","Trak1","Ox","A"
"2763","Trappc10","Ox","A"
"2764","Trappc12","Ox","A"
"2765","Trappc3","Ox","A"
"2766","Trappc4","Ox","A"
"2767","Trappc6b","Ox","A"
"2768","Trappc9","Ox","A"
"2769","Trarg1","Ox","A"
"2770","Trim13","Ox","A"
"2771","Trim2","Ox","A"
"2772","Trim25","Ox","A"
"2773","Trim3","Ox","A"
"2774","Trim36","Ox","A"
"2775","Trim46","Ox","A"
"2776","Trim56","Ox","A"
"2777","Trim67","Ox","A"
"2778","Trim9","Ox","A"
"2779","Trio","Ox","A"
"2780","Triqk","Ox","A"
"2781","Trir","Ox","A"
"2782","Trmt1","Ox","A"
"2783","Trmt112","Ox","A"
"2784","Trmt1l","Ox","A"
"2785","Trmt5","Ox","A"
"2786","Trpv1","Ox","A"
"2787","Trpv2","Ox","A"
"2788","Tsc1","Ox","A"
"2789","Tsc22d1","Ox","A"
"2790","Tsc22d3","Ox","A"
"2791","Tsg101","Ox","A"
"2792","Tsn","Ox","A"
"2793","Tsnax","Ox","A"
"2794","Tspyl4","Ox","A"
"2795","Tsr2","Ox","A"
"2796","Ttbk1","Ox","A"
"2797","Ttbk2","Ox","A"
"2798","Ttc1","Ox","A"
"2799","Ttc3","Ox","A"
"2800","Ttc9","Ox","A"
"2801","Ttc9c","Ox","A"
"2802","Tti1","Ox","A"
"2803","Ttl","Ox","A"
"2804","Ttll1","Ox","A"
"2805","Ttll12","Ox","A"
"2806","Ttll7","Ox","A"
"2807","Tubal3","Ox","A"
"2808","Tubb2a","Ox","A"
"2809","Tubb3","Ox","A"
"2810","Tubb4a","Ox","A"
"2811","Tulp3","Ox","A"
"2812","Tusc2","Ox","A"
"2813","Tut7","Ox","A"
"2814","Twf2","Ox","A"
"2815","Txlna","Ox","A"
"2816","Txlng","Ox","A"
"2817","Txndc9","Ox","A"
"2818","Txnl1","Ox","A"
"2819","Txnl4a","Ox","A"
"2820","U2af1","Ox","A"
"2821","U2surp","Ox","A"
"2822","Uba1","Ox","A"
"2823","Uba2","Ox","A"
"2824","Uba5","Ox","A"
"2825","Uba6","Ox","A"
"2826","Ubap1","Ox","A"
"2827","Ubap2","Ox","A"
"2828","Ubash3b","Ox","A"
"2829","Ube2j1","Ox","A"
"2830","Ube2m","Ox","A"
"2831","Ube2o","Ox","A"
"2832","Ube2q1","Ox","A"
"2833","Ube2v1","Ox","A"
"2834","Ube2v2","Ox","A"
"2835","Ube3a","Ox","A"
"2836","Ubfd1","Ox","A"
"2837","Ubl4a","Ox","A"
"2838","Ublcp1","Ox","A"
"2839","Ubr4","Ox","A"
"2840","Ubxn1","Ox","A"
"2841","Ubxn4","Ox","A"
"2842","Ubxn6","Ox","A"
"2843","Ubxn7","Ox","A"
"2844","Uchl5","Ox","A"
"2845","Uck1","Ox","A"
"2846","Uckl1","Ox","A"
"2847","Ufc1","Ox","A"
"2848","Ufd1","Ox","A"
"2849","Ufl1","Ox","A"
"2850","Ufm1","Ox","A"
"2851","Ugp2","Ox","A"
"2852","Uhrf1bp1l","Ox","A"
"2853","Umps","Ox","A"
"2854","Unc119","Ox","A"
"2855","Unc45a","Ox","A"
"2856","Uprt","Ox","A"
"2857","Uqcrc1","Ox","A"
"2858","Uqcrc2","Ox","A"
"2859","Uqcrfs1","Ox","A"
"2860","Uqcrh","Ox","A"
"2861","Urgcp","Ox","A"
"2862","Uri1","Ox","A"
"2863","Use1","Ox","A"
"2864","Uso1","Ox","A"
"2865","Usp10","Ox","A"
"2866","Usp14","Ox","A"
"2867","Usp15","Ox","A"
"2868","Usp16","Ox","A"
"2869","Usp19","Ox","A"
"2870","Usp20","Ox","A"
"2871","Usp24","Ox","A"
"2872","Usp30","Ox","A"
"2873","Usp4","Ox","A"
"2874","Usp47","Ox","A"
"2875","Usp7","Ox","A"
"2876","Usp8","Ox","A"
"2877","Usp9x","Ox","A"
"2878","Uvrag","Ox","A"
"2879","Vac14","Ox","A"
"2880","Vamp1","Ox","A"
"2881","Vamp2","Ox","A"
"2882","Vamp4","Ox","A"
"2883","Vamp7","Ox","A"
"2884","Vapa","Ox","A"
"2885","Vasp","Ox","A"
"2886","Vat1","Ox","A"
"2887","Vat1l","Ox","A"
"2888","Vbp1","Ox","A"
"2889","Vcpip1","Ox","A"
"2890","Vdac1","Ox","A"
"2891","Vdac2","Ox","A"
"2892","Vdac3","Ox","A"
"2893","Vezt","Ox","A"
"2894","Vipas39","Ox","A"
"2895","Vkorc1l1","Ox","A"
"2896","Vma21","Ox","A"
"2897","Vps13a","Ox","A"
"2898","Vps13b","Ox","A"
"2899","Vps13c","Ox","A"
"2900","Vps16","Ox","A"
"2901","Vps18","Ox","A"
"2902","Vps25","Ox","A"
"2903","Vps26c","Ox","A"
"2904","Vps28","Ox","A"
"2905","Vps33a","Ox","A"
"2906","Vps33b","Ox","A"
"2907","Vps35","Ox","A"
"2908","Vps36","Ox","A"
"2909","Vps37a","Ox","A"
"2910","Vps37c","Ox","A"
"2911","Vps39","Ox","A"
"2912","Vps4a","Ox","A"
"2913","Vps4b","Ox","A"
"2914","Vps50","Ox","A"
"2915","Vps54","Ox","A"
"2916","Vps8","Ox","A"
"2917","Vsnl1","Ox","A"
"2918","Vta1","Ox","A"
"2919","Vti1b","Ox","A"
"2920","Wac","Ox","A"
"2921","Wars1","Ox","A"
"2922","Wasf1","Ox","A"
"2923","Wasf2","Ox","A"
"2924","Washc1","Ox","A"
"2925","Washc4","Ox","A"
"2926","Wasl","Ox","A"
"2927","Wbp11","Ox","A"
"2928","Wbp2","Ox","A"
"2929","Wbp4","Ox","A"
"2930","Wdcp","Ox","A"
"2931","Wdfy3","Ox","A"
"2932","Wdr1","Ox","A"
"2933","Wdr13","Ox","A"
"2934","Wdr18","Ox","A"
"2935","Wdr20","Ox","A"
"2936","Wdr24","Ox","A"
"2937","Wdr33","Ox","A"
"2938","Wdr37","Ox","A"
"2939","Wdr41","Ox","A"
"2940","Wdr44","Ox","A"
"2941","Wdr45","Ox","A"
"2942","Wdr47","Ox","A"
"2943","Wdr48","Ox","A"
"2944","Wdr59","Ox","A"
"2945","Wdr7","Ox","A"
"2946","Wdr81","Ox","A"
"2947","Wdr91","Ox","A"
"2948","Wfs1","Ox","A"
"2949","Wipf1","Ox","A"
"2950","Wipf2","Ox","A"
"2951","Wipf3","Ox","A"
"2952","Wnk1","Ox","A"
"2953","Wrap53","Ox","A"
"2954","Wrnip1","Ox","A"
"2955","Wwox","Ox","A"
"2956","Wwp2","Ox","A"
"2957","Xiap","Ox","A"
"2958","Xrcc6","Ox","A"
"2959","Xrn1","Ox","A"
"2960","Yars1","Ox","A"
"2961","Ybx3","Ox","A"
"2962","Yipf3","Ox","A"
"2963","Ykt6","Ox","A"
"2964","Ylpm1","Ox","A"
"2965","Ythdc2","Ox","A"
"2966","Ythdf1","Ox","A"
"2967","Ythdf2","Ox","A"
"2968","Ywhab","Ox","A"
"2969","Ywhag","Ox","A"
"2970","Ywhah","Ox","A"
"2971","Ywhaz","Ox","A"
"2972","Zadh2","Ox","A"
"2973","Zc2hc1a","Ox","A"
"2974","Zc3h11a","Ox","A"
"2975","Zc3h14","Ox","A"
"2976","Zc3h15","Ox","A"
"2977","Zc3h18","Ox","A"
"2978","Zc3h4","Ox","A"
"2979","Zc3hav1","Ox","A"
"2980","Zc3hc1","Ox","A"
"2981","Zdhhc13","Ox","A"
"2982","Zdhhc17","Ox","A"
"2983","Zdhhc7","Ox","A"
"2984","Zfand5","Ox","A"
"2985","Zfand6","Ox","A"
"2986","Zfr","Ox","A"
"2987","Zfyve16","Ox","A"
"2988","Zfyve19","Ox","A"
"2989","Zfyve27","Ox","A"
"2990","Zmat2","Ox","A"
"2991","Zmym3","Ox","A"
"2992","Znf346","Ox","A"
"2993","Znf592","Ox","A"
"2994","Znf598","Ox","A"
"2995","Znf622","Ox","A"
"2996","Znf638","Ox","A"
"2997","Znf830","Ox","A"
"2998","Znrd2","Ox","A"
"2999","Zranb2","Ox","A"
"3000","Zswim1","Ox","A"
"3001","Zswim8","Ox","A"
"3002","Zw10","Ox","A"
"3003","Zwint","Ox","A"
"3004","Zyg11b","Ox","A"
"3005","Zyx","Ox","A"
"3006","Zzef1","Ox","A"
"3007","Aaas","V","A"
"3008","Aars1","V","A"
"3009","Abcc5","V","A"
"3010","Abcd3","V","A"
"3011","Abce1","V","A"
"3012","Abcf1","V","A"
"3013","Abcf2","V","A"
"3014","Abcf3","V","A"
"3015","Abhd10","V","A"
"3016","Abhd12","V","A"
"3017","Abhd6","V","A"
"3018","Abi1","V","A"
"3019","Abi2","V","A"
"3020","Ablim1","V","A"
"3021","Ablim2","V","A"
"3022","Ablim3","V","A"
"3023","Abr","V","A"
"3024","Abraxas2","V","A"
"3025","Abtb2","V","A"
"3026","Acaa1a","V","A"
"3027","Acadvl","V","A"
"3028","Acap2","V","A"
"3029","Acbd3","V","A"
"3030","Acbd5","V","A"
"3031","Acly","V","A"
"3032","Aco2","V","A"
"3033","Acot7","V","A"
"3034","Acp1","V","A"
"3035","Acsl4","V","A"
"3036","Acss2","V","A"
"3037","Actn4","V","A"
"3038","Actr10","V","A"
"3039","Actr2","V","A"
"3040","Acyp2","V","A"
"3041","Adam22","V","A"
"3042","Adcy9","V","A"
"3043","Add2","V","A"
"3044","Adnp","V","A"
"3045","Adprh","V","A"
"3046","Adrm1","V","A"
"3047","Adsl","V","A"
"3048","Adss2","V","A"
"3049","Afdn","V","A"
"3050","Aftph","V","A"
"3051","Ag2","V","A"
"3052","Agap1","V","A"
"3053","Agap3","V","A"
"3054","Agfg2","V","A"
"3055","Agpat1","V","A"
"3056","Agpat4","V","A"
"3057","Agtpbp1","V","A"
"3058","Ahctf1","V","A"
"3059","Ahcy","V","A"
"3060","Ahcyl2","V","A"
"3061","Ahsa1","V","A"
"3062","Ahsa2","V","A"
"3063","Aimp1","V","A"
"3064","Aimp2","V","A"
"3065","Aip","V","A"
"3066","Ak1","V","A"
"3067","Akap1","V","A"
"3068","Akap10","V","A"
"3069","Akap13","V","A"
"3070","Akap2","V","A"
"3071","Akap8","V","A"
"3072","Akap9","V","A"
"3073","Akr1a1","V","A"
"3074","Akt3","V","A"
"3075","Aktip","V","A"
"3076","Aldh2","V","A"
"3077","Aldh9a1","V","A"
"3078","Alg13","V","A"
"3079","Alg2","V","A"
"3080","Alkbh3","V","A"
"3081","Alkbh6","V","A"
"3082","Alyref","V","A"
"3083","Amer2","V","A"
"3084","Amn1","V","A"
"3085","Amotl1","V","A"
"3086","Ampd2","V","A"
"3087","Anapc1","V","A"
"3088","Ank1","V","A"
"3089","Ank2","V","A"
"3090","Ank3","V","A"
"3091","Ankle2","V","A"
"3092","Ankrd13a","V","A"
"3093","Ankrd13d","V","A"
"3094","Ankrd17","V","A"
"3095","Ankrd28","V","A"
"3096","Ankrd52","V","A"
"3097","Ano10","V","A"
"3098","Ano8","V","A"
"3099","Anp32e","V","A"
"3100","Ap1b1","V","A"
"3101","Ap1g1","V","A"
"3102","Ap1s2","V","A"
"3103","Ap2a1","V","A"
"3104","Ap2a2","V","A"
"3105","Ap2b1","V","A"
"3106","Ap3b2","V","A"
"3107","Ap3d1","V","A"
"3108","Ap3s2","V","A"
"3109","Ap4e1","V","A"
"3110","Apbb1","V","A"
"3111","Apbb1ip","V","A"
"3112","Api5","V","A"
"3113","Aplf","V","A"
"3114","Appl1","V","A"
"3115","Aqp1","V","A"
"3116","Arap1","V","A"
"3117","Arcn1","V","A"
"3118","Arf4","V","A"
"3119","Arf5","V","A"
"3120","Arf6","V","A"
"3121","Arfgap1","V","A"
"3122","Arfgap2","V","A"
"3123","Arfgap3","V","A"
"3124","Arfgef1","V","A"
"3125","Arfgef2","V","A"
"3126","Arfgef3","V","A"
"3127","Arfip2","V","A"
"3128","Arfrp1","V","A"
"3129","Arglu1","V","A"
"3130","Arhgap1","V","A"
"3131","Arhgap12","V","A"
"3132","Arhgap17","V","A"
"3133","Arhgap21","V","A"
"3134","Arhgap22","V","A"
"3135","Arhgap27","V","A"
"3136","Arhgap28","V","A"
"3137","Arhgap31","V","A"
"3138","Arhgap32","V","A"
"3139","Arhgap35","V","A"
"3140","Arhgap44","V","A"
"3141","Arhgef1","V","A"
"3142","Arhgef12","V","A"
"3143","Arhgef17","V","A"
"3144","Arhgef18","V","A"
"3145","Arhgef40","V","A"
"3146","Arhgef6","V","A"
"3147","Arhgef7","V","A"
"3148","Arid1a","V","A"
"3149","Arid1b","V","A"
"3150","Arl2","V","A"
"3151","Arl3","V","A"
"3152","Arl6ip5","V","A"
"3153","Armc6","V","A"
"3154","Armcx2","V","A"
"3155","Armcx3","V","A"
"3156","Arpc1b","V","A"
"3157","Arpc2","V","A"
"3158","Arpc4","V","A"
"3159","Arpc5","V","A"
"3160","Arpc5l","V","A"
"3161","Arpin","V","A"
"3162","Arpp19","V","A"
"3163","Arrb2","V","A"
"3164","Asap1","V","A"
"3165","Asap2","V","A"
"3166","Asl","V","A"
"3167","Asns","V","A"
"3168","Aspscr1","V","A"
"3169","Ass1","V","A"
"3170","Atad1","V","A"
"3171","Atad3","V","A"
"3172","Atg2a","V","A"
"3173","Atg2b","V","A"
"3174","Atg3","V","A"
"3175","Atic","V","A"
"3176","Atl1","V","A"
"3177","Atn1","V","A"
"3178","Atp13a1","V","A"
"3179","Atp13a2","V","A"
"3180","Atp1a1","V","A"
"3181","Atp1a2","V","A"
"3182","Atp1a3","V","A"
"3183","Atp1b1","V","A"
"3184","Atp2a2","V","A"
"3185","Atp2b1","V","A"
"3186","Atp2b2","V","A"
"3187","Atp2b4","V","A"
"3188","Atp5f1d","V","A"
"3189","Atp5mg","V","A"
"3190","Atp5pf","V","A"
"3191","Atp6v0a1","V","A"
"3192","Atp6v0d1","V","A"
"3193","Atp6v1a","V","A"
"3194","Atp6v1b2","V","A"
"3195","Atp6v1e1","V","A"
"3196","Atp6v1f","V","A"
"3197","Atp6v1h","V","A"
"3198","Atp7a","V","A"
"3199","Atp8a1","V","A"
"3200","Atp8a2","V","A"
"3201","Atp9a","V","A"
"3202","Atpaf1","V","A"
"3203","Atxn1","V","A"
"3204","Atxn10","V","A"
"3205","Atxn1l","V","A"
"3206","Atxn2","V","A"
"3207","Atxn2l","V","A"
"3208","Atxn7l3b","V","A"
"3209","Auh","V","A"
"3210","Aven","V","A"
"3211","Avl9","V","A"
"3212","Bace1","V","A"
"3213","Bad","V","A"
"3214","Bag2","V","A"
"3215","Baiap2l1","V","A"
"3216","Basp1","V","A"
"3217","Bcap31","V","A"
"3218","Bcar1","V","A"
"3219","Bcas3","V","A"
"3220","Bcat1","V","A"
"3221","Bcat2","V","A"
"3222","Bcl2l13","V","A"
"3223","Bcl2l2","V","A"
"3224","Bclaf1","V","A"
"3225","Bcr","V","A"
"3226","Becn1","V","A"
"3227","Bet1l","V","A"
"3228","Bicd1","V","A"
"3229","Bin1","V","A"
"3230","Birc6","V","A"
"3231","Bnip3","V","A"
"3232","Bod1l","V","A"
"3233","Borcs5","V","A"
"3234","Borcs6","V","A"
"3235","Bpnt1","V","A"
"3236","Braf","V","A"
"3237","Brap","V","A"
"3238","Brcc3","V","A"
"3239","Brsk2","V","A"
"3240","Bsdc1","V","A"
"3241","Bsg","V","A"
"3242","Btf3","V","A"
"3243","Btf3l4","V","A"
"3244","Bzw1","V","A"
"3245","C2cd2","V","A"
"3246","C2cd2l","V","A"
"3247","Cab39","V","A"
"3248","Cacna1b","V","A"
"3249","Cacnb1","V","A"
"3250","Cacnb4","V","A"
"3251","Cacul1","V","A"
"3252","Cacybp","V","A"
"3253","Cadm1","V","A"
"3254","Cadm3","V","A"
"3255","Calca","V","A"
"3256","Calcoco1","V","A"
"3257","Calr","V","A"
"3258","Camk1d","V","A"
"3259","Camk2b","V","A"
"3260","Camk2d","V","A"
"3261","Camk2g","V","A"
"3262","Camkk1","V","A"
"3263","Camlg","V","A"
"3264","Camsap1","V","A"
"3265","Camsap2","V","A"
"3266","Camsap3","V","A"
"3267","Cand1","V","A"
"3268","Canx","V","A"
"3269","Cap1","V","A"
"3270","Capg","V","A"
"3271","Capn2","V","A"
"3272","Capns1","V","A"
"3273","Caprin1","V","A"
"3274","Caprin2","V","A"
"3275","Capza2","V","A"
"3276","Carhsp1","V","A"
"3277","Carmil1","V","A"
"3278","Carmil2","V","A"
"3279","Cars1","V","A"
"3280","Cask","V","A"
"3281","Caskin1","V","A"
"3282","Casp3","V","A"
"3283","Casp9","V","A"
"3284","Castor2","V","A"
"3285","Cav2","V","A"
"3286","Cbfb","V","A"
"3287","Cbl","V","A"
"3288","Cblb","V","A"
"3289","Cbll1","V","A"
"3290","Cbr1","V","A"
"3291","Cbwd1","V","A"
"3292","Cbx3","V","A"
"3293","Cc2d1a","V","A"
"3294","Cc2d1b","V","A"
"3295","Ccar1","V","A"
"3296","Ccar2","V","A"
"3297","Ccdc124","V","A"
"3298","Ccdc174","V","A"
"3299","Ccdc22","V","A"
"3300","Ccdc47","V","A"
"3301","Ccdc6","V","A"
"3302","Ccdc88a","V","A"
"3303","Ccdc9","V","A"
"3304","Ccdc91","V","A"
"3305","Ccdc92","V","A"
"3306","Ccdc93","V","A"
"3307","Ccp110","V","A"
"3308","Ccs","V","A"
"3309","Cct2","V","A"
"3310","Cct3","V","A"
"3311","Cct5","V","A"
"3312","Cct6a","V","A"
"3313","Cct7","V","A"
"3314","Ccz1","V","A"
"3315","Cd151","V","A"
"3316","Cd2ap","V","A"
"3317","Cd44","V","A"
"3318","Cd99l2","V","A"
"3319","Cdc37","V","A"
"3320","Cdc37l1","V","A"
"3321","Cdc42bpa","V","A"
"3322","Cdc42bpb","V","A"
"3323","Cdc5l","V","A"
"3324","Cdipt","V","A"
"3325","Cdk11b","V","A"
"3326","Cdk16","V","A"
"3327","Cdk5rap3","V","A"
"3328","Cdk7","V","A"
"3329","Cdk9","V","A"
"3330","Cdkn1b","V","A"
"3331","Cdkn2aip","V","A"
"3332","Cdkn2d","V","A"
"3333","Cdr2","V","A"
"3334","Cdr2l","V","A"
"3335","Cds2","V","A"
"3336","Cdv3","V","A"
"3337","Celf2","V","A"
"3338","Cenpv","V","A"
"3339","Cep164","V","A"
"3340","Cep170","V","A"
"3341","Cep170b","V","A"
"3342","Cep350","V","A"
"3343","Cers1","V","A"
"3344","Cers2","V","A"
"3345","Cetn2","V","A"
"3346","Cfap20","V","A"
"3347","Cfap36","V","A"
"3348","Cfap410","V","A"
"3349","Cfdp1","V","A"
"3350","Cfl2","V","A"
"3351","Champ1","V","A"
"3352","Chchd3","V","A"
"3353","Chchd6","V","A"
"3354","Chd4","V","A"
"3355","Cherp","V","A"
"3356","Chka","V","A"
"3357","Chkb","V","A"
"3358","Chmp1a","V","A"
"3359","Chmp3","V","A"
"3360","Chmp5","V","A"
"3361","Chmp7","V","A"
"3362","Chordc1","V","A"
"3363","Chp1","V","A"
"3364","Ciao3","V","A"
"3365","Ciapin1","V","A"
"3366","Cic","V","A"
"3367","Cisd1","V","A"
"3368","Cisd2","V","A"
"3369","Ckap4","V","A"
"3370","Ckap5","V","A"
"3371","Clasp1","V","A"
"3372","Clcc1","V","A"
"3373","Clcn6","V","A"
"3374","Clec16a","V","A"
"3375","Clgn","V","A"
"3376","Clic4","V","A"
"3377","Clint1","V","A"
"3378","Clip1","V","A"
"3379","Clip2","V","A"
"3380","Clip3","V","A"
"3381","Clptm1","V","A"
"3382","Cltb","V","A"
"3383","Cluh","V","A"
"3384","Clybl","V","A"
"3385","Cmas","V","A"
"3386","Cmip","V","A"
"3387","Cmpk1","V","A"
"3388","Cndp2","V","A"
"3389","Cnksr2","V","A"
"3390","Cnot10","V","A"
"3391","Cnot2","V","A"
"3392","Cnot3","V","A"
"3393","Cnot4","V","A"
"3394","Cnp","V","A"
"3395","Cnrip1","V","A"
"3396","Cnst","V","A"
"3397","Cntnap1","V","A"
"3398","Cobl","V","A"
"3399","Cog3","V","A"
"3400","Cog4","V","A"
"3401","Cog5","V","A"
"3402","Coil","V","A"
"3403","Commd10","V","A"
"3404","Commd2","V","A"
"3405","Commd3","V","A"
"3406","Commd8","V","A"
"3407","Commd9","V","A"
"3408","Copa","V","A"
"3409","Copb1","V","A"
"3410","Copb2","V","A"
"3411","Copg1","V","A"
"3412","Copg2","V","A"
"3413","Coprs","V","A"
"3414","Cops3","V","A"
"3415","Cops5","V","A"
"3416","Cops7a","V","A"
"3417","Coq3","V","A"
"3418","Coro1a","V","A"
"3419","Coro1b","V","A"
"3420","Coro1c","V","A"
"3421","Coro2a","V","A"
"3422","Coro2b","V","A"
"3423","Coro7","V","A"
"3424","Cox4i1","V","A"
"3425","Cox5a","V","A"
"3426","Cox5b","V","A"
"3427","Cox6b1","V","A"
"3428","Cpd","V","A"
"3429","Cpeb2","V","A"
"3430","Cpeb4","V","A"
"3431","Cplx1","V","A"
"3432","Cplx2","V","A"
