"","Ox_f_T_Slot2-16_1_3811","Ox_m_T1_Slot2-13_1_3813","Ox_m_T2_Slot2-14_1_3820","Ox_m_T3_Slot2-15_1_3816"
"Cep104",13764.6,11473,10934.8,14382.1
"Rtf1",10571.3240564497,11148.8133529004,12544.1458504771,11976.4215813346
"Hook3",10321.8244089438,10226.0664079033,9181.04868632375,7915.46166826262
"Sar1a",NA,27834.4334156282,44795.0032968776,41586.8192680068
"Lrrc57",8370.67000000001,6153.55,4278.3,4966.72
"Gnal",18492,15660.8,NA,13165.5
"Rab3ip",NA,6214.54,5433.12,9014.81
"Nup133",13831.5805142225,19014.3199288773,20991.6733597436,21429.1423212724
"Gng3",34310.3,67093.8,58402.3,48698.8
"Atp8a1",49963.6024788784,50051.4306251271,37452.2439065557,51243.7314868331
"Apc",13313.4895334727,9232.92041828744,13399.020906407,13236.047450978
"Add3",18374.8413844748,13587.3223647292,13691.9001846464,15793.5189092632
"Lifr",4940.36,3437.25,6649.97,4085.31
"Rps14",51821.2887726429,41332.7472747542,42043.0080042971,43630.5631565271
"Pkn2",18410.2664010395,20652.8002859332,19877.8847217746,23320.372248296
"Ndufb3",25805.5,17083.3,12619.2,17389.5
"Tmem45b",22479.3,25597.4,21706,28645.2
"Nopchap1",16141.1,12773,15953.9,12898.3
"Rcan2",14102.399999883,19275.2999998401,15499.6999998714,15988.8999998673
"Acp1",42661.0987421936,38647.2669622965,43440.5278481505,40689.4993737821
"Pls1",10775.4493241967,12134.0096287446,15146.5999998791,12140.7125006004
"Ppp1ca;Ppp1cc",8473.39,NA,4741.95,6757.38000000001
"Fth1",25131.4,NA,NA,NA
"Dmd",12441.2327890438,13988.5379403724,13179.2258260404,13893.7943570102
"Crmp1;Dpysl3",63558.3,89650.4000000001,97467.2000000001,87139
"Rock2",5817.42501461417,9671.0017434944,6229.12201576595,9982.46527712164
"Dazap1",17570.0075247337,22572.7045029182,21146.1658354267,21270.0464562382
"Syt2",39444.5999996433,43758.7591873285,35245.6733678277,36541.273299145
"Nat8l",48836.1907776669,50826.0158031177,56723.301240164,53877.5379088433
"Gab1",17679.4592858723,16030.8902738172,19255.615624168,16473.1649978237
"Patj",NA,NA,4338.23,NA
"Eif2ak2",30826.1385237561,28962.0489214606,25988.4214913712,27712.4550310876
"Cyb5r3",31741.501446015,27530.097919485,32738.1265640831,33302.6179187147
"Cdk5",11005.6020645261,13393.809916538,12881.5533103006,NA
"Dnajb14",5517.22,8243.36,6845.93999999999,NA
"Guf1",72586.2,NA,NA,NA
"Rpl12",20451.0422528952,13674.7924860721,13621.6743679512,14845.428444886
"Braf;Raf1",18166.3,20221.8,24323.8,19796
"Magoh",161967.164751667,214733.173556828,232016.714566995,221594.548508843
"Spryd4",6985.95,NA,7100.14,8567.07000000001
"Kif1a;Kif1b",58966.2579086169,56240.0922503192,66992.1616760079,81397.7247175698
"Psmd4",34150.2596262354,44303.8534372962,51344.7179437242,42193.8170194423
"Klhl9",15679.4954062702,12909.9370939567,11645.0028896311,11505.744911319
"Postn",NA,11885.2,NA,9762.54
"Hint1",332679,272523,333920,242972
"Ak1",13583.8,10983.4,16788.1,12747.2
"Cbx3",27388.0805492449,33083.6555904585,20930.1186705562,29017.4351016014
"Cavin1",16835.2312385062,14249.8394681573,16879.2640416111,16669.8550265347
"Vps13a",19759.6999998356,14179.8882246604,15938.2273608949,21675.8607620186
"Ppp3cb",17803.9,NA,NA,NA
"Hspa2;Hspa5;Hspa8",291701.104044496,301688.286146069,291894.281112085,317326.669439447
"Ehd1",45176.4095136246,62184.7797686405,56302.770357717,59740.170061227
"Dlg1",8488.88032034427,10577.9958689461,11051.1559096856,9544.56403913253
"Spg21",26977.5546760453,22297.4565173047,17999.5060017512,21884.4418352976
"Rab33b",14134.1767494613,19268.5435048941,16637.0024874865,20047.5542568759
"Pafah1b2",NA,8436.58,10050.4,9380.40999999999
"Gpx4",14447.6474970561,13519.6471058819,9391.0446440199,12833.3524953371
"Arhgef17",25960.1559632872,31293.7378639112,26875.9147382618,31315.5816924192
"Mapk11;Mapk9",86903.0999999999,89877.7,99245.9,82694.2000000001
"Rplp2",133005.998373054,96230.2148571582,119248.804026086,95707.7904725609
"Bag1",9706.13999999999,8125.25000000001,NA,9320.96
"Tpgs2",76206.0393878466,74277.1321492976,120043.169788113,68273.568658603
"Endod1",21161.2239330396,25517.1211975038,19620.9851090789,20640.4257738757
"Capns1",39913.2351424574,39489.0232682543,47467.2134373545,41835.574520941
"Scn4b",20554.2,17650.8,19930.9,12736.2
"Rab18",16898.7881533758,13636.1173605698,14984.8765867855,25065.589504368
"Strip1",28716.2964190857,34679.6626839385,30247.7868010165,29147.1525614322
"Arl3",34201.6050423348,37088.52740392,45707.2639242888,38903.9955946351
"Cbr1",26065.4999997697,22359.7415875888,33199.0999997067,27728.1115848487
"Cnot1",7998.33142184237,10242.3739701872,8161.20295457909,7951.12676656262
"Arf6",27172.3,23227.9,32940.6,28963.6
"Arf4;Arf5",135624,140342,144835,156899
"Creb1",8927.94084598606,12888.1404448248,14135.1999998868,14899.6999998806
"Ints7",12462.7004894927,7715.39570730128,7753.37920747397,7649.3292660683
"Pttg1ip",37682.7357032467,26921.8188634057,16461.7806645605,24128.6508802181
"Dus2",7131.3,NA,NA,5043.34
"Prkacb",18135.8412676839,27936.5441858654,40198.236726738,31799.3511725168
"Phgdh",12532.6252754235,12989.3092220449,12609.938345823,12940.871511385
"Elp4",42248.2862682431,37033.8729848106,40874.4647086474,44549.949789346
"Lancl3",5460.09,6972.38,NA,4724.05
"Iws1",4362.09,3248.22,6374.73,5540.01
"Card10",32984.7,NA,NA,NA
"Fam102b",13985.6465995071,16904.7118123325,15673.259108835,14230.6499722027
"Coasy",4248.19,3938.66,4471.34,NA
"Rpl18",41557.2857027962,34389.1013665089,35856.1141158671,29567.5819142353
"Pnpla8",7724.46,7475.57,NA,8614.77
"Ppp1r12a",47129.423841575,43839.4642334241,43328.4327638183,42466.7658436377
"Elavl2",218459.999997686,248606.887029075,250116.704852513,248215.023170943
"Elavl4",530041.36794078,593576.327746148,602597.333135316,732005.348256771
"Cstf2t",13470.1,15920.5,13977.9,13855.5
"Mapk11",5510.67,5251.1,5246.12,6339.54
"Prpf31",46454.9434658684,51670.5676473188,46606.6467118828,46644.339358806
"Ankrd40",14558.8080136193,9467.06505873576,11722.1639448354,10561.4280220353
"Tubb3;Tubb4a;Tubb4b;Tubb5",NA,83577.9,83538.1,96241.2
"Mroh2b",NA,44739.9509281794,52596.8174140631,NA
"Prkx",15586.2004507199,10566.0539005974,8585.29979511998,NA
"Capn2",11670.6597393183,10999.2053152391,12910.0281939982,14209.4832107704
"Ptpn11",16305.1427377572,19657.2710537664,21389.3822245394,19939.1413980852
"Rcan1",39270.2021622755,43828.2083170585,37715.4389531247,35622.9961433383
"Rbbp4;Rbbp7",106144.500333154,87899.098714103,94992.5342167826,84745.556571209
"Kif14;Kif9;Stard9",NA,NA,NA,91957.8
"Ube2v2",21784.7,30110.6,28720.5,NA
"Trmt112",19403.3,24900.7,12262.5,NA
"Armc10",14876.1105846184,11892.3999999046,14535.6672666567,11258.5789105952
"Strepta",4393211.88656751,5348184.21980789,5693758.21583528,6246170.58918971
"Tubb4b",21071.7,18648.2,22105.7,17115
"Sh3gl1;Sh3gl2",71778.1557575581,71978.7400290237,81468.9607066577,95533.1656373014
"Lsm4",49351.6,41199.8,58882.4,51334.4
"Rps18",16516.0353566574,NA,12801.2581764373,13803.4302285135
"Mtrf1",8217.16999994999,11492.99999993,NA,11415.4999999305
"Shoc2",8966.926511628,11460.6014294917,9156.19376810109,11334.6817080813
"Pag1",12136.6,10339.2,10557.6,10663.9
"Dhx30",20169.3598600747,22435.3062420206,19947.0963904551,17945.73853491
"Kiaa0100",34468.4422323271,29908.6309159062,28737.1755590666,28253.7908473359
"Adnp",14543.1488862866,17114.6553720967,12716.760582933,15049.7052749109
"Brox",5783.78,7531.64,NA,6836.68000000001
"Map1lc3a;Map1lc3b",48857.1,34321.5,41722.6,46220.7
"Stoml3",20470,NA,NA,NA
"Usp45",65442.5,81538.7,NA,82535.5
"Rhob",NA,NA,12041.9,NA
"Psmc4",22440.0996479208,19034.8021379664,19569.7028609925,18924.2214215836
"Arf4",24517.3645908138,21489.3701554987,16235.9975702457,27616.8211924567
"Uba5",39768.801309408,39941.2256451069,36584.0203257132,32928.2361880938
"Uqcrc1",15279.6237573861,20236.5841495122,18415.3431921708,15892.1823688892
"Ppp1r1c",67350.6006906993,71335.3768796296,73226.74509555,68315.1678522487
"Drg1",7305.56285495928,6332.14904112188,6698.05211229964,6795.92974060095
"Ccser2",41623.2285096532,40694.5452006205,34921.4953879232,41234.5866811961
"Clec16a",23528.9,23376.2,12870.8,16827.7
"Tpm1;Tpm3",49549.6,46345.6,48207.7,36758.5
"Borcs5",35645.5073673165,40066.4065134953,34657.0300360914,39902.0697784916
"Fubp1;Khsrp",49277.4999995349,62025.5711977331,59755.273591387,61530.498458727
"Lamb2",12087.1375335334,11005.5322391094,8907.2146718301,12199.4974598065
"Elmo1;Elmo2",21873.5522092922,26492.3619743779,20257.8457722292,25734.9476296641
"Fn3krp",12889.6,13104.2,9475.97000000001,17777
"Clcn6",16690.4,12135.4,10224.7,11643.4
"Sh3bgrl3",67947.8654892039,36749.217017746,33468.7404576482,28652.1347355303
"Tubb2a;Tubb4b;Tubb5;Tubb6",25304.2,31504.3,38553.4,41414
"Zyg11b",14325.3315134634,14444.8409836729,14552.0782141157,13488.9451819714
"Znf638",39693.3587774327,39540.945936136,33242.0736684217,33797.049771808
"Pea15",97393.2221117882,111590.43742244,120188.500355463,117622.0331334
"Impact",110151.430830607,115131.632501105,121654.076624544,113992.156242048
"Tubb2a;Tubb3;Tubb4a;Tubb4b;Tubb5",NA,38437.9,66480.9000000001,48237.9
"Spats2l",11735,14644.8,NA,9453.76
"Abraxas2",15212.7299180297,14519.0508605365,14005.3822828574,15921.0280540637
"Krtcap2",4183.59,3587.65,3031.96,2270.72
"Rpn2",32479.3126454229,31768.8371165062,33846.9467468923,33531.7710098916
"Specc1l",7875.10079278551,7676.29076167829,6459.10106500648,6313.59381210444
"Ppp1r37",10597.5,NA,NA,11573.2
"Atp9a",22720.7751655835,20218.4937628947,20284.1390145866,22859.3522992736
"Camk2a",35380.7402940343,37061.4042178746,29297.5657375372,45427.8801161788
"Sf3b6",26840.1972304865,21752.0164522513,21716.3940635318,17919.0269762367
"Txndc17",5664.31,6968.75,NA,4543.82
"Akt3",36264.7078019193,34455.2689652038,39784.9114019589,47547.2604484866
"Sri",24084.4384504927,20302.8079762868,30384.3166806557,23072.6070035276
"Unc119",16484.5756412249,11226.5428135947,11202.6965612312,12381.9563058585
"Ndufs6",NA,11617.9,15530.7,11814.4
"Pgk1",44179.3421507737,29455.7497646505,29854.1525913199,25703.3406149471
"Trim46",11078.7158367878,11402.2383482763,9762.93126672358,12262.4760532185
"Hnrnpll",20029.494510161,22010.0210764346,20342.9281514532,23361.5376179782
"Psme3",57048.2156860457,75324.2274573908,66842.9618269249,61607.675507793
"Ctnna1;Ctnna2",29373.6460964818,26537.7552748726,32484.9594721624,32917.7586041697
"Crmp1;Dpysl2;Dpysl3",980194.822766826,1121055.38576293,944543.721644266,1067209.82399041
"Eif5a;Eif5a2",252249.529068029,274323.472770916,279154.872753997,233977.639652165
"Ncor2",23586.1,19522.3,NA,NA
"Stx17",10876.8,NA,NA,NA
"Cpd",15063.5,10661.7,8180.88,9240.05
"Eif2s3x",11261.6999999111,16357.9295079399,12945.1795487854,10391.9999999179
"Dpysl2;Dpysl3",620994.463542136,463534.793820032,620205.304111642,666997.446104574
"Ehd3",79441.3332102471,79699.8867445263,77019.1815236564,77529.929616736
"Phb2",11059.2527809963,7658.86908715374,9119.04691319762,8216.86256151788
"Ppp1cb",NA,13808.1,14813.6,16053.7
"Tomm20",153574.371090711,191183.604008669,128308.670921439,151611.835684766
"Abhd10",15922.4,13506.7,16051.8,16030
"Ccar1",79395.7452553263,81752.3543874784,79906.4435817588,78584.2784452658
"Stambp",35999.0999996744,33669.0786024504,37864.2777502031,39880.3053505457
"Paxip1",10797.1194805614,8878.65968664318,6136.08132036898,6980.15821774784
"Cutc",31472.5833778758,29363.6927950051,25070.0375364343,30545.6566882022
"Vamp7",34687.1178008596,35308.863415027,38697.6106392162,42569.046021795
"Hpcal1",53192.7901942576,58313.5872531458,64501.974176985,60450.0341412644
"Vps4a",15118.0153654819,16227.3716163673,16500.5675782898,18931.1261149181
"Krt73",95465.1771082096,78960.8407186809,118360.18881303,46915.1291850652
"Prkca;Prkcb",18956.8470878438,28458.6509482712,24316.3894888648,26519.6630286644
"Smap1",290372.267970643,316300.587689974,346762.67233464,326508.328648856
"Hnrnpc;Ralyl",16621.6,27929.9,NA,18788.9
"Smap",61197.4616009435,116072.477978983,117556.685337538,89206.0858811237
"Krt2;Krt5;Krt6a;Krt73;Krt76;Nefh",560737.05616447,1564183.36557213,2994772.29095018,2705487.00539145
"Prph;Vim",3768930.50384424,3852657.20416666,4011336.07722329,3290463.29717142
"Ina;Nefl;Nefm",310307.141979937,1633796.43270123,2247998.81668969,1980423.06072625
"Amph;Bin1",117775.091458029,165337.15962226,176223.780083834,196068.682644891
"Slc19a2",13957.6,NA,11855.4,10977.5
"Rps20",1512091.35332167,1248079.48748855,1520146.4289859,1233407.62288835
"Rpl19",388300.147566316,305383.455106084,334755.717961214,300223.282231118
"Pebp1",833960.931754281,871760.970074392,904306.200273766,785055.531445655
"Krt10;Krt42",222393,191647,99846.2,127531
"Lama4",38831.6,89239.5,39922.7,36048.5
"Rragb",69789.4351465047,61646.4684989876,69164.5412735738,58515.6993985638
"Pfdn1",15710.9232219262,19756.7867117526,17680.9345173919,19360.7442558415
"Uckl1",6682.93,6305.03999999999,6407.75,4830.85
"Znf346",31788.2,21519.8,29888.4,30486.8
"Arglu1",51969.8825536947,46409.1997290407,50454.0255664526,42672.9728809992
"Flad1",10686.3750659289,8334.9159806212,10926.8593912794,11252.5598675894
"Ppp2r1a",13112.3868650652,16564.1747189729,15331.9494988818,14640.7284883039
"Ankrd13d",14754.1380530348,15187.0068648784,16147.3046207182,14298.2693726986
"Wdr81",11607.2,8005,11043.5,5681.97
"Auh",9731.43000000001,11563.5,8425.82,10435.5
"Krt5;Krt6a;Krt76",34486.8,27701.6,40186.2,19247.6
"Ndufa4",42531,46725.9,44365.5,39875.5
"Luc7l3",8167.04,NA,NA,NA
"Msh6",6019.38,NA,NA,NA
"Pes1",NA,7132.27000000001,NA,8209.76999999999
"Acsl6",13623,8841.59,14267.4,NA
"Sh3pxd2a",5762.76,7022.58999999999,8533.85,7993.84
"Lmnb2",5438.9,4195.33,4022.76,5278.4
"Psma2",3692.17,NA,NA,NA
"Eef1b",1382807.58159388,1481230.46759107,1517479.69852244,1458420.16635112
"Sh3glb2",93881.6849058691,82496.8202527851,86558.6138216361,95644.2207468052
"Krt17;Krt19",838030,676684,406427,183819
"Numa1",10846.8,6809.19,11519.4,8055.33999999999
"Cars1",13893.5,12198.1,11982.9,11906.9
"Eepd1",13759.2823561174,14668.3286834332,14705.1805646807,16758.8779715132
"Zswim8",6508.22,8824.79,6660.95,6713.96
"Trim13",8904.83,10109.6,6950.31,10119
"Pik3cd",5094.46,7115.58,7492.58,6737.46
"Chchd2",13257.5,8466.51,15792.5,13495.3
"Clasp1;Clasp2",46481.0944324094,40236.0517395654,44219.9358508938,32689.4675625405
"Surf4",71115.432303226,59975.4766421107,57102.7998763407,59827.9485707716
"Bcat2",NA,9210.4686367546,10036.324955603,9503.77218954615
"Rufy1",9477.08302834801,10191.4267745956,8131.47288489186,4935.89301812544
"Rbms1;Rbms2;Rbms3",89617.2,90909.9,96950.1,70838.1
"Zmym3",NA,6188.78,6886.1,8358.27
"Ppp2r2a",10783.0128073869,10399.3917059025,11325.3219189946,10273.9321995027
"Kcnt1",9447.40000000001,8009.44,4289.69,6593.15
"Ldb1;Ldb2",8386.4,7512.25,6395.19,5696.52
"Cstf2",10542.5,8266.04,12218.3,15110.8
"Ppp1r9b",8679.25710322246,6609.7905321357,7689.18776510801,6825.60639357622
"Denr",28409.0154094757,27293.8598736636,27906.9563167186,25491.5465715939
"Dhrs13",6446.97,6776.9,8216.6,9173.50999999999
"Polr2b",7685.51999999999,7931.86000000001,NA,NA
"Cdc26",10163.8,13244.8,11444.1,9049.39000000001
"Prpf4b",9062.68000000001,9769.56999999999,10319.4,9361.45
"Ndufs7",309453.224605908,261439.323248591,268829.226715143,245117.999237984
"Setd1a",19236.6484102833,11824.6795215337,13725.194425169,12557.1942051883
"Fam219a",27905.9,24698.2,23327.6,24176.5
"Anapc4",15771.1627574179,12638.7790400917,13474.809257385,17230.2131296906
"Flii",12696.1,13770.3,12171.6,10103.9
"Sipa1",9890.54999999999,10205.5,NA,NA
"Nup54",17709.0582392358,13218.20282801,16213.8651617545,16445.7902814076
"Atp6v1e1",17095.9525182403,15377.9679958931,13770.8068408672,14205.9479872918
"Dnm1;Dnm3",53784.2301526616,56101.190297561,51148.0146221244,57572.5619612741
"Prmt9",18804.0999998422,17073.7323817511,14797.3283950677,17400.5796504774
"Ripor1",NA,8303.17,NA,NA
"Myh10;Myh9",95265.7669572446,124091.630401635,138237.075041836,143113.84759447
"Eif2d",9372.58,NA,6739.97,9512.99
"Ndrg2",24985.9405066305,25852.1520837764,24150.1379317959,25366.442771654
"Txndc9",13211.5349906814,21399.130699027,18563.7090120799,20364.2154240354
"Tbcel",55157.1017072756,50747.8826810804,56026.5364848335,49159.4208482791
"Dclk1;Dclk2",43357.8,41407.1,NA,43517.4
"Inpp1",32172.3775088972,33911.7871837055,32013.6461264974,32557.2829380183
"Amer3",7164.53,7331.07,NA,9274.02000000001
"Usp4",7570.24,8499.92,8635.95000000001,8270.42
"Commd2",52981.9775620599,51557.5031591857,48453.091325625,43230.4099842349
"D17h6s53e",17307.3,16018.7,13104.3,16664.4
"Stmn1;Stmn2;Stmn3",716067,819590,NA,860421.999999999
"Gbe1",12822.4999998936,11175.8999999073,14823.299999877,18799.699999844
"Carmil3",9542.67,7696.26,7900.17,7383.26
"Gsto1",NA,17722,24192.5,23268
"Cers1",8527.95999999999,9596.6,9966.56000000001,10456.5
"Psmd5",12471.1,NA,NA,NA
"Gng12",51242.4,117098,113476,88326.1999999999
"Rpl36a",15155.5,14189,12984.8,10971.3
"Arhgap23",2878.2,NA,NA,NA
"Fmn1",NA,18164.648445787,19749.8999998751,20993.8289487579
"Cog3",33946.8151026886,31424.7284559348,34129.7576725212,35527.2931076867
"Map2k1",19373.4094802158,21162.983922165,18124.9150318506,20558.9017441153
"Nxf1",47043.5349829549,36835.2133463498,39972.8567886365,32576.9865952335
"Tpt1",9373.84,13733.4,14226.6,8663.51
"Hdgfl2",9452.07,9606.83000000001,10237.3,12026.4
"Trappc9",18514.6485180875,19496.9287786937,19723.6276769982,19156.2464443887
"Get3",25933.6725566014,21387.2164498653,21527.0640425117,22407.883464356
"Uchl1",185823.056678214,221459.261648577,225436.979556341,195265.703536461
"Ano10",13429.6,14832.8,10600.8,12181.4
"Tet1",NA,103924,88853.0000000001,76011
"Krt6a",58284.3159710072,22315.0999997954,11235.9917290906,23946.6880112962
"Nicn1",9012.85182125788,8914.12434808427,10682.5968111904,9951.15887074862
"Cdk16",12655.3594418236,11171.098886686,12819.6903609733,12538.8102724326
"Mycbp",36931.8441702327,34708.0457172458,33855.2809662952,28467.6160473627
"Mafk",54954.7549441732,45782.682964584,57685.6921448593,48011.2390492556
"Baz2b",NA,42290.7,NA,NA
"Cnp",NA,11235.4443463207,10314.223819027,7134.91394282294
"Dicer1",11918.4,10551.4,12011,10519
"Ppfia2",74902.6,78189.2000000001,70987.7999999999,62476.1
"Dr1",19148.5,23888.9,25450.1,24601.4
"Stx18",29553.838185558,38043.6128362043,38349.9869868434,39113.3394800514
"Wrap53",23544.9,16328.7,15200.7,11340.3
"Bola1",NA,8993.57,8922.84,10396.3
"Ubfd1",14272.3955297389,14070.8603116846,15906.0281585224,15829.1062124194
"Chka",19921.8,20534.8,19348.3,18497.9
"Fam107b",36058.2847382623,30021.3206162497,35696.7561951778,31396.4203425073
"Spock2",9715.13,8473.7,10299.2,NA
"Arfip2",374205.046104045,363927.242197337,409253.510939464,273164.405079054
"Cwc25",NA,7265.49,8591.6,9339.44
"Trappc6b",18635.499999843,13650.299999885,18265.8796064147,15026.9237490749
"Ppcs",12816.6,NA,NA,11391.3
"Ccdc186",15577.5085351121,16474.499999866,12138.7328880011,14932.1137874032
"Ccnt2",20386.8008871599,20245.299999828,16144.5636721602,20720.0999998239
"Trpv2",16133.1303193456,16395.8831605999,16289.3862825142,19827.7854570489
"Hmgcs1;Hmgcs2",24482.4,32343.8,35335.8,33724
"Anapc2",NA,NA,27225.5,30274.2
"Fmr1",32452.2,24130.9,NA,NA
"Cetn4",8765.82000000001,6583.97,6426.82,5480.48
"Smg7",4646,NA,3981.98,NA
"Mark1;Mark2",23191.7,26172.6,28986.9,18969.1
"Nudt21",90044.1021470101,105149.253262866,115721.472567754,112982.380818467
"Rims3",29990.7933013888,31587.5027846077,28771.9270675309,36242.0052350644
"Snx17",20774.3286483163,16005.5351594608,19833.0255780113,19314.1058519058
"Csnk1g2;Csnk1g3",NA,6799.09,NA,8083.81000000001
"Uck1",8554.51,9370.65,NA,NA
"Lbr",11750.8578203733,11054.5027694038,12371.7318340421,8757.72563297929
"Ptk2b",15652.7526357597,17256.7987793614,16464.9525408229,19869.8417561391
"Coq3",7033.26,7634.67999999999,8145.72,8530.71
"Ubxn7",13893.6147935354,7070.35280154295,NA,NA
"Gpr89",68764.3961349309,86856.9572367185,84768.4494941102,98427.2994657212
"Rab3c",61298.1973292136,56259.1257504749,67562.999247282,66236.5932524411
"Rhbdd2",27059.2,24363.4,21463.2,20869.5
"Cav2",15213.9635120142,19045.778784606,19405.6704382245,13609.4304905565
"Itgb6",66171.3,60343.7,71116.2,45333
"Mapk8ip3;Spag9",200765.532256271,241235.916049699,231317.82252006,199627.093372685
"Wbp4",16943.1132957578,12043.1284695039,10700.6903109077,10475.9069312919
"Pex11b",39292.3641751353,29829.6078865178,34877.7757361509,34483.7470766566
"Rer1",520707.687424177,557585.830616789,535817.818339292,458641.49032453
"Trim3",15718.9624572665,15153.0109787158,9923.42755010293,15282.5462008951
"Lrch1",17954.6191001066,24537.0999997898,19842.6901189212,22018.755392157
"Acat1",18842.7378366339,NA,17643.2802458428,NA
"Cyfip1;Cyfip2",9772.33999999999,6443.25,7401.88,8994.86
"Mtx2",22963.550518404,31500.4182034055,28513.0632291414,27598.6590984175
"Hspg2",16000.9590602148,12700.7999998929,13986.5613244823,21154.6999998216
"Inpp5f",19060.2354025566,13856.2791899326,14985.8412345165,16932.2586605223
"Asph",6164.57,5384.13,5559.33,6227.93
"Fen1",NA,17873.5,13236.9,15743.4
"Hectd1",NA,10485.4,11762.8,13714.5
"Trappc3",7638.80999999999,NA,NA,8140.99
"Srsf6",46537.325379045,59710.1874662577,46913.5840687776,38162.8273043068
"Cab39",18025.8402257473,24975.8663054231,29888.3998381774,28488.49246989
"Polr3b",NA,NA,32675.9,NA
"Plp1",24093.3477543384,19827.7854742129,18015.960503723,20172.4519366384
"Suclg1",8513.17,14815.9,9002.46,10980.2
"Dock11;Dock9",51450.4,58309.1,49544.2,51082.7
"Itpkc",18339.4911754371,9632.29156615125,11750.1431532907,13997.8635163894
"Prep",NA,12683.1352586381,11706.0270656168,11248.9840178512
"Rpl10;Rpl10l",29160.4439310294,28958.3097370898,30480.2824398393,36677.3141735273
"Gramd1a",19281.096552112,17470.3906080575,15816.0179670547,15933.3800341302
"Vtn",10762.1,12444.2,12063.3,7829.92
"Mlh1",12670.8405448606,13983.1505111875,11888.6239420288,NA
"S100a16",9567.66000000001,13578.8,NA,7598.51
"Dennd3",26873.4,26899.9,24942.5,19584.5
"Gramd1a;Gramd1b",47441.2,48155.3,40738.3,46501.3
"Slc4a4",17968.8953062903,21566.9921408453,17891.2279402818,25824.5104752737
"Txnl4b",15838.1,10469.2,NA,NA
"Sgsm1",21702.6362275895,19231.190685293,16075.7218628067,21588.7247855226
"Phaf1",55897.2203486422,55750.4627450102,54066.389742972,63058.5236689992
"Itpk1",15480.3,18117.4,19097.2,20043.8
"Ube2n",5968.72,6606.53,6112.18,5466.6
"Cabp1",NA,NA,NA,11312.6
"Spry3",5819.4,5985.47,3954.69,5648.76
"Aldh2",NA,12441.8,15539.7,10801.9
"Fbxo30",9184.98788349711,10213.0138675183,11003.2323808591,8134.4881632147
"Grhpr",8483.28000000001,5873.19,10306.9,8040.59000000001
"Tbc1d22a",61688.3802740028,64839.8379753435,69336.3528324454,63616.0666058785
"Elmo1",6383.39,4991.35,4170.66,NA
"Nf1",5964.35999995502,8136.04725797408,6157.6588774312,7722.13943031889
"Pctp",32343.4,26181,NA,23517.3
"Ap3b1",4682.9,3800.9,4278.14,4091.09
"Ube2v1;Ube2v2",274454.698542102,265495.366095874,279386.89418673,263620.69957114
"Lmna;Lmnb1;Lmnb2",NA,33294.6,44719.2,28428.4
"Coil",20373.4640575062,17107.4087612847,19626.4209024805,23388.7679043002
"Ctnna1",8552.11,NA,5281.22,NA
"Rps16",21677.1,16206.8,13445,17257.5
"Ankrd46",36126.8,64372.9,77866.4000000001,57778.4
"Tecr",170403.980186094,201179.531353004,170743.999998228,192478.295248021
"Atp6v0d1",13437.6401744666,12549.106329443,14952.5948244267,15855.0676684626
"Cmip",11235.4754366837,9740.63209646756,10636.4568218995,7714.20365943278
"Ndufa13",21729.3,NA,NA,NA
"Acsl3",5654.74,5484.69,5038.31,5579.05
"Casp1",7377.99000000001,6076.61,7706.8,5225.14
"Dzank1",30757.1797014889,32747.7506255901,31462.6400571324,31248.455579965
"Rab15;Rab1A;Rab1b",252412,222061,217090,208440
"Gnai2;Gnal;Gnao1",72043.2,66299.3,90489.8,69094.1
"Gna11;Gnaq",24948.7837684452,24314.0275045107,25487.7042949593,25032.3475669339
"Stard3nl",77801.1353413234,37650.3525731568,50281.3013840116,51837.2101423913
"Ctnnb1",18192.7999998497,13363.0999998896,15073.2999998755,14843.8999998774
"Tmem184c",12328.5,11063.6,9266.00999999999,11564.7
"Avl9",15231.8,8603.37000000001,10639.2,13197.8
"Tnrc6a",18842.781275224,18539.769303111,17214.1769556786,26364.0932986592
"Flvcr1",7662.11859308908,19303.8117577527,8198.01536477682,14857.0743650102
"Sbf1",7507.58,8980.28,9895.69,6468.66
"Calb1;Calb2",15000.6,14531.8,14985,12944.2
"Ncoa2",15109.7,14898.6,NA,15318
"Als2",21018.2,26739.8,NA,29255.5
"Smurf1",28257.6,28149.6,41080.6,NA
"Crebrf",65938.7,46816.3,41366.2,19992.4
"Atg2a",8842.49111627806,9068.21463173377,7631.01813663175,8517.60393509457
"Exoc1",36526.2889789347,33473.3434276146,26848.9975676158,31117.3373432638
"Eif3m",65902.329452138,74192.6163046869,70972.6095369503,77513.2976851406
"Eml2",85206.8196128235,109384.192673985,111386.07235181,105624.253604068
"Mtor",3803,6589.28,5711.01,5635.63
"Armc8",5973.47,4614.69,NA,NA
"Tgfb1i1",16354.2,14876.1,13720.6,15686.3
"S100a6",206235.210469026,242110.515293427,254135.503653156,216001.403661333
"Acot7",17330,18110.5,19546.9,19759.6
"Kcnb1",17248.6483333448,18388.9244935418,18557.1529724506,20082.0331759145
"Hspa4;Hspa4l",5852.79,8534.56,11083.6,8727.49000000001
"Deptor",18755.3571704746,20254.3251711157,16681.4722114724,20195.6397592921
"Snn",10751.2,12866,10939.9,NA
"Dsp",23229.9,NA,NA,NA
"Slain2",19476.3162049201,20902.9002437482,17291.7688446501,27612.3271875534
