"","V_m_T1_Slot2-9_1_3817","V_m_T2_Slot2-10_1_3814","V_m_T3_Slot2-11_1_3810","V_f_T_Slot2-12_1_3819"
"Rps14",61063.823022747,57932.5614231037,64159.397616134,68996.6426179565
"Psmc5",23198.4681086279,24755.8022373806,22531.6225760216,23305.4757495283
"Eif2b2",NA,11596.4688637807,NA,15409.0953879714
"Ndufb3",16562.9,15897.3,NA,15641.5
"Tmem45b",26313.5,24178.3,28999.4,25622.2
"Nopchap1",14442.1,NA,NA,NA
"Casp6",6017.93,5913.04,5777.18,7738.35999999999
"Acp1",54043.5332374981,62826.1628296378,49720.1435570339,47312.4091768191
"Txnrd1",43587.6297114949,41705.4825112566,40302.0077149452,42961.6242953532
"Acadvl",NA,22382.1275390942,NA,25756.4104856443
"Homer1",9492.26999999999,11635.7,8012.21,11241.5
"Mtmr2",24530.162373244,28592.4055607939,26070.3686957904,25710.8837040184
"Fth1",16748.5578439811,21066.1135519088,11934.6999999017,24214.7115397202
"Dmd",7849.36,12419.8,NA,6326.35
"Crmp1;Dpysl3",92624.2,NA,91729.8999999999,94747.6
"Dazap1",13375.6041783726,15378.2336648154,8461.40564192586,14163.9228660715
"Syt2",26783.8315127373,26427.0686415391,23620.3728875918,29817.2467319412
"Gab1",21954.449686312,20406.1473254888,24279.7523711615,20732.2257615991
"Gnao1",33012.1999997068,25075.3555604726,31403.7921818075,29843.0999997349
"Araf;Braf;Raf1",66104.9,NA,85303.1999999999,69797.8
"Cyb5r3",28566.2498838423,27169.9310862033,22784.972997843,31029.3574794313
"Eef1a1;Eef1a2",1376005.2851247,1406159.84743828,1227750.30733685,1243916.16337807
"Rpl12",9380.95234784595,8399.5928757097,15284.1212391853,14553.7625588448
"Magoh",57824.0349824064,60876.5923286903,51415.4194561147,58809.392150028
"Rps4x",17806.1161127432,16105.4999998671,14600.8566570547,15394.7783140564
"Lama2",28716.3303232181,23252.831447741,NA,30438.6878345154
"Psmd4",47001.3358426681,50137.690548955,39552.0424029316,48769.5340232121
"Ppa2",26518.464674073,17631.8487004329,26180.7350893099,21359.4786498047
"Rabl2",23473.4999997954,38497.4999996643,39925.7999996517,27417.799999761
"Hint1",247761,244600,NA,222793
"Ak1",13072.5,NA,9358.32999999999,13812.4
"Cavin1",8520.85000000001,9110.83000000001,NA,10016.6
"Hspa5;Hspa8",236555.447435976,223336.929973213,219173.731495054,260693.763436192
"Ehd1",63181.645200758,73234.3039738972,68512.1303967867,57924.7048981871
"Gnpda1",31775.1653207138,24257.3398800203,39018.0240332255,30753.735782307
"Spg21",12817.3075776188,12940.1135369909,16226.2497933753,15308.6236263192
"Rab33b",38220.4654903162,NA,61350.8093347393,NA
"Pafah1b2",NA,8340.79,10103.1,5800.59
"Atp8a1",15922.6390480951,17971.7180778408,17576.0274188235,24977.9248369619
"Rplp2",91004.1512421954,90350.5932239868,95434.2352631882,104453.647773264
"Il6st",7876.71999999999,6936.83000000001,NA,NA
"Tom1",44627.4506562517,49115.8126543142,38485.7601371392,45055.6530234744
"Tpgs2",93238.0680505947,93767.3958666759,89302.5928554228,61815.8697030061
"Endod1",22438.3941808201,21403.1414584685,26311.8299462696,18239.6262712045
"Nedd4",26244.5094865909,28393.378036787,26201.4355821201,23668.6191561665
"Ift22",46004.2,NA,40572.5,38878.4
"Capns1",44283.636176918,46215.9499945819,35073.3282270203,43260.49172198
"Scn4b",17707.2,19519.5,22265.3,19397.4
"Prkcsh",NA,10651.8,12751.2,13014.2
"Pik3c2a",14472.1,10988.1,NA,13895.4
"Arl3",31737.4291847971,32525.438207484,33372.2940785487,29996.2597033843
"Tbc1d13",11477.6,8989.55,10590.4,6263.37
"Arf4;Arf5",180175,176466,170853,168936
"Cog3",23779.8580081998,21569.0404228668,25520.0029445998,31884.9201849375
"Rictor",30281.2108835664,30457.9748748637,29794.9867531279,28066.9154178613
"Pttg1ip",16531.1,15309.4,17750.8,23877.9
"Dus2",9813.04833784082,6293.64999996562,8144.25683160469,NA
"Phgdh",11191.208119616,12229.644618791,9553.26999992433,17194.5999998638
"Emc2",17195.9,14313.5,13742.2,14699.4
"Elp4",37457.707704475,38105.2156982046,44390.3674462229,34387.9592919343
"Iws1",4961.12,4550.5,4865.47,5586
"Card10",32615,NA,NA,NA
"Epm2aip1",27735.6728393218,27241.7072623671,19978.6609050308,27524.6983899683
"Rpl18",41195.0274601572,39497.2671904434,47309.2312800252,39654.548626164
"Ppp1r12a",28334.6271518652,22569.5209340027,30110.4964262056,25895.6590687997
"Elavl2",184061.327700038,190126.999998015,187358.759749227,210386.214345512
"Elavl4",395264.692654257,477310.767158143,350486.020541914,463510.128427271
"Htt",18540.259467516,23372.2427448634,20083.8453175474,20631.1932661331
"Prpf31",19456.4291973724,26135.7459723997,23508.5030245023,27393.2055469638
"Capn2",9868.75707633082,10414.8877443632,11805.6837251013,11557.8474944317
"Prkab2",40957.8999996273,43079.0999996079,37047.4999996628,36984.3999996633
"Ube2v2",NA,NA,NA,14757.4
"Trmt112",10158.6,NA,NA,NA
"Strepta",5603563.32699851,5293958.74001177,6174627.88593211,5877754.95749112
"Sh3gl1;Sh3gl2",85414.9205976174,NA,79520.1155339683,80751.0959704113
"Lsm4",29195.2,NA,33691.6,35142.1
"Atm",12927.4,NA,8244.75000000001,NA
"Rps18",15955.5021033244,16364.257736614,20651.487515809,21271.5261915084
"Mtrf1",21666.8,18299.8,NA,20013.7
"Spag17",69176.1,61036.3,50850.3,64128
"Pag1",18657.1,15607.6,NA,16678.4
"Abcf2",54440.4065956045,48261.443447703,53557.5605765429,52432.9098097783
"Kiaa0100",17230.476727379,20193.2630257552,21626.4621940139,23654.5999997997
"Map1lc3a;Map1lc3b",22962,25946.1,23665.3,31988
"Stoml3",26573.3,NA,40748.2,NA
"Arf4",24334.9106991941,16969.1838125125,21153.2611714149,17867.6521679574
"Uba5",41997.3336200311,45630.4607285278,49844.394558163,41646.9118391583
"Atp2b1",37833.8999996588,41663.4999996242,36285.6999996728,41689.799999624
"Rab15",168218,NA,167359,NA
"Pgk1",53570.4153026505,45800.373373873,53297.7082965196,64637.3251927778
"Tpm4",10424.7,NA,18945.5,NA
"Pom121",22817.5292511511,22387.6755052141,18780.5936548879,20118.7213643331
"Clec16a",15851.1,14805.7,NA,16072.4
"Tpm1",39691.6794750163,35581.6572398941,32307.7699224437,42712.7056837441
"Borcs5",28324.4459906779,22534.899999802,25911.6999997723,23328.6788312068
"Bicd1",14690.2757689406,14352.2131523674,31833.4840515436,17661.4750975468
"Fubp1;Khsrp",45434.1,50483.7,49358.7,48330.6
"Elmo1;Elmo2",12895.9,21041.2,16847.4,16877.4
"Fn3krp",10395.6,NA,NA,NA
"Otub1",19205.0326004273,21258.1464766189,25393.4498232451,21185.1420821938
"Ap3m1;Ap3m2",8464.96999999999,NA,NA,NA
"Clcn6",6836.35,NA,9012.04,NA
"Znf638",21708.944276948,24911.4342807074,26602.8252802004,28073.2714789439
"Uhrf1bp1l",12862.9171244959,19296.0704252435,14856.8152161145,19260.2539728998
"Impact",102793.170846824,111613.663090522,78930.9825747166,89187.530354413
"Spats2l",12657.4,11992.6,12483.8,11474.5
"Abraxas2",13022.0379912315,15143.1354864478,17777.2524877839,15631.8776833689
"Rpl23",11650.2,12110.1,NA,14550.3
"Fbn1",13382.6999998911,12856.7580615527,13461.828212749,14270.3145186796
"Lgals8",25433.0878822178,23605.5486509142,22133.7999998101,25521.8313260971
"Trmt1l",5597.15961695621,3952.34009293184,11377.2257004747,6744.39875430919
"Atp9a",27604.2227982738,21963.325900031,21613.7285957043,21833.529964158
"Sf3b6",13394.4,11658.5,17093.7,11759.5
"Txndc17",6248.14,NA,5829.46,NA
"Bcl10",60719.8,NA,NA,NA
"Akt3",47916.8603466327,41108.7095764264,55194.9510465272,47670.5669989489
"Rps6ka2;Tlk1;Tlk2",31433,28165.1,36304.5,22840.6
"Amn1",65084.729763727,73508.6055555902,59864.2694990712,61651.6027396481
"Rnf220",17416.3,14204,NA,11097.6
"Snx13",14040.8289554468,12823.4357874258,11230.5513350562,12384.4603485992
"Filip1",NA,NA,26890.6,NA
"Trim46",13492.2489632008,12369.9059831207,16389.1999998631,17662.900814073
"Psme3",72985.3333889123,77107.9004160422,78853.6816607582,77589.2674013887
"Rpl22",29303.8,25434.8,24730,NA
"Got1",13216.6521043924,13732.331763884,11379.6720681445,12090.0095462592
"Ctnna1;Ctnna2",27681.646924953,32068.7210801563,30411.6240537212,23685.9625327484
"Gclm",55625.1374179548,50966.9337344364,60916.2327492539,45630.652731177
"Crmp1;Dpysl2;Dpysl3",1460322.80856899,1344207.5565577,1438401.36533928,1402774.45768329
"Prkar2a",35550.0490892801,33744.3886808663,31408.1620926983,32328.8999085916
"Pmvk",7090.31,6242.37,4445.84,7006.15
"Eif5a;Eif5a2",185940.529316852,191135.018077614,175730.999998191,158067.238309867
"Cpd",9854.01999999999,8495.22999999999,11801.6,13585.5
"Eif2s3x;Eif2s3y",13608.8,14368.8,19326.5,16017.9
"Ikbkg",15875.9,NA,20339.8,12710.1
"Dpysl2;Dpysl3",655936.83415384,600459.655921296,622051.223795284,745282.189455888
"Slc25a12",11361.0001419858,14340.5590741381,12781.2450798956,16903.5442436686
"Tomm20",134050.903394688,122719.201801931,130046.805975459,70882.1026372989
"Abhd10",16889.5,17160.2,16706.7,15002.2
"Ccar1",22818.7614753014,20144.0935044401,25063.1163335201,26952.1926571357
"Stambp",28289.0846089667,25673.4077075831,24115.3531534364,31027.8309884822
"Paxip1",19605.1427127663,24167.9035102472,22411.9802487,23210.136687366
"Rab28",18191.4954302703,18080.8692358863,14459.817178791,16302.3440854594
"Cutc",20112.5718429096,19671.4825232718,13650.5176257801,26934.2481098883
"Vamp7",28268.509515956,26777.6048068255,42527.7957299103,31256.5081117609
"Hpcal1",60384.0056155015,53033.9011981343,58447.3345129664,56869.7719288539
"Ppp1ca;Ppp1cc",37283.4351534885,42401.3999996145,30870.5218491541,36677.0831312946
"Vps4a",15582.6,16974.2,18193,16370.6
"Ablim3",5463.79,5077.29,NA,NA
"Puf60",33803.8084868996,38407.9641328121,45780.8265189051,39201.3390941878
"Eef1g",50549.7060425931,55593.1523775706,58098.7481474618,55006.22402816
"Cplx1",316875.248846278,474333.017118651,127652.584267234,177284.515076056
"Krt73",72428.0777439378,76400.1341220903,45888.4409174375,173572.550717828
"Prkca;Prkcb",17328.6614614754,21357.1833816646,13854.559903936,13419.0999998904
"Smap1",405488.99999551,390331.370707423,414126.809684824,386873.703152753
"Smap",74684.799999269,105283.094463396,80513.562048965,87400.3500980928
"Krt2;Krt5;Krt73;Krt76;Nefh",188283.029575634,298185.996820385,36353.4524065403,NA
"Prph;Vim",3273778.49102898,3575321.45075227,3324815.47661222,2826281.02260146
"Ina;Nefl;Nefm",1957719.64244099,1943535.72738207,768478.790441681,980961.999988568
"Amph;Bin1",165087.524150691,178699.367573044,98265.8627495947,102517.711148872
"Hspd1",14858.5193825213,20258.9740577444,24426.3837586485,15976.9137610725
"Slc19a2",17290.8,5858.65,10376.7,16742.5
"Rps20",1706966.81532399,1873582.43668144,1616699.33474929,1756369.37105818
"Rpl19",363973.813559869,371363.993655506,349851.739462191,386062.633434613
"Pebp1",797279.421115336,829282.495359816,680104.833191833,971212.050232784
"Ppp1r2",888280.100199554,1078633.10978309,831384.429838826,1056886.6524138
"Krt10;Krt16;Krt42",210550,NA,206815,112993
"Cog5",17775.7882914895,18473.3999998421,24483.4938603684,22212.3668604689
"Vac14",NA,13651.1655025468,NA,9316.45661318056
"Rragb",58399.2953645474,54374.1654662053,47816.2032472286,60014.4281771404
"Rbm10",29048.7366994423,27930.9063278626,26875.7598858685,29217.1789668553
"Cdk14;Cdk16;Cdk9",NA,NA,41632.6,46542.7
"Pfdn1",18473.2,14727.6,13850.9,19070.7
"Plekhm2",18246.4,12507.1,15027.6,12278.8
"Znf346",24962.8,20889.5,20199,24829.5
"Nav1",19400.2306369529,23020.3516610439,20234.7328244432,19739.9585106065
"Ankrd13d",9937.45014704556,16494.4748785097,13770.5015564772,14799.2751075345
"Tdrd7",8548.7,8189.95,9626.96,5891.17
"Sgsm3",23290.6766652101,19076.2406823229,30752.4744249443,36925.6532645542
"Stx1b",15067.2,10443.1,14672.1,14856.1
"Auh",14372.7,6373.43,10583.5,NA
"Krt5;Krt6a;Krt76",23114.8,23048.6,27637.6,63094.6
"Ndufa4",35873.5,NA,26251.2,32038.1
"Crocc",11683.1,16151.2,NA,17664.3
"Lmnb2",NA,3902.98,3959.16,NA
"Psma2",3091.23,2472.38,NA,4106.03
"Eef1b",1510992.47333835,1696425.30103804,1312675.35092517,1572576.38972671
"Sh3glb2",58528.3016355175,61104.6253123886,55759.5287786394,62380.891525474
"Dpp3",13760.3,NA,13460.8,11075
"Krt17",213191,339388,267956,252809
"Cars1",13363.5,9484.51,NA,16924.8
"Fam83h",14447.6694600447,11949.946293958,12682.6447631854,14567.015489786
"Eif2ak2",29382.8,29241.5,28188,25782.3
"Btf3l4",21862.6,17929.8,16487.2,22654.2
"Mapk15",64665.4,NA,94360.5999999999,NA
"Clasp1;Clasp2",26179.7901302228,29682.5394611602,30409.8859660567,32420.7811571154
"Surf4",47997.3885422117,63806.8680930902,61359.8298263133,68475.5490620826
"Rufy1",5439.86999996005,7938.0981722367,9632.82999152971,7115.69924316873
"Rbms1;Rbms2;Rbms3",65386.3,43250.6,62813.5999999999,70094.3
"Kiaa0513",17250.099999859,13467.608764204,14657.7999998802,14939.0530701687
"Zmym3",NA,5802.87,5138.73,4671.79
"Ppp2r2a",15851.2272503802,16308.539776354,NA,11815.7999999281
"Kcnt1",NA,NA,12917.5,10734.7
"Ldb1;Ldb2",5094.23,NA,NA,NA
"Cstf2",10081.2,9584.86000000001,6345.79,13955.1
"Ppp1r9b",4864.88999997259,9509.13999994644,NA,6661.96999996249
"Denr",37535.2288296916,28926.1051353018,25774.7248638066,31977.5164772255
"Dhrs13",5684.2,NA,8152.54,8587.26999999999
"Prpf4b",9804.56805497717,12987.3965421961,14653.0302775027,11848.4878121325
"Ndufs7",363062.188122541,334373.284525598,340831.615159302,267337.964338563
"Rptor",20191.071873683,15387.3903444655,13854.4045209182,11310.9090934324
"Arhgef17",55403.3526846065,53830.0018058503,51672.8167813785,49525.2160089333
"Setd1a",14374.2980662454,13247.4180429039,14979.2999998764,14777.4999998781
"Fam219a",18471.8,NA,46231.9,NA
"Vamp4",20612.8147978437,21108.3360752303,18261.207754928,27097.1117161078
"Flii",13874.6,12490.2,NA,17674.5
"Gclc",19687.6755025754,19216.0974454705,18227.621524822,22878.9966929649
"Knl1",17910,NA,16553.4,NA
"Sipa1",10322.1,10492.5,NA,10484.6
"Nup54",20023.7087337748,19313.4333684858,17747.3005216809,21680.8410929905
"Atp6v1e1",10703.4,NA,13331.8,14962.8
"Washc4",31634.8238096728,29192.3791742957,39484.8203484758,34444.240144051
"Dnm1;Dnm3",49913.6526225794,48089.8687434082,55710.6593265144,51445.9162813087
"Nek9",27963.7827881493,22858.9981824699,35742.1438742629,36001.3647015948
"Ndrg2",28906.3394732644,30860.014815026,32818.6679073535,29640.9511161852
"Ndrg4",24627.9,25784.6,20583.7,25204
"Txndc9",14527.8,NA,18001.2,10356.9
"Tbcel",39672.4074200992,44534.9246851187,41031.1760591537,37245.6888153211
"Sybu",15399.9899390936,12849.1639105144,NA,9553.01858181153
"Usp4",20551.2333599102,18829.1800948047,22275.0031254822,18060.1191422875
"Dcun1d1",10941.6560569718,12276.4692877694,9380.44789550213,14175.3979486687
"Commd2",46440.2114400009,45171.217351824,37877.7273195757,41359.4762958508
"Stmn1;Stmn2;Stmn3",493366,NA,NA,418806
"Gbe1",18368.8,NA,22874,18422.1
"Cers1",12297.2,11461.3,21542.9,NA
"Rpl36a",14241.5,13602.2,8653.53,12310.6
"Rasgrf2",18471.9697586212,11171.8663905134,16035.7886131565,13750.1630950402
"Pdha1",34709.8917553176,35450.3159007867,34019.474067255,32636.5954993589
"Map2k1",14004.7417599042,18575.8161056939,14179.2999998848,12627.665634368
"Serpinb6",30117.6607677291,27422.1774764974,26205.7668161432,27288.1918304504
"Hdgfl2",NA,6940.49,NA,NA
"Trappc9",24861.2602155269,21564.2781003782,31286.7816059206,32057.6814107715
"Get3",20637.4415093644,17830.1526101403,17825.5869122649,21775.6576148217
"Uchl1",144894.719172003,189651.405477744,129665.945283359,126123.87097286
"Ano10",13827.5,13375.8,15865.1,11249.1
"Tet1",62099.6,NA,83864.7,89102.0000000001
"Krt6a",30489.0963951473,NA,12488.099999924,63278.568089463
"Pex1",9706.05,9149.95999999999,NA,10446.4
"Pi4k2a",43381.59891611,36402.4081190559,39405.8824078153,40037.7577394632
"Cnp",5893.10999999999,7180.16,8711.65999999999,8780.31
"Dicer1",7743.46,9837.73000000001,13275.5,NA
"Ppfia2",56035.1861830468,54886.9569909249,73052.5663488964,61409.3893621259
"Dr1",20129.1,NA,20139.2,14380.2
"Parg",18691,15517.7,16768.3,17739.2
"Stx18",34436.6513960109,36924.6569909441,30307.5999997304,33059.2588739789
"Arhgap21",93335.7730756048,99062.9596744167,112757.31083442,82608.0478324585
"Pfkfb2",47936.5099522076,42424.4201637645,44883.2706757594,46194.3198101993
"Wrap53",9233.13999999999,9435.47,20229.3,21174.3
"Chka",16259.6,17396.5,19467.1,NA
"Fam107b",25377.5691564027,26894.3502045126,24109.4417015243,24582.9381701761
"Hdac5",7345.76317640962,7339.4105756534,8268.2075396481,NA
"Arfip2",371922.592513962,361702.911823073,415830.427491183,327976.635847712
"Syvn1",18164.5,NA,NA,NA
"Tceal5",88102.8,92546.2,75997.0000000001,NA
"Hmgcs1;Hmgcs2",26276,NA,26234.7,23232.7
"Anapc2",15602,10573.3,NA,26923.4
"Fmr1",16477.6698269441,13870.8914669163,18918.6999998851,NA
"Washc1",12732.3,10461.2,NA,NA
"Gbp4",269838,NA,NA,NA
"Slmap",14985.7387863415,10496.0857363809,12487.2931209504,10266.3564577838
"Nudt21",92374.60801635,96645.233968132,81562.2949939549,84855.1769169461
"Rims3",11749.543433734,9711.33223206769,9781.74885360242,13344.9843835825
"Rrp1b",6821.22,8898.15999999999,11024,12352.5
"Rbm25",55586.2963434358,66863.9404700462,57799.1985904794,61164.400084959
"Coq3",12128.1,11349.1,8303.11,8456.06
"Atp13a1",NA,NA,29251.5,18306.5
"Gpr89",111551.866219166,104475.514818157,111878.564271329,110049.18867801
"Rab3c",49087.850684097,51742.2228429693,48947.1444537411,51583.6254582055
"Rhbdd2",13485.8,17233.6,20630,15793.3
"Cav2",10684.6862874941,8796.32949466039,12482.8906029191,NA
"Itgb6",229599,NA,NA,193302
"Mapk8ip3;Spag9",201151.053764131,256956.324790522,204583.053349641,192044.823408316
"Scn10a;Scn11a",NA,15321,NA,NA
"Stk38l",21635.4105528476,25072.5828051376,23167.2823517156,22176.9999998091
"Adnp",9523.68,7209.98,5814.81,7425.33
"Pex11b",62919.8016217538,NA,56924.553026555,55009.1637741294
"Shroom3",NA,NA,287223,NA
"Rer1",581013.466638503,404300.481591621,708649.40706355,518624.828320688
"Myef2",64571.3109648526,61965.5262975872,65391.8117610465,68549.4753559679
"Trim3",9074.09194907041,10394.232896018,8601.74999993247,11017.1999999135
"Dab2ip",32553.1237424086,30499.2828878412,36346.6808254887,32015.8276499174
"Scyl2",37791.8418335131,40011.8409052214,44337.9229703307,41337.4375233263
"Fen1",7223.16,NA,6431.59,6916.43
"Arglu1",22222.2,27453.4,22995.2,19835.3
"Cab39",99024.478251464,97866.3433965026,82681.9472499883,93500.8474052579
"Znf318",5936.65786080272,7035.32814443638,8659.24028899761,8501.86031531052
"Polr3b",21157.2,19932,12604,14235.2
"Plp1",19405.1749959077,21913.4311466302,21931.5286379515,16511.9034581213
"Suclg1",6962.21,9251.98999999999,NA,8956.61
"Dock11;Dock9",45478.5,41485.6,40476.4,58848.7
"Itpkc",10702.4,14797.2,17439.1,12844.4
"Ptgs1;Ptgs2",10476.2,7993.04,10254.7,7985.80000000001
"Lsg1",20443.8605986832,20281.0526469865,18309.7676752391,20143.662911426
"Prep",11546.8752695583,13343.9717520688,11141.9190385694,11945.2694680228
"Gsk3a",8131.11095446553,10078.582705074,12064.0956553303,9513.29819541894
"Gramd1a;Gramd1b",35525.6,NA,40481.5,NA
"Srsf4;Srsf5;Srsf6",34708.6,37390.7,39178.5,35620.8
"Sipa1l3",9565,NA,15141.9,NA
"Slc4a4",12709.9,21539.7,13705.9,12063.8
"Sgsm1",23819.2681723342,23856.8195592912,19769.4984392234,29750.4866534295
"Phaf1",95841.6303427854,88025.708414969,100341.538612931,86264.3616793133
"Prdx5",51416.4888288568,57246.7525266913,51312.2326063759,55449.1822593026
"Itpk1",18208.9,17671.1,18062.5,16467.9
"Ube2n",5684.19,6152.12,5523.54,7232.13
"Rab27b",23957.9,24261.3,NA,13518.9
"Grhpr",20314.2664818104,13926.8135463394,12871.3230862325,13942.076068684
"Tufm",21296.9,NA,21500,24528.8
"Hip1r",15552.8888449644,13637.2972265406,11337.999999908,11926.0572390094
"Psma4",40373.2970432387,37328.7948270416,49821.1756916481,37817.4072931379
"Fam102b",10321.3,NA,13775.5,NA
"Tbc1d22a",65925.8002966312,62416.7143298869,70993.7673999859,58337.4983561655
"Strip1",20366.9791192748,22678.436428253,18869.9989199153,17450.6625957439
"Elmo1",6715.81,8799.34,NA,NA
"Elmo2",11630.4302876824,10901.2690839101,14645.6520519025,20465.2776035451
"Slc16a3",6563.63,9230.95,11417.4,12998.5
"Ccdc91",NA,22042,NA,NA
"Gcc2",8774.58999999999,5785.67,NA,NA
"Ube2v1;Ube2v2",136020.138713417,180073.768004479,167463.000884677,122375.305230532
"Ftl1",17855.1583098778,17179.9691263931,20526.0088630051,17850.794160763
"Krt2;Krt5;Krt6a;Krt73;Krt76;Nefh",1867410,NA,1490660,1478330
"Lmna;Lmnb1;Lmnb2",29967.3,38788.7,27201.1,22233.9
"Nfkb1",25154.5999997818,27274.2362681942,23434.7999997967,25860.2633695106
"Coil",16484.7178285501,21215.7132658883,17759.2484650975,21337.1423477449
"Ctnna1",NA,4070.94999998106,3278.93999998474,7249.02999996629
"Rps16",4785.61,12431.8,15539.3,15554.2
"Bag2",39726.7,38937,43768.7,46234.3
"Tecr",124858.09005695,NA,153414.005396068,NA
"Snx14",6203.66,5408.48,NA,6418.59999999999
"Cmip",11818.9,NA,9469.28,13512.9
"Strc",NA,21778.4,13451.7,NA
"Dzank1",29415.3734585369,31688.1434220148,32757.323764283,32926.3438271792
"Rab15;Rab1A;Rab1b",210566,NA,186686,NA
"Rab3d",42467.8998754811,37531.4328445372,35846.7136587043,44664.3053109379
"Gnal;Gnao1",54730,51096.9,47766.2,NA
"Lig3",14156.5999998826,18362.2461647454,14234.699999882,11567.3814135158
"Ngly1",7022.3712744758,7911.56166036849,NA,NA
"Stard3nl",50160.5999995244,59619.5478940132,58201.9490993888,67638.5413958703
"Prmt8",18845.728469032,16999.3248554363,28185.5867934265,22387.8178270196
"Tmem184c",7076.49,7269.86,8182.5,9817.31
"Avl9",14471,11460.5,16672.3,9344.01
"Nbn",10961.1,8890.75,11771.3,11249.9
"Flvcr1",17803.8,15609.1,17825.2,13198.6
"Gsdmc3",36220.3,31776,30376.4,42449.1
"Uprt",30005.1456089787,32475.3664769988,32471.9052783039,34681.261215122
"Calb1;Calb2",20329.2,NA,17445.3,20525.4
"Smurf1",23701.2,NA,23047.6,29506.3
"Rnf123",42912.0669979058,38466.7948203939,47254.2219966584,31718.6048464581
"Exoc1",20755.5447620114,20899.4626062673,20070.4589117225,23310.0942574896
"Ten1",29458.3436754457,30360.0476276985,27536.1270173497,23175.2515901565
"Eif3m",48891.0878161902,52611.6515384054,44309.8225913596,57731.7278231125
"Gpt",NA,NA,36945.2,28695.1
"Cdk9",10422.4,9617.09000000001,7057.62,11196.4
"Gnb3",19885.6999998279,24222.9999997904,19246.0999998334,21500.3999998139
"Mtor",5036.66,5284.53,6253.85,4005.5
"Tgfb1i1",23179,20217.3,17475.8,22331.9
"S100a6",158275.51061781,143876.290847885,127329.348469796,157371.703027591
"Acot7",11436.3,16535.6,19715.8,18764.7
"Kcnb1",19362.54235424,20549.7681150341,28712.4150225042,18775.9800200705
"Rbbp4;Rbbp7",47726.3313534423,43090.7672653104,53540.8181465667,49998.8645147366
"Sipa1l2",14107.6,10746.4,11682.2,14125.2
"Tnpo2",13838.5601984349,19788.0723744389,21347.7085972386,17695.9382332914
"Deptor",20406.0888205799,23033.6357736216,23368.753665302,23934.8654334916
"Dsp",8627.26797557532,15868.630442284,NA,21731.9373810047
"Slain2",18282.8919073989,19725.2990152472,17895.9664349647,20053.8283751461
"Larp6",6643.84337221213,4425.62299469331,12691.3567887075,11815.8106659176
"Ppp1cc",NA,NA,24508.7,30733.2
"Mta2",10267.8485428857,6641.29659563611,11492.7571307893,10487.8990201049
"Cnot4",12820.6768193291,9461.3666577393,13289.9786755493,10944.6061848152
"Ddx20",17961.9995796246,11661.7252178031,13581.6797727058,15899.2141730247
"Reps1;Reps2",31441.1,41151.2,29174.4,NA
"Lsm14b",85618.4182758178,87630.0774051316,80727.2954819337,73937.3150978702
"Parvb",21664.1979527255,24244.0682653895,24729.3412099457,25784.8702376933
"Etfa",13128.1173248923,12418.4158242496,12526.1800016993,10635.3191419528
"Ggt7",85090.4,NA,NA,105497
"Snupn",22372.4,23782.7,32531.8,NA
"Flot1",67118.8345838653,67566.5015572298,64314.2092352089,68657.7539227287
"Mtm1",27707.5839922411,23625.3500465547,24489.3663027481,22058.1993512981
"Epg5",26083.9572985572,19676.8431968745,23164.2646800553,28143.7521476143
"Atxn7l3b",37417.6163220472,NA,NA,35111.1951423495
"Rhot1",9542.44,NA,NA,12562.1
"Gatd1",NA,3424.67,NA,NA
"Pfkl;Pfkm",109420,97870.4000000001,114961,NA
"Tbc1d10a",21831.1,16296.3,NA,14877.5
"Trim67",10341.4527570229,8135.49885776014,11432.0110889799,10897.485493615
"Ephb6",106671,NA,NA,112124
"Cr1l",19580.2949763989,17763.2261603782,25123.3540436322,23168.5163158883
"Flad1",3330.72,NA,NA,8149.21
"Crtc2",29318.7186575682,15373.751239652,35139.5581889312,33821.224933722
"Oat",18197.7,13091.4,17778.8,19159.7
"Ube3c",12957.7,10997.6,14168.3,9179.95
"Specc1l",2946.33907235064,7381.19981045426,2031.80333095571,5210.12494156431
"Mms19",27355.5578877471,24874.2097682422,21526.9657692173,36127.374220936
"Triqk",86340.7801167519,67924.2184418916,86094.2398854149,87218.3009968522
"Cbr1",21939.2,NA,19998,21177.8
"Palm;Palm2",75549.1,80508.9,62042.5000000001,85824
"Arhgap12",NA,9403.53,NA,8688.17000000001
"Fmr1;Fxr1;Fxr2",197690,231025,203720,175151
"Eef1b;Eef1d",432970,471059,426488,488703
"Rab14;Rab1A;Rab1b;Rab3a;Rab3c;Rab3d",151232,NA,172740,119624
"Rab2a;Rab2b",20801.3323835451,23247.279290489,23415.4872222919,20624.1281841836
"Tomm22",NA,4327.72,NA,4123.85
"Mthfd1l",3443.39,NA,4588.67,NA
"Cdr2l",51371.1053614403,52602.688585012,45639.0183269224,55420.2548070824
"Krt5",59297.9361621576,52439.3248684472,40088.3681674023,185503.43951753
"Hk2",NA,8571.17,NA,NA
"Slc35e3",NA,NA,NA,30842.8
"Rbm5",16726.9,16954.9,13601.7,17569
"Chchd6",21149.9001451771,17469.7423811195,NA,19589.147813473
"Nexn",18943.8637210124,17051.6845612533,14197.1716023785,16419.2194157732
"Gtf2f2",35592,34068.3,32288.8,37795.8
"Wdr91",14009.5,15535.9,11530.7,NA
"Mast1",23848.3984057653,16270.6879228216,24099.2388997618,19324.8289614717
