ProteinGroup,GeneSymbol,881_dLSC_f1_5.27.2024.d,882_dLSC_m1_5.27.2024.d,883_dLSC_m2_5.27.2024.d,884_dLSC_f3_5.27.2024.d,885_dLSC_f2_5.27.2024.d,886_dLSC_m3_5.27.2024.d,889_LDRG_898_5.28.2024.d,890_LDRG_1248_5.28.2024.d,891_LDRG_1095_5.28.2024.d,892_LDRG_1236_5.28.2024.d,893_LDRG_1094_5.28.2024.d,894_LDRG_1249_5.28.2024.d,896_paw_pool_5.28.2024.d,897_paw_f_5.28.2024.d,898_paw_m_5.28.2024.d,901_SCN_IIa2_5.28.2024.d,902_SCN_IIa3_5.28.2024.d,903_SCN_IIb2_5.28.2024.d,904_SCN_IIb3_5.28.2024.d,905_SCN_IIa4_5.28.2024.d,906_SCN_IIb1_5.28.2024.d
Ube2g2,Ube2g2,14.69155313,15.09628239,14.38320687,14.18599764,14.74836139,15.17433592,14.55133544,15.37020031,14.59548248,15.09351089,15.19816643,14.97330569,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2h,Ube2h,15.24727337,15.07965062,14.97354307,15.34867758,15.01869848,15.14723487,14.566117,14.75939972,14.63271366,14.58488305,14.35688101,14.8830583,14.92525834,14.5862176,15.09406225,14.64041403,14.42453549,14.76642402,14.83078018,14.81994758,14.92407413
Ube2i,Ube2i,16.32114203,16.67087449,16.17887836,15.98280801,16.31585994,15.99161845,15.43947846,16.64479055,16.18386211,16.74799298,16.00615696,16.4988258,16.39347307,16.64018844,16.34574759,15.34488958,15.11871743,15.22140888,15.20877986,15.27867971,15.3049891
Ube2j1,Ube2j1,15.31742763,15.28941703,15.36453212,15.28423561,15.38970177,15.277997,15.73263383,16.21219043,16.16319578,16.11950724,16.363767,16.37923941,13.67386588,13.68560423,13.90202695,13.25177685,13.53783863,13.59653484,13.27231736,13.33106338,13.41295864
Ube2j2,Ube2j2,NA,NA,NA,NA,NA,NA,13.53272639,14.08355103,13.99988586,14.41250501,14.34402631,14.23802054,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2k,Ube2k,16.25922945,16.22593317,16.35043877,16.21759751,16.33402256,16.29829779,15.64533029,15.98948785,16.0761024,16.03290413,15.90869393,15.97705087,16.79143061,16.7264831,16.75887414,16.8534428,16.99179747,17.11162135,17.01714047,16.97337662,16.94762438
Ube2l3,Ube2l3,18.4086671,18.54387346,18.24298318,18.3175347,18.43303005,18.44430915,17.20023689,17.4938821,17.4097746,17.72996042,17.45375848,17.59517751,16.79653078,16.96918661,16.96510237,18.33537845,18.43255235,18.35356675,18.52909548,18.40674825,18.4626815
Ube2m,Ube2m,18.5167272,18.49808464,18.51139427,18.63959313,18.41901231,18.62210624,17.11335662,17.54315197,17.61896328,17.51263538,17.43853898,17.42525344,16.17611607,16.22778321,16.29665268,17.39603382,17.51455054,17.51824269,17.45570173,17.52391957,17.38561679
Ube2n,Ube2n,20.10936771,20.17014844,20.08938266,20.12980779,19.98269734,20.12355162,18.79519852,18.89490748,18.47793334,18.81854412,18.73934822,19.04462672,18.20822919,18.4505474,18.06143575,19.37896152,19.45155827,19.44671693,19.59210242,19.3799095,19.62495122
Ube2o,Ube2o,18.01281559,18.09761797,17.97338768,18.03163765,17.97067609,18.03605764,17.4127124,17.41418888,17.48391888,17.4079912,17.39005013,17.51293937,17.6838632,17.7534806,17.70094093,17.49684193,17.31174667,17.5563414,17.47633606,17.46261564,17.4727393
Ube2q1,Ube2q1,15.3859633,15.31313739,15.15828754,15.19822845,15.20475129,15.30448513,14.04212186,14.3244183,14.1564843,14.11567324,13.94127478,14.03919156,NA,NA,NA,14.57983299,14.79131321,14.97330351,14.71248333,14.87563822,14.99557434
Ube2q1;Ube2q2,Ube2q1,15.51764786,14.99415894,NA,15.62035158,15.80621982,15.46704189,13.98667758,15.05334047,15.114625,14.91507211,14.50191732,14.64812047,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2q2,Ube2q2,11.61352705,NA,12.83991826,12.38932481,NA,12.19732729,13.76911668,13.93580281,13.77031446,13.57952548,12.997343,14.05858245,14.38202525,14.37294749,14.3477123,NA,NA,NA,NA,NA,NA
Ube2ql1,Ube2ql1,NA,NA,NA,NA,NA,NA,NA,NA,15.54350615,15.63372465,16.17654913,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2r2,Ube2r2,15.55955277,15.57146223,15.48519477,15.44164761,15.51592237,15.59417993,15.6966622,16.14088476,16.12114276,15.86160091,15.71184148,16.0984838,15.56187198,15.46056153,15.41613175,15.83705444,15.89156447,15.92543379,15.92155323,15.704968,15.82762288
Ube2s,Ube2s,NA,NA,NA,NA,NA,NA,12.68616495,13.42556261,13.1182467,13.4521826,13.18506261,13.6157603,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2v1,Ube2v1,18.58385792,18.42990453,18.27982885,18.58828734,18.58736276,18.49357393,17.29858779,16.69065882,16.73987037,16.72456382,16.64098138,17.13124414,16.86457897,16.91029379,16.84280455,17.24744725,17.1778541,17.19340357,17.25872802,16.98167906,17.18393495
Ube2v1;Ube2v2,Ube2v1,20.25455217,20.06067166,20.2299853,20.19152186,20.21200424,20.108289,18.02531464,18.97251913,18.6351634,18.32391343,18.30373509,18.6918488,17.9987992,18.24504149,18.09915986,18.33899548,18.46152529,18.49984942,18.61384393,18.50995567,18.5403958
Ube2v2,Ube2v2,17.70987007,17.96153129,17.53764674,17.36486623,17.54606383,17.73041554,16.17447195,16.13795201,15.13395537,15.88830295,15.82599648,16.12205645,14.97224144,14.82257665,14.91925244,15.92568902,15.84152467,15.92575893,15.98813862,15.47579117,15.79026349
Ube2w,Ube2w,NA,NA,NA,NA,NA,NA,13.0387167,13.03781289,13.54830416,NA,13.27423982,13.54773804,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ube2z,Ube2z,16.52641114,16.60608793,16.48965934,16.47651143,16.4581976,16.41984369,15.91101135,16.23221095,15.8750161,16.15289498,15.86777555,16.14683121,15.66097918,15.56149544,15.58003078,15.97037906,15.76714418,15.89475366,15.89711117,16.02239205,15.94176657
Ube3a,Ube3a,16.1897364,16.15151838,16.12904156,16.21419573,16.0789326,16.17990708,16.4113212,16.36906487,16.71801858,16.67522648,16.55624004,16.54183176,15.65891735,15.56753935,15.66621119,15.11455792,15.19950015,15.19745987,15.15910342,15.10335274,15.21193058
Ube3b,Ube3b,14.06970717,14.2776763,14.18777451,14.3127936,14.16480102,14.2295726,14.34990312,14.85519511,14.6245889,14.44199322,14.56684423,14.53015068,12.72473902,13.09522978,12.86720861,14.71108579,14.69445235,14.74014082,14.5036003,14.77030569,14.41236512
Ube3c,Ube3c,15.52109626,15.55485229,15.53820866,15.5271605,15.44022732,15.57706688,15.48512028,15.55145186,15.69463845,15.69441403,15.58962039,15.59687499,15.66044475,15.69952295,15.6961233,15.28854912,15.31752899,15.46480312,15.13485183,15.43330893,15.36401303
Ube4a,Ube4a,15.10542541,15.25039325,15.20984846,15.04912308,15.12491348,15.23959972,16.04309834,16.09807644,16.22290176,16.28148037,16.34255242,16.3124845,14.1312617,14.4257581,14.37943437,14.92744359,15.01915611,15.05732604,15.00702204,15.1935881,15.11657607
Ube4b,Ube4b,15.83134088,15.72904604,15.75477811,15.88261482,15.83411893,15.80842883,16.08693696,16.41856848,16.45832966,16.49760233,16.31206715,16.41772668,15.09933815,15.11251574,15.22830633,14.69398288,14.76160981,14.95670231,14.72962399,14.7837874,14.83849573
Ubfd1,Ubfd1,17.3469915,17.46126634,17.36263654,17.4229554,17.33548979,17.34911421,16.14436584,16.14431649,16.09110113,15.91420963,16.05569189,16.24020791,15.08216629,15.39047173,15.06089874,16.33035845,16.24318751,16.4185042,16.08553684,16.24715031,16.33619582
Ubl3,Ubl3,16.42710975,16.48394963,16.35236761,16.31378485,16.39210324,16.32032045,15.56486124,15.42256055,15.54423309,15.32373284,15.8134994,15.4440599,14.10935729,13.81578354,NA,17.06340129,16.85221773,17.07353551,16.68448066,17.01787735,17.02786062
Ubl4a,Ubl4a,15.6406237,15.99386414,15.65414121,15.28343448,15.65207434,15.32084302,15.78471626,15.77806482,15.45767272,15.93599271,15.68157003,15.89331179,14.40108534,14.29127516,14.39819761,15.37607535,15.27190257,15.37897996,15.2543766,15.31840655,15.38248945
Ubl5,Ubl5,15.94338342,16.29985248,15.96427919,15.49759955,15.83112909,16.0122834,15.9895584,16.01135462,15.99839908,16.13787724,16.06554427,15.95748203,16.05894841,16.2461549,15.89198227,15.13250952,15.26539051,15.44960432,15.50653156,15.30054252,15.33422896
Ubl7,Ubl7,15.31033407,15.31646573,15.30169104,15.30996125,15.55452132,15.09097519,14.71698261,15.21568432,14.82959162,14.94641579,14.89169073,15.2845395,13.59973413,13.94853945,13.42417421,13.24490151,13.2588532,13.6397375,12.94485806,13.48201707,13.59247813
Ublcp1,Ublcp1,16.46758533,16.7234369,16.70337263,16.65597363,16.59712683,16.63201618,16.50375841,16.51998076,16.60246799,16.53584444,16.3992233,16.59911526,15.63539928,15.51221335,15.53357649,14.64938623,14.92968213,14.77951989,14.88608449,14.77182969,14.71870805
Ubn2,Ubn2,NA,NA,NA,NA,NA,NA,12.79776053,13.55355543,13.62692345,NA,12.82544131,12.77889156,15.10590033,15.40037806,15.03125189,NA,NA,NA,NA,NA,NA
Ubp1,Ubp1,14.85029823,14.8266895,14.79491157,14.89784804,14.72474128,14.76892907,13.48846526,13.96885867,13.89393388,13.61198426,13.69685076,13.76060768,13.33008843,13.4497167,13.08753281,12.59084198,12.43178225,12.98453773,NA,12.5398228,12.09365854
Ubqln1,Ubqln1,16.34091485,16.27339526,15.7648852,16.05464247,16.21226205,16.12032704,15.55761131,15.73136775,15.51630106,15.92373298,15.70157559,16.01859061,15.05845264,14.65012423,15.29842739,14.79045692,14.39473233,14.2267854,14.62752307,14.39749716,NA
Ubqln1;Ubqln2,Ubqln1,16.57616291,16.3841876,16.33057872,16.09348805,16.36886423,16.10476425,15.77014849,16.33714478,15.98666126,16.61886353,16.24938158,16.40653654,14.23150621,14.57897408,14.57378918,13.91189536,13.67974588,13.46108177,14.20434149,13.56021924,14.31019986
Ubqln1;Ubqln2;Ubqln4,Ubqln1,15.43632115,15.71857569,15.33059131,15.24002731,15.08033039,15.2737956,14.26319583,16.25645565,15.23051586,15.15570765,15.32754914,16.04243744,13.85773806,14.47236084,13.65870242,14.72028702,NA,14.59944217,NA,14.48240463,14.2679644
Ubqln2,Ubqln2,15.85837757,15.85918225,15.7400126,15.76091507,15.64280073,15.64084108,15.99744148,16.05386133,15.70796377,16.2398928,16.06566857,16.28212564,13.34207467,12.88659968,13.03148066,14.51109803,14.51271128,14.2933929,14.35861635,14.07408324,14.32334732
Ubqln4,Ubqln4,13.79010126,13.47443727,13.5927367,13.67380895,13.72193772,13.25270044,13.3740783,13.77989295,13.29807708,13.55926176,13.24210724,13.59413567,13.27603156,13.46359714,NA,NA,12.52342964,NA,12.71751364,NA,12.77046775
Ubr1,Ubr1,15.19834213,15.25116662,15.05286429,15.09967452,15.13903622,15.34271589,16.89646762,17.02004737,16.6832281,16.86631119,16.92795337,16.99572496,NA,NA,NA,13.89851734,13.93342248,14.00604383,14.21549536,13.94504236,13.8875818
Ubr2,Ubr2,14.42804392,14.43353104,14.30496146,14.41662029,14.5096476,14.45381884,15.64082795,15.78831252,15.59498516,15.65834972,15.70684489,15.69288399,14.24516913,14.5730044,14.14998045,13.93192437,14.14582458,13.89357125,13.73795602,14.10565033,14.22282802
Ubr3,Ubr3,15.57818446,15.74074491,15.52020558,15.59936981,15.56959379,15.66624607,16.85628837,16.78945443,16.91136947,16.93110215,16.92347901,16.88951437,15.19369669,14.92148173,15.12897338,14.43272151,14.42101949,14.48697312,14.64283929,14.4075573,14.50972447
Ubr4,Ubr4,17.35704619,17.41461994,17.31378528,17.28379933,17.29254738,17.39538664,17.08995343,17.24573029,17.14374991,17.17216839,17.12351847,17.21607975,15.80232498,15.75092912,15.78648237,15.21693028,15.2695185,15.25256003,15.18498888,15.28313756,15.19537138
Ubr5,Ubr5,12.33297862,12.72161991,12.36979792,12.55101749,12.46955724,12.31893635,14.44109268,14.64304538,14.67608378,14.70126002,14.65445901,14.59620286,14.26620715,14.28868307,14.38463644,11.66183598,11.79053177,11.50361707,11.30419729,11.23253485,11.51870724
Ubr7,Ubr7,NA,NA,NA,NA,NA,NA,13.14911251,12.70768035,13.12078936,12.72509202,13.00941967,13.16543368,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ubtd1,Ubtd1,NA,NA,NA,NA,NA,NA,13.93029636,NA,14.19367588,14.08835569,13.88307626,13.80475836,13.78509011,14.36076615,13.8975316,NA,NA,NA,NA,NA,NA
Ubtd1;Ubtd2,Ubtd1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.04865715,13.72430067,13.84083692,14.10426294,13.8523637,NA
Ubtd2,Ubtd2,14.76557086,14.60853882,14.60632424,14.7075833,14.91235755,14.55900685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ubtf,Ubtf,15.89737358,16.07361961,16.18930782,16.07075985,15.99954563,16.18417306,15.43187402,15.67601054,15.73143212,15.61005976,15.56611157,15.64929031,17.43526754,17.28114232,17.4035417,16.44117741,16.30927755,16.17079877,16.27456971,16.04605883,16.40869318
Ubxn1,Ubxn1,16.99581655,16.91899464,16.9550308,17.17703213,17.10251536,17.03274094,16.50776704,16.98880227,16.69760599,16.67904303,16.43760143,16.86097445,16.67502253,16.63902319,16.67608531,16.13485264,16.32581286,16.31800796,16.11441248,16.06219261,16.31845095
Ubxn2a,Ubxn2a,12.67969373,12.70517358,12.92430811,12.96177939,13.04623696,12.7803371,12.8829389,12.87756935,12.80309382,12.74723046,12.90984515,12.8586278,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ubxn2b,Ubxn2b,15.42139502,14.92215453,15.26766378,15.53919828,15.54037531,15.09952349,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.97335297,12.64410864,11.97632783,12.59439692,12.06438238,NA
Ubxn4,Ubxn4,15.31466403,15.12424567,15.29627576,15.21843586,15.26298786,15.33820937,15.3128312,15.81117786,16.20148773,15.95973425,16.13232018,16.08907577,14.96033489,15.03680124,14.77787666,14.26949467,14.1206454,14.35463952,14.2860844,14.23838588,14.24948679
Ubxn6,Ubxn6,16.37761088,16.40996885,16.3511063,16.36205873,16.32540694,16.31194986,16.13726112,16.11799238,16.09200293,16.04611277,16.18420455,16.14065566,15.04454618,15.05402628,14.98629018,15.62809488,15.48612793,15.51530266,15.59916841,15.51983145,15.62238483
Ubxn7,Ubxn7,15.41684733,15.24853812,15.30536194,15.28262381,15.38545676,15.28204779,15.15104756,15.25612412,15.29358158,15.21567503,15.1306012,15.41228814,14.93525321,15.21728189,14.85091342,14.27316902,14.15167341,14.10341794,14.35768485,14.09528959,14.03039358
Uchl1,Uchl1,22.16608346,22.21651264,22.20513437,22.10034347,22.04737889,22.20597105,22.241498,21.72122445,21.44144166,21.60104571,21.64475963,21.84717185,17.63718058,17.24172188,17.54325942,21.99281444,22.01131074,22.10768054,22.11777561,21.88329607,22.17163665
Uchl3,Uchl3,17.35234043,17.48839436,17.17791176,17.284303,17.21962248,17.50062257,15.67793484,15.77762691,15.65642678,15.71953636,15.6066063,15.90623155,17.08810644,16.70172879,16.96131738,16.52750739,16.68741908,16.66982188,16.88370708,16.58806728,16.68785702
Uchl5,Uchl5,16.61465588,16.60184491,16.73983348,16.69620298,16.58277426,16.64487938,16.20629599,16.06103646,16.36431569,16.33104605,16.4686,16.26248281,17.00037636,16.89767817,16.90045467,15.1416113,15.28956248,15.09570751,15.22352395,15.36531902,15.14894232
Uck1,Uck1,17.18534811,17.45300127,17.30178829,17.34194708,17.29156204,17.35078374,15.87916696,15.6987993,15.70357203,15.83915617,15.66915375,15.86146499,13.05463484,13.55754747,13.12879506,14.53036871,14.65154644,14.77506052,14.61674281,14.9337518,14.74952414
Uck1;Uck2,Uck1,14.03933035,14.00780694,13.87934393,14.01201339,13.06300233,13.83167341,13.30597622,14.70241081,13.49065035,13.40753333,13.51937825,14.43514283,14.3443514,14.37467953,NA,NA,NA,NA,NA,NA,NA
Uck2,Uck2,12.673129,12.90752558,12.96802706,13.24621543,12.9812465,12.82940326,15.44960232,15.16002519,15.37656288,15.802033,15.63981053,15.47825737,13.34618407,13.56540908,13.80764561,NA,NA,NA,NA,NA,NA
Uckl1,Uckl1,15.28787925,15.20264614,15.35260188,15.27724044,15.25119596,15.23551215,16.16428473,15.77441758,15.87315618,15.82656867,15.93504992,15.81114392,13.80031955,13.83374589,13.54102909,15.88170087,15.81042347,15.80995699,15.74668587,15.92329588,15.80551349
Ucp3,Ucp3,15.05083881,15.06454835,15.17833341,15.00271488,15.06802496,15.12939863,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.1081242,13.01360881,12.14086491,12.73701702,11.86939335,10.85093691
Uevld,Uevld,15.08663845,15.00361982,14.88037723,15.07977437,14.97961425,15.03147849,14.57674219,14.738337,14.91809561,14.81888433,14.84431135,14.85875878,16.04348669,16.17044271,16.11784965,14.33234654,14.43806596,14.40318959,14.29095576,14.42963035,14.38443226
Ufc1,Ufc1,16.84397649,16.95473265,16.85321498,16.94392479,16.89668593,16.94330714,16.30086252,16.52297137,16.06786794,16.41580085,16.30494793,16.37712135,15.71187709,15.89297533,15.63314707,16.65277035,16.49479957,16.68231307,16.90962949,16.71458593,16.86746551
Ufd1,Ufd1,16.49057376,16.62043249,16.61003688,16.49460659,16.41954375,16.60428669,17.03744382,17.571279,17.29399301,17.18545528,17.09149076,17.45097888,16.64368233,16.79068354,16.81615032,16.22125518,16.23587119,16.19220117,16.20637867,16.25652603,16.2104421
Ufl1,Ufl1,15.27049783,15.37875029,15.32921966,15.32813926,15.33854237,15.39441897,16.06124849,16.06680084,16.18482516,16.19026747,16.27415678,16.28191918,15.45248285,15.49990868,15.50959331,14.70008647,14.8076018,14.7374434,14.73887315,14.57901224,14.60971826
Ufm1,Ufm1,16.0060493,15.82544546,15.97410627,15.89588395,16.00785669,15.76982117,16.7951689,17.37965865,16.78353533,16.41832217,16.50323057,17.28927203,15.47520559,15.30005809,15.25190028,15.37660624,15.05835985,15.59319517,14.71789394,15.49553394,15.35866164
Ufsp1,Ufsp1,12.3266032,12.37728397,12.29285771,12.23299008,12.2649617,12.48501499,NA,NA,NA,NA,NA,NA,NA,12.48353366,11.35448632,NA,NA,NA,NA,NA,NA
Ufsp2,Ufsp2,15.50841568,15.38357103,15.33306295,15.59503577,15.38669067,15.47273948,17.16660053,17.35284565,17.40836171,17.54390286,17.46997303,17.45530667,14.69849022,14.76028055,14.85461414,13.91798721,13.99043318,13.87944364,14.11581335,13.93440131,13.92332108
Ugcg,Ugcg,13.66398806,13.7594268,13.76091256,13.82389177,13.87628645,13.5672084,14.40911835,14.47521764,14.58762664,14.8775255,14.76989989,14.91918654,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ugdh,Ugdh,NA,NA,NA,NA,NA,NA,16.19327875,16.20022402,16.03495214,16.54206477,15.98235295,16.27643479,17.58944862,17.77841103,17.55934312,15.8506332,16.30371207,16.08767661,15.93390588,16.3569038,15.43372271
Uggt1,Uggt1,16.27885921,16.29891425,16.30013849,16.27117281,16.25241046,16.2523502,19.67361052,19.89680946,19.77399911,19.84374176,19.86303598,19.9131617,16.67169686,16.7727776,16.73386396,19.25824883,19.4287691,19.29370203,19.3699494,19.24812567,19.22101503
Ugp2,Ugp2,17.93210869,17.86472176,17.87608633,17.89912672,17.85355061,17.95346468,17.6622124,17.61534242,17.53148312,17.53555877,17.5508314,17.62844173,17.43961846,17.30690531,17.60012096,18.35892885,18.70688717,18.09605631,18.52148333,17.90693372,17.64796058
Ugt1a1,Ugt1a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.12003539,16.20842374,15.80364761,NA,NA,NA,NA,NA,NA
Ugt1a1;Ugt1a6;Ugt1a7,Ugt1a1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.61218726,17.66899847,17.44900929,NA,NA,NA,NA,NA,NA
Ugt1a6,Ugt1a6,12.47452041,12.34930887,12.64732915,NA,12.61747696,12.33817078,15.73213356,15.82634533,16.41804215,16.1927312,16.53424258,16.49268591,15.25161222,15.20804687,15.08347055,16.81206209,16.99373922,17.02487712,16.89986328,16.80519636,16.90584676
Ugt1a6;Ugt1a7,Ugt1a6,NA,NA,NA,NA,NA,NA,17.6099942,17.24563343,16.93143353,17.24192681,17.51221145,17.6359097,NA,NA,NA,15.57179508,15.78160014,15.33850648,15.56917883,15.63755242,15.84787609
Ugt1a7,Ugt1a7,NA,NA,NA,NA,NA,NA,NA,13.80317254,13.34132423,13.46770743,13.48195076,NA,15.80832042,15.97277513,15.78391716,13.54264603,13.74211873,13.04278356,13.44893672,13.95143129,12.94282926
Ugt8,Ugt8,16.73883465,16.65445771,16.65511938,16.79275677,16.75801095,16.62192529,16.12800033,15.68323703,15.90727142,15.55497468,16.12178491,15.83038072,NA,NA,NA,16.39888368,16.11839769,16.49594716,16.24686722,16.48108033,16.45163202
Uhmk1,Uhmk1,NA,NA,NA,NA,NA,NA,11.44769283,11.6229212,NA,11.5752225,NA,11.7000235,NA,NA,NA,NA,NA,NA,NA,NA,NA
Uhrf1,Uhrf1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.10804342,13.34356003,13.14574195,NA,NA,NA,NA,NA,NA
Uhrf1bp1l,Uhrf1bp1l,15.12198618,15.05745482,15.0456686,15.03655061,14.99362413,15.20041076,14.92816692,14.83824144,14.76813899,14.88587303,14.85218671,14.90051114,13.47037586,13.71985602,13.59261617,14.03188012,13.84851513,14.10330286,13.85808501,13.7716825,13.81329725
Uhrf2,Uhrf2,NA,NA,NA,NA,NA,NA,12.84863364,12.73483753,12.68752651,12.64532545,13.18517679,13.01134307,13.76973871,14.02488688,14.00967004,13.37887734,13.01627205,NA,NA,12.97341038,12.53417884
Uimc1,Uimc1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.21475775,12.56534489,NA,NA,NA,NA,NA,NA
Ulk1,Ulk1,13.06941325,12.99855971,13.15284665,13.51299603,13.12970181,13.14408933,11.88479346,12.51801342,11.56974605,11.60235517,11.756428,11.66400506,12.37663111,12.69925513,12.13504401,NA,NA,NA,NA,NA,NA
Ulk2,Ulk2,14.03934244,13.98585298,13.17833926,13.59217775,13.60893839,13.51051399,NA,NA,12.24822706,12.28835856,12.61759143,12.68116592,14.87268819,15.10160231,15.69066774,NA,NA,NA,NA,NA,NA
Ulk3,Ulk3,14.36490682,14.38718769,14.32011319,14.09440861,14.16822995,14.39125621,14.50325533,14.86907216,14.46769028,14.54520295,14.44012524,14.53607642,13.94824438,13.64717994,14.10951468,14.56895607,14.12495478,14.36935724,13.92443928,14.22678384,14.03801382
Umps,Umps,15.95875156,15.95503621,16.04156739,16.08023202,16.04884419,16.06027432,15.55667162,15.71249957,15.61443875,15.49731714,15.26626411,15.57217181,15.05945658,15.1176965,15.13616763,14.92484674,14.9614132,15.01605479,15.09306643,15.02243311,15.18435031
Unc119,Unc119,12.92174319,13.21245938,13.08198224,13.26332449,13.1452266,13.90858899,13.36572981,12.75779851,13.66904864,13.38604198,13.19009173,13.43824199,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc119;Unc119b,Unc119,13.1605758,13.6359448,13.70215104,13.62619955,13.09195267,13.44551929,15.264175,15.26525609,14.31174122,14.21218477,14.50375743,15.45852837,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc119b,Unc119b,12.52876977,12.7615092,13.2087293,13.04422423,12.82182838,12.58270144,14.82429404,14.64416222,14.67939056,14.81329734,14.67504018,14.60179417,14.60235431,14.7937989,14.5453387,14.08157512,14.29351707,14.34981595,14.26207068,14.2328462,14.29028046
Unc13a,Unc13a,15.53418285,15.5028739,15.44678921,15.45278309,15.48588477,15.41652982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc13a;Unc13c,Unc13a,15.58389176,15.62937792,15.55441264,15.76601478,15.68679711,15.73413035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc13b,Unc13b,NA,NA,NA,NA,NA,NA,12.01060209,NA,NA,NA,11.74830165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc13c,Unc13c,18.67540427,18.65988038,18.69921812,18.62999849,18.51975827,18.70506359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc13d,Unc13d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.83224015,12.63095045,13.46610691,NA,NA,NA,NA,NA,NA
Unc45a,Unc45a,13.83182376,13.74759275,13.80049065,13.55349472,13.83826469,13.85642178,15.59041145,15.74278123,15.69478111,15.91217225,15.7403691,15.93909843,16.71421481,16.5526434,16.71800689,15.13578638,15.01343439,15.12739012,15.01097753,15.13664251,15.17021304
Unc45b,Unc45b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.99131305,12.58405111,13.36474887,13.37835242,14.34306399,12.34545248,14.2177115,12.07949246,12.15622197
Unc5a,Unc5a,13.68564047,13.42798549,13.2392307,13.88312126,13.84301326,13.65060681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc5b,Unc5b,12.60257925,12.42273734,12.76484379,12.45671446,12.90894282,12.77915114,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc5c,Unc5c,14.52948455,14.56439576,NA,14.73207199,14.53241281,14.94459287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc79,Unc79,12.42315531,12.1129471,12.09272411,11.92413604,11.78146112,12.18185767,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc80,Unc80,14.32063668,14.34267036,14.27216542,14.35919139,14.09087026,14.39325624,NA,13.04898083,12.49057797,12.36421891,12.71010344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Unc93b1,Unc93b1,NA,NA,NA,NA,NA,NA,14.12148545,13.63389664,13.8484856,13.05586962,13.52255163,13.90970539,NA,NA,NA,NA,13.09787412,NA,NA,13.04672671,12.20777392
Unk,Unk,13.06744449,13.92867804,13.27222002,13.4840883,13.56323791,13.7379123,14.22681991,14.23515797,14.07759477,13.93345182,14.24545654,13.94802457,NA,NA,NA,12.70567558,12.52939028,12.85022308,13.05076137,12.53622806,12.6786336
Uox,Uox,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.45810545,11.51151899,12.50366774,NA,NA,NA,NA,NA,NA
Upf1,Upf1,17.80050074,17.82222041,17.83726927,17.82421823,17.71688473,17.84845502,18.16656708,18.22139471,18.13775602,18.26345999,18.22638971,18.2245606,17.64729491,17.68316056,17.63887816,15.53274189,15.54501887,15.4785384,15.50471709,15.56026501,15.50449384
Upf2,Upf2,14.5950147,14.84508532,14.73416228,14.57662242,14.40296223,14.71652573,13.75660962,13.91597264,13.36719246,13.44713142,13.56977851,13.67815648,13.21199017,13.764645,13.45582326,NA,NA,NA,NA,NA,NA
Upp1,Upp1,14.15491721,14.63147733,14.49337077,14.21611753,14.14500954,14.60874958,NA,NA,NA,13.53833446,NA,NA,NA,NA,13.5230228,NA,NA,NA,NA,NA,NA
