Gene,Tissue,Common.Unique
Aaas,LSC,Common
Aacs,LSC,Common
Aak1,LSC,Common
Aamdc,LSC,Common
Aars1,LSC,Common
Aatk,LSC,Common
Abat,LSC,Common
Abca5,LSC,Common
Abca7,LSC,Common
Abcb7,LSC,Common
Abcb8,LSC,Common
Abcb9,LSC,Common
Abcc5,LSC,Common
Abcd2,LSC,Common
Abcd3,LSC,Common
Abce1,LSC,Common
Abcf1,LSC,Common
Abcf2,LSC,Common
Abcf3,LSC,Common
Abcg2,LSC,Common
Abhd10,LSC,Common
Abhd12,LSC,Common
Abhd16a,LSC,Common
Abhd6,LSC,Common
Abi1,LSC,Common
Abi2,LSC,Common
Abl2,LSC,Common
Ablim1,LSC,Common
Ablim2,LSC,Common
Ablim3,LSC,Common
Abr,LSC,Common
Abraxas2,LSC,Common
Abtb2,LSC,Common
Acaa2,LSC,Common
Acad8,LSC,Common
Acad9,LSC,Common
Acadl,LSC,Common
Acadm,LSC,Common
Acadsb,LSC,Common
Acadvl,LSC,Common
Acap2,LSC,Common
Acat1,LSC,Common
Acat2,LSC,Common
Acbd5,LSC,Common
Acbd6,LSC,Common
Acin1,LSC,Common
Acly,LSC,Common
Aco1,LSC,Common
Acot11,LSC,Common
Acot13,LSC,Common
Acot7,LSC,Common
Acot9,LSC,Common
Acp1,LSC,Common
Acrbp,LSC,Common
Acsbg1,LSC,Common
Acsf2,LSC,Common
Acsf3,LSC,Common
Acsl3,LSC,Common
Acsl4,LSC,Common
Acsl6,LSC,Common
Acss2,LSC,Common
Acta1,LSC,Common
Actn4,LSC,Common
Actr10,LSC,Common
Actr2,LSC,Common
Actr3,LSC,Common
Acyp1,LSC,Common
Acyp2,LSC,Common
Adam22,LSC,Common
Adam23,LSC,Common
Adap2,LSC,Common
Adcy9,LSC,Common
Add1,LSC,Common
Add2,LSC,Common
Adgrb3,LSC,Common
Adgrl1,LSC,Common
Adh5,LSC,Common
Adk,LSC,Common
Ado,LSC,Common
Adprh,LSC,Common
Adrbk2,LSC,Common
Adrm1,LSC,Common
Adsl,LSC,Common
Adss2,LSC,Common
Afdn,LSC,Common
Afg3l2,LSC,Common
Aftph,LSC,Common
Agap1,LSC,Common
Agap2,LSC,Common
Agap3,LSC,Common
Agfg1,LSC,Common
Agfg2,LSC,Common
Agk,LSC,Common
Agpat1,LSC,Common
Agpat3,LSC,Common
Agpat4,LSC,Common
Agpat5,LSC,Common
Agtpbp1,LSC,Common
Ahcy,LSC,Common
Ahcyl1,LSC,Common
Ahcyl2,LSC,Common
Ahsa1,LSC,Common
Ahsa2,LSC,Common
Aifm1,LSC,Common
Aifm3,LSC,Common
Aimp1,LSC,Common
Aip,LSC,Common
Ajm1,LSC,Common
Ak1,LSC,Common
Ak2,LSC,Common
Ak3,LSC,Common
Akap1,LSC,Common
Akap10,LSC,Common
Akap12,LSC,Common
Akap13,LSC,Common
Akap2,LSC,Common
Akr1a1,LSC,Common
Akr1b1,LSC,Common
Akr7a2,LSC,Common
Akt1,LSC,Common
Akt3,LSC,Common
Alb,LSC,Common
Alcam,LSC,Common
Aldh18a1,LSC,Common
Aldh1a1,LSC,Common
Aldh2,LSC,Common
Aldh3a2,LSC,Common
Aldh4a1,LSC,Common
Aldh6a1,LSC,Common
Aldh7a1,LSC,Common
Aldh9a1,LSC,Common
Aldoa,LSC,Common
Alg2,LSC,Common
Alkbh3,LSC,Common
Amer2,LSC,Common
Amn1,LSC,Common
Amot,LSC,Common
Ampd2,LSC,Common
Ampd3,LSC,Common
Amph,LSC,Common
Anapc1,LSC,Common
Angel1,LSC,Common
Ank1,LSC,Common
Ank2,LSC,Common
Ank3,LSC,Common
Ankle2,LSC,Common
Ankrd13a,LSC,Common
Ankrd13d,LSC,Common
Ankrd17,LSC,Common
Ankrd27,LSC,Common
Ankrd28,LSC,Common
Ankrd34b,LSC,Common
Ankrd40,LSC,Common
Ankrd49,LSC,Common
Ankrd52,LSC,Common
Anks1a,LSC,Common
Anks1b,LSC,Common
Ano10,LSC,Common
Ano3,LSC,Common
Ano4,LSC,Common
Ano8,LSC,Common
Anxa2,LSC,Common
Anxa5,LSC,Common
Anxa6,LSC,Common
Anxa7,LSC,Common
Aox1,LSC,Common
Ap1b1,LSC,Common
Ap1g1,LSC,Common
Ap1s2,LSC,Common
Ap2a1,LSC,Common
Ap2a2,LSC,Common
Ap2b1,LSC,Common
Ap2m1,LSC,Common
Ap2s1,LSC,Common
Ap3b2,LSC,Common
Ap3d1,LSC,Common
Ap3s1,LSC,Common
Ap3s2,LSC,Common
Ap4e1,LSC,Common
Apba1,LSC,Common
Apbb1,LSC,Common
Apc,LSC,Common
Apc2,LSC,Common
Appl2,LSC,Common
Aqp1,LSC,Common
Araf,LSC,Common
Arap1,LSC,Common
Arap2,LSC,Common
Arcn1,LSC,Common
Arf1,LSC,Common
Arf4,LSC,Common
Arf5,LSC,Common
Arf6,LSC,Common
Arfgap1,LSC,Common
Arfgap2,LSC,Common
Arfgap3,LSC,Common
Arfgef1,LSC,Common
Arfgef2,LSC,Common
Arfgef3,LSC,Common
Arfip2,LSC,Common
Arfrp1,LSC,Common
Arhgap1,LSC,Common
Arhgap12,LSC,Common
Arhgap17,LSC,Common
Arhgap21,LSC,Common
Arhgap23,LSC,Common
Arhgap27,LSC,Common
Arhgap28,LSC,Common
Arhgap35,LSC,Common
Arhgap39,LSC,Common
Arhgap44,LSC,Common
Arhgap5,LSC,Common
Arhgdia,LSC,Common
Arhgef1,LSC,Common
Arhgef10l,LSC,Common
Arhgef12,LSC,Common
Arhgef17,LSC,Common
Arhgef18,LSC,Common
Arhgef40,LSC,Common
Arhgef6,LSC,Common
Arhgef7,LSC,Common
Arl15,LSC,Common
Arl2,LSC,Common
Arl3,LSC,Common
Arl6,LSC,Common
Arl6ip5,LSC,Common
Arl8a,LSC,Common
Armc1,LSC,Common
Armc6,LSC,Common
Armcx2,LSC,Common
Armcx3,LSC,Common
Arpc1a,LSC,Common
Arpc1b,LSC,Common
Arpc2,LSC,Common
Arpc3,LSC,Common
Arpc5,LSC,Common
Arpc5l,LSC,Common
Arpin,LSC,Common
Arpp19,LSC,Common
Arrb2,LSC,Common
As3mt,LSC,Common
Asap1,LSC,Common
Asap2,LSC,Common
Asl,LSC,Common
Asns,LSC,Common
Aspscr1,LSC,Common
Asrgl1,LSC,Common
Ass1,LSC,Common
Astn1,LSC,Common
Atad1,LSC,Common
Atad3,LSC,Common
Ate1,LSC,Common
Atg16l1,LSC,Common
Atg2a,LSC,Common
Atg2b,LSC,Common
Atg3,LSC,Common
Atg4c,LSC,Common
Atic,LSC,Common
Atl1,LSC,Common
Atp13a1,LSC,Common
Atp1a1,LSC,Common
Atp1a4,LSC,Common
Atp1b1,LSC,Common
Atp1b2,LSC,Common
Atp1b3,LSC,Common
Atp2b1,LSC,Common
Atp2b2,LSC,Common
Atp2b4,LSC,Common
Atp5f1a,LSC,Common
Atp5f1b,LSC,Common
Atp5f1d,LSC,Common
Atp5f1e,LSC,Common
Atp5if1,LSC,Common
Atp5me,LSC,Common
Atp5mf,LSC,Common
Atp5mg,LSC,Common
Atp5mk,LSC,Common
Atp5pb,LSC,Common
Atp5pf,LSC,Common
Atp5po,LSC,Common
Atp6v0a1,LSC,Common
Atp6v0d1,LSC,Common
Atp6v1a,LSC,Common
Atp6v1b2,LSC,Common
Atp6v1c1,LSC,Common
Atp6v1d,LSC,Common
Atp6v1e1,LSC,Common
Atp6v1f,LSC,Common
Atp6v1h,LSC,Common
Atp7a,LSC,Common
Atp8a1,LSC,Common
Atp8a2,LSC,Common
Atp9a,LSC,Common
Atpaf1,LSC,Common
Atxn10,LSC,Common
Atxn2,LSC,Common
Atxn2l,LSC,Common
Auh,LSC,Common
Aven,LSC,Common
Avil,LSC,Common
Avl9,LSC,Common
Azi2,LSC,Common
Bace1,LSC,Common
Bag2,LSC,Common
Bag3,LSC,Common
Bahcc1,LSC,Common
Baiap2,LSC,Common
Baiap2l1,LSC,Common
Basp1,LSC,Common
Bbs4,LSC,Common
Bcan,LSC,Common
Bcap31,LSC,Common
Bcar1,LSC,Common
Bcar3,LSC,Common
Bcas3,LSC,Common
Bcat1,LSC,Common
Bcl2l13,LSC,Common
Bcl2l2,LSC,Common
Bcr,LSC,Common
Bdh1,LSC,Common
Becn1,LSC,Common
Bicd1,LSC,Common
Bin1,LSC,Common
Birc2,LSC,Common
Birc6,LSC,Common
Blmh,LSC,Common
Blvra,LSC,Common
Bmpr2,LSC,Common
Bnip1,LSC,Common
Bnip3,LSC,Common
Bola1,LSC,Common
Borcs5,LSC,Common
Borcs6,LSC,Common
Bpnt1,LSC,Common
Braf,LSC,Common
Brap,LSC,Common
Brcc3,LSC,Common
Brox,LSC,Common
Brsk1,LSC,Common
Brsk2,LSC,Common
Bsdc1,LSC,Common
Bsg,LSC,Common
Bsn,LSC,Common
Bzw1,LSC,Common
C2cd2,LSC,Common
C2cd2l,LSC,Common
C2cd4c,LSC,Common
C2cd5,LSC,Common
C3,LSC,Common
Cab39,LSC,Common
Cab39l,LSC,Common
Cabp1,LSC,Common
Cacna1a,LSC,Common
Cacna1b,LSC,Common
Cacnb1,LSC,Common
Cacnb3,LSC,Common
Cacnb4,LSC,Common
Cacng2,LSC,Common
Cacul1,LSC,Common
Cacybp,LSC,Common
Cad,LSC,Common
Cadm1,LSC,Common
Cadm3,LSC,Common
Cadps,LSC,Common
Cadps2,LSC,Common
Calb1,LSC,Common
Calb2,LSC,Common
Calcoco1,LSC,Common
Calm1,LSC,Common
Calr,LSC,Common
Camk1d,LSC,Common
Camk2a,LSC,Common
Camk2b,LSC,Common
Camk2d,LSC,Common
Camk2g,LSC,Common
Camk4,LSC,Common
Camkk1,LSC,Common
Camkk2,LSC,Common
Camkv,LSC,Common
Camlg,LSC,Common
Camsap1,LSC,Common
Camsap2,LSC,Common
Camsap3,LSC,Common
Canx,LSC,Common
Cap1,LSC,Common
Cap2,LSC,Common
Capg,LSC,Common
Capn1,LSC,Common
Capn2,LSC,Common
Capn7,LSC,Common
Capns1,LSC,Common
Caprin1,LSC,Common
Capza1,LSC,Common
Capzb,LSC,Common
Carhsp1,LSC,Common
Carmil1,LSC,Common
Carmil2,LSC,Common
Carmil3,LSC,Common
Cars1,LSC,Common
Cask,LSC,Common
Caskin1,LSC,Common
Casp1,LSC,Common
Casp3,LSC,Common
Casp9,LSC,Common
Cast,LSC,Common
Cav2,LSC,Common
Cbarp,LSC,Common
Cbfb,LSC,Common
Cbl,LSC,Common
Cbr1,LSC,Common
Cbwd1,LSC,Common
Cc2d1a,LSC,Common
Cc2d1b,LSC,Common
Ccdc115,LSC,Common
Ccdc120,LSC,Common
Ccdc124,LSC,Common
Ccdc22,LSC,Common
Ccdc25,LSC,Common
Ccdc43,LSC,Common
Ccdc50,LSC,Common
Ccdc6,LSC,Common
Ccdc85a,LSC,Common
Ccdc85c,LSC,Common
Ccdc88a,LSC,Common
Ccdc9,LSC,Common
Ccdc91,LSC,Common
Ccdc92,LSC,Common
Ccdc93,LSC,Common
Ccp110,LSC,Common
Ccs,LSC,Common
Cct2,LSC,Common
Cct3,LSC,Common
Cct5,LSC,Common
Cct6a,LSC,Common
Cct7,LSC,Common
Cct8,LSC,Common
Ccz1,LSC,Common
Cd151,LSC,Common
Cd200,LSC,Common
Cd2ap,LSC,Common
Cd44,LSC,Common
Cd81,LSC,Common
Cd82,LSC,Common
Cd9,LSC,Common
Cd99l2,LSC,Common
Cdc16,LSC,Common
Cdc37,LSC,Common
Cdc37l1,LSC,Common
Cdc42,LSC,Common
Cdc42bpa,LSC,Common
Cdc42bpb,LSC,Common
Cdc42ep1,LSC,Common
Cdc42ep4,LSC,Common
Cdh2,LSC,Common
Cdipt,LSC,Common
Cdk14,LSC,Common
Cdk16,LSC,Common
Cdk18,LSC,Common
Cdk5,LSC,Common
Cdkn1b,LSC,Common
Cdr2,LSC,Common
Cdr2l,LSC,Common
Cds2,LSC,Common
Cdv3,LSC,Common
Cemip2,LSC,Common
Cend1,LSC,Common
Cep131,LSC,Common
Cep170,LSC,Common
Cep170b,LSC,Common
Cep41,LSC,Common
Cep97,LSC,Common
Cept1,LSC,Common
Cers1,LSC,Common
Cetn2,LSC,Common
Cfap20,LSC,Common
Cfap36,LSC,Common
Cfap410,LSC,Common
Cfl1,LSC,Common
Cfl2,LSC,Common
Chek1,LSC,Common
Chkb,LSC,Common
Chl1,LSC,Common
Chml,LSC,Common
Chmp1a,LSC,Common
Chmp2a,LSC,Common
Chmp2b,LSC,Common
Chmp3,LSC,Common
Chmp4b,LSC,Common
Chmp5,LSC,Common
Chmp7,LSC,Common
Chordc1,LSC,Common
Chp1,LSC,Common
Chpt1,LSC,Common
Ciao3,LSC,Common
Ciapin1,LSC,Common
Cisd1,LSC,Common
Cisd2,LSC,Common
Cit,LSC,Common
Ckap5,LSC,Common
Ckb,LSC,Common
Ckmt1,LSC,Common
Clasp1,LSC,Common
Clasp2,LSC,Common
Clcc1,LSC,Common
Clcn2,LSC,Common
Cldn11,LSC,Common
Cldnd1,LSC,Common
Clec16a,LSC,Common
Clgn,LSC,Common
Clic1,LSC,Common
Clic4,LSC,Common
Clint1,LSC,Common
Clip1,LSC,Common
Clip2,LSC,Common
Clip3,LSC,Common
Clptm1,LSC,Common
Clta,LSC,Common
Cltb,LSC,Common
Cltc,LSC,Common
Cluh,LSC,Common
Clvs1,LSC,Common
Clybl,LSC,Common
Cmip,LSC,Common
Cmpk1,LSC,Common
Cmtm5,LSC,Common
Cndp2,LSC,Common
Cnksr2,LSC,Common
Cnn3,LSC,Common
Cnot2,LSC,Common
Cnot3,LSC,Common
Cnot4,LSC,Common
Cnp,LSC,Common
Cnrip1,LSC,Common
Cnst,LSC,Common
Cntn1,LSC,Common
Cntnap1,LSC,Common
Cntnap2,LSC,Common
Cntnap4,LSC,Common
Coasy,LSC,Common
Cog1,LSC,Common
Cog4,LSC,Common
Commd10,LSC,Common
Commd2,LSC,Common
Commd8,LSC,Common
Commd9,LSC,Common
Comt,LSC,Common
Copa,LSC,Common
Copb1,LSC,Common
Copb2,LSC,Common
Copg2,LSC,Common
Coprs,LSC,Common
Cops3,LSC,Common
Cops4,LSC,Common
Cops5,LSC,Common
Cops7a,LSC,Common
Copz1,LSC,Common
Coq3,LSC,Common
Coq6,LSC,Common
Coro1a,LSC,Common
Coro1b,LSC,Common
Coro1c,LSC,Common
Coro2a,LSC,Common
Coro2b,LSC,Common
Coro7,LSC,Common
Cox4i1,LSC,Common
Cox5b,LSC,Common
Cox6b1,LSC,Common
Cox6c,LSC,Common
Cox7a2,LSC,Common
Cox7a2l,LSC,Common
Cox7c,LSC,Common
Cpeb2,LSC,Common
Cplx1,LSC,Common
Cplx2,LSC,Common
Cpne1,LSC,Common
Cpne3,LSC,Common
Cpne4,LSC,Common
Cpne6,LSC,Common
Cpne8,LSC,Common
Cpt1a,LSC,Common
Cpt1c,LSC,Common
Cr1l,LSC,Common
Cracd,LSC,Common
Crbn,LSC,Common
Creld1,LSC,Common
Crip2,LSC,Common
Crk,LSC,Common
Crkl,LSC,Common
Crmp1,LSC,Common
Crot,LSC,Common
Crtc1,LSC,Common
Crtc3,LSC,Common
Csdc2,LSC,Common
Csde1,LSC,Common
Csk,LSC,Common
Csnk1a1,LSC,Common
Csnk1d,LSC,Common
Csnk1e,LSC,Common
Csnk1g2,LSC,Common
Csnk2a2,LSC,Common
Csnk2b,LSC,Common
Csrp1,LSC,Common
Cstf2,LSC,Common
Ctbp1,LSC,Common
Ctdp1,LSC,Common
Ctnna2,LSC,Common
Ctnnb1,LSC,Common
Ctnnd1,LSC,Common
Ctnnd2,LSC,Common
Ctps1,LSC,Common
Ctps2,LSC,Common
Cttn,LSC,Common
Cttnbp2,LSC,Common
Ctu2,LSC,Common
Cuedc2,LSC,Common
Cul2,LSC,Common
Cul3,LSC,Common
Cul4b,LSC,Common
Cul5,LSC,Common
Cyb5a,LSC,Common
Cyb5r1,LSC,Common
Cyb5r3,LSC,Common
Cyc1,LSC,Common
Cycs,LSC,Common
Cyfip2,LSC,Common
Cygb,LSC,Common
Cyld,LSC,Common
Cyp51a1,LSC,Common
Cyrib,LSC,Common
Cyth1,LSC,Common
Cyth3,LSC,Common
Czib,LSC,Common
D17h6s53e,LSC,Common
Daam1,LSC,Common
Dab1,LSC,Common
Dab2,LSC,Common
Dab2ip,LSC,Common
Dad1,LSC,Common
Dag1,LSC,Common
Dagla,LSC,Common
Dars1,LSC,Common
Dbi,LSC,Common
Dbn1,LSC,Common
Dbnl,LSC,Common
Dbt,LSC,Common
Dclk1,LSC,Common
Dclk2,LSC,Common
Dctn1,LSC,Common
Dctn2,LSC,Common
Dctn3,LSC,Common
Dctn4,LSC,Common
Dctn5,LSC,Common
Dctn6,LSC,Common
Dcun1d1,LSC,Common
Dcun1d3,LSC,Common
Ddb1,LSC,Common
Ddhd1,LSC,Common
Ddhd2,LSC,Common
Ddi2,LSC,Common
Ddrgk1,LSC,Common
Ddt,LSC,Common
Ddx1,LSC,Common
Ddx19a,LSC,Common
Ddx3x,LSC,Common
Ddx6,LSC,Common
Decr1,LSC,Common
Degs1,LSC,Common
Dennd10,LSC,Common
Denr,LSC,Common
Depdc5,LSC,Common
Deptor,LSC,Common
Dffa,LSC,Common
Dgke,LSC,Common
Dgkg,LSC,Common
Dgkh,LSC,Common
Dgki,LSC,Common
Dgkq,LSC,Common
Dgkz,LSC,Common
Dhcr7,LSC,Common
Dhdh,LSC,Common
Dhrs1,LSC,Common
Dhrs7,LSC,Common
Dhx15,LSC,Common
Dhx36,LSC,Common
Dhx57,LSC,Common
Diaph2,LSC,Common
Dip2a,LSC,Common
Dip2b,LSC,Common
Diras1,LSC,Common
Dis3l2,LSC,Common
Dlat,LSC,Common
Dld,LSC,Common
Dlg2,LSC,Common
Dlg4,LSC,Common
Dlg5,LSC,Common
Dlgap2,LSC,Common
Dlgap3,LSC,Common
Dlgap4,LSC,Common
Dlst,LSC,Common
Dmtn,LSC,Common
Dmwd,LSC,Common
Dmxl1,LSC,Common
Dmxl2,LSC,Common
Dnaja2,LSC,Common
Dnajb1,LSC,Common
Dnajb2,LSC,Common
Dnajc11,LSC,Common
Dnajc24,LSC,Common
Dnajc6,LSC,Common
Dnajc7,LSC,Common
Dnm1,LSC,Common
Dnm1l,LSC,Common
Dnm3,LSC,Common
Dnpep,LSC,Common
Dock1,LSC,Common
Dock11,LSC,Common
Dock3,LSC,Common
Dock4,LSC,Common
Dock5,LSC,Common
Dock7,LSC,Common
Dock9,LSC,Common
Dpp3,LSC,Common
Dpysl2,LSC,Common
Dpysl3,LSC,Common
Dpysl4,LSC,Common
Dpysl5,LSC,Common
Drg2,LSC,Common
Dst,LSC,Common
Dstn,LSC,Common
Dtna,LSC,Common
Dtnb,LSC,Common
Dtymk,LSC,Common
Dusp3,LSC,Common
Dvl1,LSC,Common
Dvl3,LSC,Common
Dync1h1,LSC,Common
Dync1i1,LSC,Common
Dync1i2,LSC,Common
Dync1li1,LSC,Common
Dync1li2,LSC,Common
Dynll2,LSC,Common
Dynlrb1,LSC,Common
Dynlt3,LSC,Common
Dysf,LSC,Common
Dzank1,LSC,Common
Dzip3,LSC,Common
Echdc1,LSC,Common
Echs1,LSC,Common
Eci1,LSC,Common
Eci2,LSC,Common
Ecpas,LSC,Common
Ecsit,LSC,Common
Edc3,LSC,Common
Edc4,LSC,Common
Eea1,LSC,Common
Eef1a1,LSC,Common
Eef1a2,LSC,Common
Eef1akmt1,LSC,Common
Eef1akmt2,LSC,Common
Eef1b,LSC,Common
Eef1d,LSC,Common
Eef1g,LSC,Common
Eef2,LSC,Common
Eepd1,LSC,Common
Efhd2,LSC,Common
Efl1,LSC,Common
Efnb1,LSC,Common
Efnb2,LSC,Common
Efr3a,LSC,Common
Efr3b,LSC,Common
Ehbp1,LSC,Common
Ehd1,LSC,Common
Ehd3,LSC,Common
Ehd4,LSC,Common
Eif2a,LSC,Common
Eif2ak2,LSC,Common
Eif2s1,LSC,Common
Eif2s2,LSC,Common
Eif3b,LSC,Common
Eif3c,LSC,Common
Eif3d,LSC,Common
Eif3f,LSC,Common
Eif3g,LSC,Common
Eif3h,LSC,Common
Eif3i,LSC,Common
Eif3l,LSC,Common
Eif3m,LSC,Common
Eif4a2,LSC,Common
Eif4b,LSC,Common
Eif4e,LSC,Common
Eif4g1,LSC,Common
Eif4g2,LSC,Common
Eif4g3,LSC,Common
Eif4h,LSC,Common
Eif5,LSC,Common
Eif5a,LSC,Common
Eif5a2,LSC,Common
Eif6,LSC,Common
Eipr1,LSC,Common
Elac1,LSC,Common
Elavl1,LSC,Common
Elfn1,LSC,Common
Elmo1,LSC,Common
Elmo2,LSC,Common
Elmod1,LSC,Common
Elob,LSC,Common
Eloc,LSC,Common
Elp1,LSC,Common
Elp4,LSC,Common
Emb,LSC,Common
Emd,LSC,Common
Eml1,LSC,Common
Eml4,LSC,Common
Enah,LSC,Common
Endod1,LSC,Common
Eno1,LSC,Common
Eno2,LSC,Common
Eno3,LSC,Common
Ensa,LSC,Common
Epb41,LSC,Common
Epb41l1,LSC,Common
Epb41l3,LSC,Common
Epg5,LSC,Common
Ephx1,LSC,Common
Epm2aip1,LSC,Common
Epn1,LSC,Common
Epn2,LSC,Common
Epn3,LSC,Common
Eprs1,LSC,Common
Eps15,LSC,Common
Eps15l1,LSC,Common
Erc1,LSC,Common
Erc2,LSC,Common
Ermp1,LSC,Common
Erp29,LSC,Common
Erp44,LSC,Common
Esyt1,LSC,Common
Esyt2,LSC,Common
Etf1,LSC,Common
Etfa,LSC,Common
Etfdh,LSC,Common
Evi5,LSC,Common
Evl,LSC,Common
Exoc1,LSC,Common
Exoc2,LSC,Common
Exoc3,LSC,Common
Exoc4,LSC,Common
Exoc6b,LSC,Common
Exoc7,LSC,Common
Exoc8,LSC,Common
Ezr,LSC,Common
Fabp5,LSC,Common
Fads1,LSC,Common
Faf1,LSC,Common
Fah,LSC,Common
Fahd2,LSC,Common
Fam102b,LSC,Common
Fam107b,LSC,Common
Fam110b,LSC,Common
Fam114a2,LSC,Common
Fam117b,LSC,Common
FAM120A,LSC,Common
Fam126b,LSC,Common
Fam131b,LSC,Common
Fam162a,LSC,Common
Fam171a2,LSC,Common
Fam171b,LSC,Common
Fam177a1,LSC,Common
Fam210a,LSC,Common
Fam98a,LSC,Common
Farsb,LSC,Common
Fasn,LSC,Common
Fbxl16,LSC,Common
Fbxl20,LSC,Common
Fbxo2,LSC,Common
Fbxo3,LSC,Common
Fbxo31,LSC,Common
Fbxo4,LSC,Common
Fbxo41,LSC,Common
Fbxo42,LSC,Common
Fbxw11,LSC,Common
Fchsd1,LSC,Common
Fchsd2,LSC,Common
Fech,LSC,Common
Fermt2,LSC,Common
Fez1,LSC,Common
Fgd4,LSC,Common
Fgf12,LSC,Common
Fgf13,LSC,Common
Fhip2a,LSC,Common
Fhl1,LSC,Common
Fis1,LSC,Common
Fitm2,LSC,Common
Fkbp15,LSC,Common
Fkbp3,LSC,Common
Fkbp4,LSC,Common
Fkbp5,LSC,Common
Fkbp8,LSC,Common
Flad1,LSC,Common
Flna,LSC,Common
Flot1,LSC,Common
Flot2,LSC,Common
Flrt3,LSC,Common
Flywch1,LSC,Common
Fmn1,LSC,Common
Fmn2,LSC,Common
Fmnl1,LSC,Common
Fmnl2,LSC,Common
Fn3krp,LSC,Common
Fnbp1,LSC,Common
Fnbp1l,LSC,Common
Foxo3,LSC,Common
Frmd4a,LSC,Common
Frmpd4,LSC,Common
Frs2,LSC,Common
Frs3,LSC,Common
Fry,LSC,Common
Fscn1,LSC,Common
Fsd1,LSC,Common
Fsd1l,LSC,Common
Fth1,LSC,Common
Ftl1,LSC,Common
Fubp1,LSC,Common
Fundc2,LSC,Common
Fus,LSC,Common
Fxr1,LSC,Common
Fxr2,LSC,Common
Fxyd7,LSC,Common
G3bp1,LSC,Common
G3bp2,LSC,Common
G6pdx,LSC,Common
Gab1,LSC,Common
Gab2,LSC,Common
Gabarapl2,LSC,Common
Gabbr1,LSC,Common
Gabbr2,LSC,Common
Gabra1,LSC,Common
Gabra2,LSC,Common
Gabra3,LSC,Common
Gabrb3,LSC,Common
Gad1,LSC,Common
Gak,LSC,Common
Gamt,LSC,Common
Gap43,LSC,Common
Gapdh,LSC,Common
Gapvd1,LSC,Common
Garem1,LSC,Common
Garnl3,LSC,Common
Gars1,LSC,Common
Gart,LSC,Common
Gas2,LSC,Common
Gas7,LSC,Common
Gatd3a,LSC,Common
Gbe1,LSC,Common
Gbp2,LSC,Common
Gclc,LSC,Common
Gclm,LSC,Common
Gdap1,LSC,Common
Gdap1l1,LSC,Common
Gdi1,LSC,Common
Gdi2,LSC,Common
Gdpd5,LSC,Common
Get3,LSC,Common
Gfm1,LSC,Common
Gga1,LSC,Common
Gga2,LSC,Common
Gga3,LSC,Common
Ggt7,LSC,Common
Ghitm,LSC,Common
Gigyf1,LSC,Common
Gigyf2,LSC,Common
Git1,LSC,Common
Gjc3,LSC,Common
Gk,LSC,Common
Glcci1,LSC,Common
Glmn,LSC,Common
Glo1,LSC,Common
Glod4,LSC,Common
Glra1,LSC,Common
Glrb,LSC,Common
Glrx,LSC,Common
Glrx3,LSC,Common
Gls,LSC,Common
Gltp,LSC,Common
Glud1,LSC,Common
Glul,LSC,Common
Gmds,LSC,Common
Gmpr,LSC,Common
Gmps,LSC,Common
Gna11,LSC,Common
Gna13,LSC,Common
Gnai1,LSC,Common
Gnai2,LSC,Common
Gnai3,LSC,Common
Gnal,LSC,Common
Gnao1,LSC,Common
Gnaq,LSC,Common
Gnaz,LSC,Common
Gnb1,LSC,Common
Gnb2,LSC,Common
Gnb5,LSC,Common
Gng2,LSC,Common
Gng3,LSC,Common
Gnpda1,LSC,Common
Golga3,LSC,Common
Golga4,LSC,Common
Golph3,LSC,Common
Gopc,LSC,Common
Gorab,LSC,Common
Gorasp2,LSC,Common
Got1,LSC,Common
Got2,LSC,Common
Gpaa1,LSC,Common
Gpcpd1,LSC,Common
Gpd1,LSC,Common
Gpd2,LSC,Common
Gphn,LSC,Common
Gpi,LSC,Common
Gpm6a,LSC,Common
Gpm6b,LSC,Common
Gpr158,LSC,Common
Gpr37l1,LSC,Common
Gpr89,LSC,Common
Gprc5b,LSC,Common
Gprin1,LSC,Common
Gps1,LSC,Common
Gpx4,LSC,Common
Gramd1a,LSC,Common
Gramd1b,LSC,Common
Gramd4,LSC,Common
Grb14,LSC,Common
Grcc10,LSC,Common
Grhpr,LSC,Common
Gria2,LSC,Common
Gria3,LSC,Common
Grip1,LSC,Common
Gripap1,LSC,Common
Grk2,LSC,Common
Grm7,LSC,Common
Grsf1,LSC,Common
Gsdme,LSC,Common
Gsk3a,LSC,Common
Gsk3b,LSC,Common
Gsn,LSC,Common
Gspt1,LSC,Common
Gspt2,LSC,Common
Gsr,LSC,Common
Gss,LSC,Common
Gsta4,LSC,Common
Gstm5,LSC,Common
Gstp1,LSC,Common
Gstz1,LSC,Common
Gyg1,LSC,Common
Habp4,LSC,Common
Hacd3,LSC,Common
Hadh,LSC,Common
Hadha,LSC,Common
Hadhb,LSC,Common
Hagh,LSC,Common
Haghl,LSC,Common
Hars1,LSC,Common
Hba,LSC,Common
Hbb-b1,LSC,Common
Hbs1l,LSC,Common
Hcfc1,LSC,Common
Hck,LSC,Common
Hcn1,LSC,Common
Hcn2,LSC,Common
Hcn3,LSC,Common
Hdac4,LSC,Common
Hdac5,LSC,Common
Hdac6,LSC,Common
Hdlbp,LSC,Common
Heatr5b,LSC,Common
Hebp2,LSC,Common
Hectd1,LSC,Common
Hecw1,LSC,Common
Hgs,LSC,Common
Hibadh,LSC,Common
Hid1,LSC,Common
Hint1,LSC,Common
