"","Pool_Ox_V_Slot2-17_1_3795","Pool_Ox_V_Slot2-17_1_3808","Pool_Ox_V_Slot2-17_1_3821"
"Ncbp2",35875.926991179,34231.6552437276,25233.5899132058
"Khsrp",32250.8181144535,37422.8167756609,34910.6342355683
"Hspa5;Hspa8",192182.248997407,142588.085172066,142084.800970026
"Hspa1a;Hspa1b",31511.4575311955,22308.8523409343,26578.299999831
"Ehd1",59854.2565248446,40489.5417063848,58437.4698371894
"Gnpda1",NA,19402.6,17805.7
"Bpnt1",22034.3026380954,23636.7666822981,14471.099999914
"Dlg1",9204.82873923501,8344.5368286167,9607.58655716798
"Spg21",14827.9,13744.3,15446.1
"Atp8a1",NA,NA,11546.4
"Flnb",NA,NA,13429.3
"Rplp2",56018.0776844951,47526.323225527,56163.8297323819
"Gapvd1",17580.7509583716,18476.926983612,15770.6329053484
"Tom1",23465.2568958993,28082.5223287076,23374.6843151739
"Tpgs2",NA,38797.0000006718,33439.000000579
"Endod1",11452.8,13904.9,10011.4
"Ift22",NA,40773,35026.9
"Syn2",29052.7929930526,39919.6960400846,32733.188962334
"Elavl3",81531.2466611669,58305.9498121579,67755.2756734245
"Arl3",10960.4,13230.8,7964.93000000001
"Arf4;Arf5",NA,81164.4000000001,71215.2
"Rictor",15343.7563957646,23199.751566564,15416.1091258435
"Kif5a;Kif5b;Kif5c",134135.582880199,94848.3472534112,67948.5618546777
"Zyg11b",24945.0509297143,34977.5861832084,33581.2999997807
"Emc2",14575.174879128,11114.5749638177,14522.2168824503
"Hadha",7654.07097781331,6928.23293584889,5654.06149202274
"Elp4",24312.3386568467,27280.1266450668,22612.0620885798
"Iws1",5632.96,4476.17,3551.89
"Epm2aip1",23549.3597353554,20434.9143705817,22911.5999998574
"Psmc4",10991.3246701642,12306.3758539773,NA
"Rpl18",26667.3695481437,31098.3469280275,35006.2056779978
"Ppp1r12a",18381.1881584548,20355.7345185684,21402.7471194352
"Elavl2",156416.417323684,86169.4782255992,124556.083522777
"Elavl4",239602.564960254,252235.217083629,260619.822291721
"Tubb3;Tubb4b;Tubb5",68283.4983974656,58872.3234086463,61689.3763613863
"Capn2",NA,5642.02,NA
"Prkab2",15223.0230539045,18955.0114890444,15618.8723275404
"Ptpn11",9054.85,12396.3,NA
"Rcan1",8691.50000012935,9469.42000014091,8907.16
"Strepta",3373505.03710777,3756579.19380597,4046579.45576732
"Sh3gl1;Sh3gl2",29515.5500913646,32812.9632876074,61301.1012207741
"Lsm4",6946.52000000001,9220.64,5024.82
"Ppip5k2",10668.3000001673,NA,21293.9000003338
"Pkn2",19209.5354120193,9105.70261824458,15425.2697634402
"Amer2",62964.8044741045,47216.5393247989,68155.3041420542
"Kiaa0100",5853.62197995293,3820.21779370352,8290.30376593991
"Map1lc3a;Map1lc3b",17031.7,13191.1,11049
"Gsk3b",56767.0406652929,49952.8090533245,59338.2673515464
"Ddrgk1",18681.7411929101,18944.1456280582,18632.8348417776
"Nr3c1",16530.6028115862,17434.8802055833,16908.6850816176
"Palmd",19558.5134270555,22604.5675915397,24106.8495958404
"Arf4",18345.432111333,15347.7517749066,15938.521219708
"Uba5",10404.270938553,16418.8619452121,15833.295244306
"Rap1gap",25702.9896587223,17120.036310331,21762.4085567965
"Ccser2",15427,10062.1,8781.86999999999
"Osbpl6",18179.0572519969,19504.6608894491,21708.897389063
"Tpm1;Tpm3",43774.3,37930.9,28112
"Rab33b",34507.1827060168,40024.126517828,45790.1319638232
"Fubp1;Khsrp",28477.1,30776.3,24769
"Mindy1",30541.2517792443,23041.1440370976,27526.536240491
"Mpz",117230.995441937,111473.927478413,88391.7019022853
"Ccdc77",NA,23276.8,NA
"Zfr",20773.5621773471,18964.3862553547,27344.2495198744
"Znf638",16871.2189577872,15140.0822605497,23267.1685033408
"Pea15",60159.1246715602,74351.1526315864,54659.8075956838
"Fbn1",11693.6510038115,8024.22499258767,4245.29780436711
"Lgals8",14123.8363193547,14243.3680361383,13901.7454375563
"Stx12",NA,9051.13,14087.8
"Atp9a",14388.9,15293.3,15446.9
"Hmgcs1",16500.9895393013,13993.8839241221,18376.3515767748
"Akt1;Akt2;Akt3",24316.9,24343.1,28338.9
"Sltm",33252.9685470966,21695.1332804275,19489.4232342346
"Gpr158",18558.9723658054,17878.272488294,17080.9082114478
"Usp47",5616.77,5522.55,4034.78
"Pgk1",12983.5709761875,12423.635118355,17377.1960175266
"Camk2a",NA,17512.5,NA
"Fip1l1",31194.0281218836,34930.5710140816,45329.364544299
"Rpl22",26306.6,29081.9,27699.5
"Ldhb",14436.3742659171,17028.526018593,18917.4982582746
"Gclm",41355.6999997238,41119.7999997254,35772.4999997611
"Crmp1;Dpysl2;Dpysl3",902625.237753434,915404.293151293,1053786.96512792
"Prkar2a",18567.7,17765.8,11713.4
"Oxsr1",NA,19801.9,19294.4
"Mtcl1;Soga3",19883.8,32497.2,NA
"Eif5a",147133.597397497,144278.888691651,144140.017747086
"Ncor2",17031.5,12109.4,22193.6
"Eif2s3x;Eif2s3y",NA,NA,8307.66
"Ikbkg",7437.07,7335.77,NA
"Ehd3",41195.377370426,35152.2805600169,53455.3999996492
"Tomm20",NA,133792.323576819,149972.913290931
"Fbxw11",14428.6135654271,14473.9241681457,12429.0999999248
"Stambp",18242.8,16231.1,14548.5
"Cutc",11847,15663.8,NA
"Mff",7606.0539603771,14325.6323300347,17975.1207907856
"Ppp1ca",17213.1030721367,23904.1396538455,18330.5405952362
"Pten",405609,313266,220926
"Cplx1",42903.8101874604,33068.0205092583,65727.7804044364
"Krt73",65440.0690475145,67630.9990411974,60618.9999995778
"Smap1",101268.99999926,103688.999999242,103586.999999243
"Krt2;Krt5;Krt6a;Krt73;Krt76;Nefh",895635.754656634,1931967.83389168,NA
"Krt8;Prph;Vim",939991.382255072,6617909.94547539,NA
"Ina;Nefl;Nefm",675380.712417477,1280203.67310989,839578.999992441
"Slc19a2",8420.59,8053.89999999999,5624.15
"Tpd52l2",375507.230050671,373934.306484384,382889.588570668
"Ppp1r2",NA,819041.731475368,522496.693019628
"Sh3glb1",24543.5712171269,33805.8830950922,37303.1617059648
"Krt10;Krt16;Krt18;Krt42",434524,260022,254477
"Dtna",33822.4532186906,30652.3093699263,28744.5696580127
"Rragb",26685.6176040105,27338.4843644048,32201.5108588778
"Cdk9",NA,NA,22209
"Stk24;Stk25",24238.7,22455.9,21852.2
"Znf346",14135.5,15945.1,19110.7
"Slc4a4",11879.1072270525,9570.43509335265,27396.9723035523
"Snw1",16416.3,10321.4,11065.4
"Mtmr2",11248.3,14927.7,9651.69000000001
"Jup",22704.58354727,18111.2666506827,23023.532418342
"Fnbp1l",11822.1562400058,12501.0997213968,10985.6999999348
"Sgsm3",NA,15285.4,NA
"Nr2e3",10434.2,24687.5,NA
"Ostf1",NA,10555.2,12446.1
"Krt5;Krt6a;Krt76",NA,31398.1,28059.8
"Crocc",23655.1,29406.4,15223.3
"Msh6",NA,NA,4874.98
"Pdia3",NA,NA,4682.76
"Eef1b",681181.853276626,631415.890835154,610135.882790293
"Stk39",NA,5412.94,4056.59
"Rpl19",244875.054877107,211488.959588799,196752.027907637
"Tacc1",6108.89989840015,5753.14148159838,5162.49999997194
"Krt18",771206.999994306,741690.999994526,275899.999997963
"Bsdc1",NA,19944.100000329,32131.00000053
"Eif2ak2",21151.3,19698.3,29224.2
"Btf3l4",11428.1,NA,9223.3
"Arfgap2",24242.5629066357,20517.1829557096,25964.6730334741
"Clasp1;Clasp2",NA,16899.4,14958.9
"Ryr2",9794.21091296622,37012.5141577841,138084.498410326
"Surf4",26615.4549312454,27419.4249589428,19908.3386538951
"Matr3",16465.6,17474.4,14078.7
"Cstf2",NA,5711.4,NA
"Fam219a",8305.76,14003.8,21601.1
"Vamp4",NA,26907.6,NA
"Sipa1",3484.12,5994.84,24865
"Gdap1l1",25248.6172410105,26754.742459912,13849.3097180994
"Washc4",10627.9,11082.5,9464
"Dnm1;Dnm3",24501.3790073473,22964.644509462,23971.4843836894
"Macf1",16656.9636095209,22297.5142476232,21499.5073998296
"Cfap410",NA,NA,7740.46
"Nek9",27155.5843206973,33244.9119544775,36822.5403418477
"Fasn",11088.0499663697,15602.7606180144,11628.5618172841
"Ndrg3",16058.6999998943,21205.6999998605,26876.9999998231
"Ndrg2",21361.3,27581.3,NA
"Ndrg4",26407.8,21072.4,26237.9
"Txndc9",7622.79999999999,7019.56,NA
"Rbm10",24289.4936294415,23569.7766990392,27438.2416648498
"Chmp7",20342.7999998734,15614.6830378992,22758.7155405613
"Commd2",25946.2511598335,24037.6464889684,22357.3857139527
"Stmn1;Stmn2;Stmn3",NA,322984,365885
"Gbe1",NA,NA,7003.36
"Aco2",12642.9265090744,13643.6813139519,13110.2304958457
"Pacs2",63411.8951359861,62251.3329739873,61768.4041935454
"Rpl36a",NA,9504.67,9518.76
"Arhgap22",NA,8146.26,NA
"Pdha1",33352.7,39449,46013.7
"Serpinb6",17701.1929318204,17579.9744144581,17264.7577415912
"Get3",NA,NA,5511.6
"Uchl1",180835.281264488,182394.40979327,83098.6564905154
"Tet1",NA,57696.1,60681.8000000001
"Osbpl11",16159.8,16010.6,NA
"Krt6a",50323.7461967929,54826.8211497429,58130.2090285057
"Tdrd3",19072.3423778415,15908.0074238157,22446.1999998615
"Maff;Mafg;Mafk",NA,18526.4,13134.8
"Pi4k2a",8000.53671753315,7848.29274062863,NA
"Anp32e",9653.62000000001,NA,NA
"Atg2a",NA,NA,18100.3
"Ppfia2",NA,33272.8,38934
"Vps13a",12647.0999999235,12735.099999923,17394.8999998949
"Ociad1",39242.6,42465.1,29536
"Parg",10707,12251.5,11791.9
"Srrm2",81389.0084563207,77255.8112549398,83306.2510472755
"Sun1",18041.0121921277,16644.0616043979,14364.9385515755
"Chka",12302.3,20505.5,NA
"Raly",29860.1678840722,32811.5177059308,34743.324609943
"Cops5",NA,NA,14046.1
"Ccnt2",NA,7137.31,12518.6
"Tceal5",52275.1,41864.6,59507.4
"Hmgcs1;Hmgcs2",28082.1,33025.2,28326.7
"Arfip2",192730.754355157,216028.68031835,191928.492307959
"Prpf3",26434.9750478218,23719.4590324695,58425.2999995882
"Mark1;Mark2;Mark3;Mark4",17545.2,18498.4,NA
"Rabl6",67529.6040831903,62664.7982714089,67622.2824648827
"Nudt21",55342.0757836432,39730.3403660901,41772.1477378662
"Kbtbd3",NA,NA,119100
"Map7",99284.7603261076,105576.338602481,88608.8070465364
"Rbm25",53409.9774853576,60493.2567418129,41820.2999997164
"Coq3",NA,3744.06,NA
"Atp13a1",NA,NA,18521.9
"Gpr89",48300.2267023557,41914.3423109496,48196.6225905673
"Slc38a1",24044.4,19301.4,24387.6
"Capns1",32866.0369765161,44895.6997225798,31706.1124700334
"Itgb6",NA,64882.4,48024.2
"Stk38l",NA,10382.8,12862.4
"Puf60",11583.2602732754,10577.2362568479,14085.8713154764
"Prpf31",18332.0411875819,18468.4036093666,19264.0999998804
"Pex11b",16040.6673140501,15603.5783198704,13434.7826832587
"Aldh2",4705.49000006621,8672.59000012203,NA
"Klc2",102603.067573127,101365.12720511,100004.744668898
"Slc1a4",14877.3438224485,12063.5948090503,12671.3103797865
"Rer1",NA,266975.783792639,254943.200525056
"Dab2ip",17568.2648150549,17238.9407228289,NA
"Scyl2",24872.2220648158,25896.9034734174,23037.5795798074
"Fen1",5999.57,6029.83,8651.59
"Flna",9424.37,NA,NA
"Mylk",NA,NA,9840.65000000001
"Rps20",NA,555676.426281506,224539.087298013
"Suclg1",NA,10091.1,8256.50999999999
"Dock11;Dock9",10403.1,15364.5,23570.6
"Itpkc",5306.58,5756.38,4904.22
"Rpl10;Rpl10l",NA,12016.5,NA
"Vtn",7349.87,5753.04,NA
"Ubap1",18078.2641011039,30047.5020305614,25981.7770823365
"Vezt",18268.2,17843.7,15358.1
"P4hb",27364.8,32521.6,NA
"Cul4b",10330.8854041559,7905.83204614557,12318.7653127231
"Srsf4",NA,24098.4,24502.7
"Phaf1",47303.7999996766,48452.5999996687,56329.5999996148
"Prdx5",NA,NA,36030.4
"Itpk1",NA,NA,14323.3
"Ube2n",5878.04000000001,4033.13,5518.62
"Rab27b",30592.4,21085.1,19757.8
"Htatsf1",NA,NA,11831.2
"Psma4",37711.4615899453,33719.5404795782,33486.759052189
"Cpne6",20126.9722965846,13177.0999999235,18859.8438106863
"Strip1",15083.4,12129.7,13733.8
"Rps6kc1",NA,6162.62,NA
"Ube2v1",122916.761358654,114439.476721227,101896.443087423
"Lmna;Lmnb1",NA,NA,23660.9
"Rab3c",72652.4935480731,67119.2570448593,92465.6160243949
"Lamtor1",21040.3,18879.9,20715.5
"Dzank1",23399.4501604633,25325.8180608867,29272.8070927771
"Szt2",85447.1,NA,NA
"Gna11;Gna14;Gnaq",14714.7,13325.5,15375.8
"Stard3nl",37488.8994497094,41513.1424512402,35695.8892268353
"Tmem184c",5450,5464.5,4975.35
"Avl9",10059.2,NA,10610.3
"Uprt",20721.0492660169,23728.7780592681,28438.4514480181
"Hpcal1",14358.6191058621,16409.4879738559,21390.5761322033
"Brsk2",12290.9582283985,10980.6321870197,14282.6576982852
"Ncoa2",8958.16000000001,NA,NA
"Crebrf",57586.1,54852,58832.7
"Xpo1",10388.9,NA,NA
"Tbc1d22a",40086.7200194606,42872.6498892532,45398.511029927
"Dock5",18421.8702433264,29122.7192533825,26208.2833403963
"Gnb1;Gnb2;Gnb3;Gnb4",21657.7,21834.7,18115.2
"Slc9a3r1",24793.3515756942,26786.5949585538,27957.2004707515
"Eif3m",40921.3694593379,30257.1104014918,25063.4448932964
"Tgfb1i1",NA,10171,NA
"Mapk8ip3;Spag9",160615.999998779,186700.99999858,138831.999998944
"Rbbp4;Rbbp7",24266.9678223278,23247.0205810366,22208.3072101247
"Slain2",10909.0685251146,8336.34909904016,11747.4427100232
"Plcb1",11162.2941644362,9924.65445317595,16211.2668517873
"Atp1a3",12986.1613960976,9884.09564302963,13240.6664459164
"Ddx20",NA,NA,5580.88
"Reps1;Reps2",NA,19056.1,15411
"Lsm14b",28895.3252197176,27343.756818817,37381.6419417194
"Parvb",NA,15308.6,20414.5
"Wdr7",34783.0589017142,34317.5533694244,33954.744325711
"Chd4",NA,11542.2,15780.5
"Snupn",NA,11780,6992.75
"Pdilt",NA,247372,NA
"Flot1",27212.2384953194,30958.0056996596,28700.4948881134
"Arhgef17",12710.7238407704,12413.3580119314,11139.2015123513
"Pfkl;Pfkm",NA,NA,31317.2
"Oat",13336.8,13100.8,11133.6
"Arhgef7",18950.296938878,18576.1758329161,19464.4373508154
"Triqk",34869.2944478243,40068.0284032582,35012.1224673259
"Cbr1",14164.6,17501,8427.35
"Git1",15195.6203274535,18281.4818491151,23456.3338446034
"Palm;Palm2",40673.5,49860.1,57289.9
"Pik3c3",7661.04000000001,9549.12,5227.57
"Arhgap44",14351.4187098879,14541.8178011297,18558.6357399277
"S100a6",NA,118808,NA
"Ttc9c",25683.2,20756.6,24281.7
"Fam107b",13277.6,11356.6,9317.14
"Stx18",21391.5,20047.4,24591.9
"Borcs5",22433.9621370244,18094.3965726284,23918.9060786965
"Plin3",4842.92560427426,9447.73567566683,6038.03882630877
"Fxr1;Fxr2",130850.777743131,149710.869866825,107698.411202702
"Eef1b;Eef1d",258269,281696,333598
"Rab1A;Rab3a;Rab3c",90905.2,86646.4999999999,NA
"Rab6b",90602.8239204813,87143.5359702117,92320.2997354212
"Nedd4",11855.4267824464,11697.0956995316,12964.9013210631
"Dhx30",15279.859109709,6642.01195183603,NA
"Cdr2l",34369.6314291436,27211.4788462639,29732.7999998096
"Rpn2",18789.2001096542,20289.6219354976,17038.2999998948
"Krt5",73316.6644685319,78164.3823721957,85458.7993825227
"Snx4",11966.7662511786,12131.2442945042,9262.289999945
"Mios",5579.94,NA,NA
"Atp1a2",14522.4,19658.2,14741.6
"Gtf2f2",10380.7,9817.71,11876.2
"Mapre3",23691.748759099,19094.987668474,23648.4429043794
"Wdr91",NA,6925.70999999999,8190.62
"Dcaf10",NA,NA,23752.2
"Hspb8",20615.1150387333,13761.3531553459,21092.2521435389
"Ppp1r18",23077.1261941072,20850.5250545609,15086.9469938867
"Cnst",34402.9734072082,36308.6464976073,50416.0634294083
"Nyap2",4976.87,3960.46,3971.03
"Slc16a1",12105.4,13465.9,10646.1
"Etf1",17257.4135271237,11333.6492194287,15456.4223376614
"Ptges3",45436.9409948631,42751.8408484256,49248.6739961678
"Nisch",7463.46,9216.87,NA
"Ubl4a",92032.574413224,109103.797211977,55879.4614509934
"Dag1",19223.7,15572.7,19579.7
"Camk2b;Camk2g",29279.9788021943,24516.2255884873,43599.0999997182
"Rab14",8679.59999999999,NA,NA
"Ppp4r4",26450.6881486636,30640.8691216564,34981.9483837214
"Septin2",23341.6,24908.7,19456.5
"Rab3a",NA,50392.3,35797.2
"Amph;Bin1",NA,112693,67361
"Ndufv1",14707.989843081,14389.5877619461,15460.8599956116
"Sar1a;Sar1b",42475.8,45697.1,39647.3
"Nudt3",40698.1790069574,53948.5261816681,36431.8832645412
"Smap",32549.4,28341.4,NA
"Tpm3",15950.4301014117,11770.687255056,15339.7135033412
"Tpm1",11937.2,12157.5,NA
"Rpl30",79200.2894081537,62946.15158777,75033.3298067829
"Fkbp2",9104.86,NA,8876.71
"Myh14",NA,NA,10284
"Rab5a;Rab5b;Rab5c",NA,14496,15132.3
"Ran",91599.5883330697,87394.7657442134,88182.910137507
"Psma2",18479,NA,NA
"Mycbp",10171.3583758375,11824.6024553278,2120.27158324399
"As3mt",10816.5,17294.9,21559.3
"Pcbp2;Pcbp3",396162.537010909,449180.999545584,589723.043523815
"Rpl27a",35007.7918523846,39573.5253917515,35838.6445838315
"Scn11a",13870.2,16558.9,11095.9
"Ranbp9",11744.3,16387.2,15432.1
"Pebp1",475855.148798189,533615.802321342,537634.540941536
"Ndrg1",15571.7849244326,16968.0497875122,13795.5790843431
"Ina;Nefh;Nefl;Nefm",NA,NA,108591
"Prph;Vim",991615.982355453,827424.905095668,1288966.33591028
"Tubb6",11939.6,NA,NA
"Syp",NA,173222,NA
"Alyref;Alyref2",NA,13885.5,16069.1
"Ddx1",NA,9039.49999999999,7484.16
"Eif4g1;Eif4g3",22888.9,NA,14303.5
"Syt1;Syt2",21495.4457924838,19291.8730466323,25648.60978202
"Rph3a",29922.2701513841,37137.3758620357,26600.7997355399
"Cfap36",16813.269803776,16148.7200553863,22094.3447616651
"Rab21",33831.4914321444,37127.2275448621,24034.581487982
"Arf1;Arf2;Arf3",79798.7346846092,79650.7543869522,69448.8984322421
"Ddx3x;Ddx3y;Ddx5",NA,45543.9,NA
"Add1;Add2",NA,83311.7000000001,63295.1
"Strn;Strn3;Strn4",38823.4,44537.9,36601.6
"Wbp2",149235.536560969,80522.0881182354,71916.4999995046
"Rab1b",NA,NA,13568
"Hpcal1;Ncald",NA,NA,10123.5
"Baz2a",NA,123830,114740
"Prrc2a;Prrc2b;Prrc2c",NA,NA,14817.7
"Arhgap28",19795.4654584061,18619.5883496412,16987.0891058521
"Csnk1d;Csnk1e",63467.0150585822,29419.2861259005,30499.399999798
"Dpysl2;Dpysl3",NA,437797,383224
"Ldb2",9053.25,13886,9882.94
"Lpp",4939.2,4073.4,4249.65
"Atp2b1;Atp2b2",22086.5112507095,21019.3504476415,26081.7219960641
"Ap2a1;Ap2a2",15899.9,9555.39,11670.7
"Snx11",15925.5612938862,18198.2270591283,19006.9732141586
"Snrpa1",NA,44068.6,34124.9
"Pom121",8922.49710997142,9033.06798005618,9167.10225928255
"Purb",15111.9,20476.8,14385.3
"Mtfr1l",NA,21734.9,19312.1
"H2ac11;H2ac12;H2ac13;H2ac15;H2ac20;H2ac4;H2ac6;H2ac7;H2ac8;H2aj;H2aw;Hist1h2af;Hist1h2an;Hist1h2ao;Hist1h2ap;Hist2h2aa1",49530.6524790872,11711.7359341191,5600.0731228684
"Picalm",49748.9996227709,48764.8690775082,45012.0173708228
"Cdh3",NA,NA,9608.53
"Vma21",NA,18229.9,17456.8
"Impact",59953.3420859789,50588.6765970421,46972.1985594161
"Vamp7",26251.8,18444.7,20719.6
"Trim9",27754.057136881,26956.6162907082,22118.6165843302
"Pygb;Pygm",159060.053517993,156007.151504246,141239.437545432
"Metap2",12264.5421964453,14007.13840894,14467.4999999113
"Krt79",NA,148523,118498
"Esyt2",13827.0885643853,11743.5769034472,11496.2695596536
"Tusc2",32500.5,25182.8,28464.4
"Mslnl",NA,NA,12197
"Slc7a14",10182.8,14609.1,13748.5
"Klc1;Klc2",NA,NA,19318.8
"Mbnl1",457447.587664848,516551.185794252,479897.057953441
"Ankrd49",3709.27,3508.45,NA
"Tmsb4x",NA,87978.0000016645,126323.00000239
"Fmnl1",10788.7173080724,8203.05471380572,NA
"Cog5",NA,NA,9825.64
"Uchl5",NA,NA,16806.2
"Jun",NA,5437.4,5390.92
"Amn1",13140.3096004832,10188.8486745199,13909.4562802685
"Syt7",NA,NA,12255.6
"Eif6",17053.1,20153.6,NA
"Flrt3",NA,NA,5687.09
"Tsc22d1",NA,124601,92915.2999999999
"Bnip3",17937.5,20253.5,16572.7
"Ublcp1",57549.8189026014,55495.3319287485,50678.4914328939
"Picalm;Snap91",NA,10468.9,NA
"Nexn",NA,NA,9969.76
"Hspa8;Hspa9",NA,51770.1,60844.5
"Sdha",16679.5055299916,14253.3837420829,14788.7999999118
"Mms19",NA,20812.9,21294.5
"Iscu",35874,30143.6,31792.5
"Hprt1",18718.3286665447,21695.8933230342,20427.9999998704
"Tes",NA,NA,13641.9
"Ywhag",46167.1428397587,27189.6784934165,54084.7999996267
"Iars1",10392.7,9279.67,7879.77999999999
"Ensa",40123.1609211216,36511.5622849711,50535.3135743357
"Inpp5j",NA,5646.21,5836.26
"Impg1",NA,NA,20001.6
"Exoc2",14098.3453784637,15680.5476369213,15527.757405157
"Cplx1;Cplx2",190423.361283641,217681.529950867,149334.341759702
"Inpp5f",NA,5301.89,NA
"Gatad2b",7156.57614882197,5639.66206626945,NA
"Custos",NA,11688.8219923279,21231.3703477579
"Rpl12",12616.7,3691.98,NA
"Mtmr7",NA,7974.42,7748.89
"Tcf20",7279.63,NA,7140.39999999999
"Crbn",15412.8600712862,14676.5529304108,17067.549194414
"Ppil2",5110.87481608387,4897.53511405387,6694.82771899987
"Arfrp1",7717.90850166901,14856.2956932076,11582.0731754706
"Smarcd1",NA,2907.83,3222.18
"Cd99l2",12032.4,16099.7,22067.6
"Camk2b",14488.8909024211,10602.4049496544,13256.0170178779
"Snx12;Snx3",138152.874074202,106421.998367368,119867.338015108
"Sncb;Sncg",NA,2828650,NA
"Rab11fip2",17270.8662645085,14535.2549340257,20029.3902767969
"Crmp1;Dpysl2",NA,1080500,1106220
"Ahcyl1",13247.2073012074,10752.2390776344,13889.7575355157
"Prdx4",NA,75574.1000000001,75796.3000000001
"Ube2g1",NA,NA,28907.4
"Chmp2b;Coro2a",NA,41459.9,30580.3
"Gosr1",21170.6,20700.2,24788.4
"Golph3",14653.0666431406,17910.9888331027,25675.615811613
"Arpp19",NA,32167.8,36844.7
"P33monox",12066.8928471163,8343.65855179998,8797.72873043459
"Nup188",2816.3,NA,NA
"Rufy1;Rufy2",64492.2,76067.8,64951.8
"Cpeb4",20899.6048784324,22595.1175365247,30039.148529345
"Ccp110",4474.27805549694,9535.35584306428,7008.74902099646
"Abcf1",12562.8248426516,9053.17417612156,7608.51359495112
"Gprin1",20702.6292378794,18002.6183359815,19414.921406879
"Dennd1b",14051.0456460451,12277.0297040096,17270.8086120942
"Ppp1r1c",14554.5742995252,18077.3002503871,25556.0702866048
"Sh3glb2",40914.8175597298,40680.7683694947,43282.3472211111
"Tmem115",8096.41,11583.9,10629.5
"Tab1",NA,9870.46,NA
"Tsc1",NA,NA,8862.07
"Rpl28",27950.1999998197,30901.9999998006,24090.1999998446
"Rbx1",NA,71919,84625.3
"Cers2",28412.9,28412.9,26957.8
"Gpr183",NA,NA,183120
"Sipa1l1",207549,213151,129163
"Ptms",151567.999998867,174016.999998698,97281.9999992724
"Csnk1e",5741.92,5035.27,NA
"Tab3",8100.31,8640.26999999999,6283.14
"Nudt5",NA,98089.4053812365,92040.0976970917
"Rap1a;Rap1b",3981.27,NA,NA
"Usp16",8495.81,9085.44999999999,6587.65
"Pip4k2a",11290.3,11444.8,14736
"Dcaf5",20398.5,NA,53102.7
"Top3b",NA,NA,10646.1
"Copg1;Copg2",25563.5,25986.9,28438.5
"Mt3",NA,10061.4,9987.59000000001
"Akap10",21804.3708915701,19555.6680593692,16758.463817729
"Canx",13616.3,15305.2,26021.9
"Mtus1",9700.43918998194,8376.41449101337,12103.2996317866
"Ykt6",27072.7954286386,27151.2527313971,22320.5235892991
"Dennd10",NA,10724.7,8971.54
"Naa30",7342.78,NA,6663.38
"Cox4i1",13708.1,8675.2,NA
"Hopx",11939.4,9926.74,9452.04000000001
"Diaph1",NA,NA,10309.9
"Rabgap1;Rabgap1l",38503.3314387823,33712.5906566852,22693.8216517679
"Slc66a2",11055.8610665206,NA,15852.7105008674
"Cacybp",48000.5583763208,54630.4953323011,50659.2325521908
"Aqp1",50395.5,58930.5,41131.2
"Gpatch11",NA,8861.54,8324.98
"Sri",11198.9,7856.83,10404.3
"Pak1",NA,74431.9094145,71803.7906032177
"Atp6v1f",NA,9416.99,10518.3
"Ttc3",NA,NA,9202.34
"Hlcs",20430.9,20449.5,19015.5
"Trappc6b",NA,NA,8979.72
"Samd14",NA,NA,8574.48999999999
"Pfas",8039.62,NA,NA
"Mical3",NA,13464,24845.2
"Emb",NA,6240.95000000001,NA
"Eif4e3",12227.9,10295.3,11744.5
"Nfia",8693.36999999999,6566.89,11443.5
"Rpl15",18973.5138345724,19430.2965181012,13960.3151851099
"Nelfe",13182.3,10154.3,10644
"Stxbp5l",5748.84,4676.66,NA
"Ccdc88a",NA,10161.5,10544.3
"Ccs",NA,19839.3,24474.7
"Psme3",NA,22430.5,26569.7
"Cab39",NA,NA,123929
"Carmil2",8347.938652115,8282.20764398149,7570.03939674606
"Gab1",NA,7152.14999999999,7214.77
"Vps39",6445.89,8203.86999999999,4016.02
"Edc3",19671.8380289979,19018.5197604599,18293.420617822
"Tdp2",10757.2,13299.7,13670.5
"Aftph",15546.1853144445,13530.6736529877,18191.3844393732
"Apbb1",NA,5863.84,7097.2
"Ogfr",19745.2386551265,19924.1570439513,22369.3999998589
"Crtc1",NA,9695.18000000001,NA
"Sh3d21",NA,1064150,NA
"Rpl18a",NA,5580.75,3443.65
"Pde1c",7354.3,6497.43,8229.64
"Pigu",38822.2716816934,43930.8204013901,45316.538417716
"Tmf1",NA,7270.39,6387.14
"Ush1c",NA,NA,48327.7
"Lsm14a",8060.23999999999,7690.05999999999,9659.61
"Fscn1",6403.88,NA,NA
"Arhgef6;Arhgef7",NA,22138,22318
"Cnot3",5891.15,7056.11,4149.41
"Slc38a9",13006.4,11345.8,6708.94
"Kif5a;Kif5c",NA,21941,12806.9
"Atxn2;Atxn2l",99099.0999999999,97394.2000000001,31780.5
"Cyb5r3",NA,13933.6,23007.5
"Ag2",NA,74267.2000000001,NA
"Glmn",12539.5,9929.34,6622.49
"Cmpk1",6205.61,9308.54,5964.09
"Cdc123",NA,NA,5634.69
"Ywhaz",7894.47003443134,9062.65946689037,5568.3399999697
"Gak",10259.9720092514,13574.0433242431,13545.6077359081
"Ddost",14027.4,12748.3,NA
"Ccdc93",17820.3063286013,20245.1944928427,20552.1290515238
"Niban1",23423.2992483367,22865.4119021492,24775.2795803646
"Tbcel",11767.6370737968,14284.3804311613,11902.2999999275
"Cpeb2",23732.1,26304.7,30193
"Clcc1",10071.1047373544,12868.21156369,14774.8201646713
"Scnm1",NA,6265.19,7988.57
"Ppp1r1a",NA,31726.551416547,27178.8305784648
