"","Gene","Tissue","Type"
"778","Dock9","DRG","DEP"
"779","Garem1","DRG","DEP"
"780","Dhx15","DRG","DEP"
"781","Psme3","DRG","DEP"
"782","Psmd1","DRG","DEP"
"783","Cct7","DRG","DEP"
"784","Akap2","DRG","DEP"
"785","Rpl3","DRG","DEP"
"786","Rnf7","DRG","DEP"
"787","Ckb","DRG","DEP"
"788","Casp3","DRG","DEP"
"789","Cpsf7","DRG","DEP"
"790","Rab1A","DRG","DEP"
"791","Septin5","DRG","DEP"
"792","Inpp5f","DRG","DEP"
"793","Stat6","DRG","DEP"
"794","Srrm1","DRG","DEP"
"795","Nup50","DRG","DEP"
"796","Cracd","DRG","DEP"
"797","Cfl1","DRG","DEP"
"798","Ldha","DRG","DEP"
"799","RTRAF","DRG","DEP"
"800","Farsb","DRG","DEP"
"801","Fam169a","DRG","DEP"
"802","Trim3","DRG","DEP"
"803","Itgb1","DRG","DEP"
"804","Ccdc124","DRG","DEP"
"805","Kif1a","DRG","DEP"
"806","Epn1","DRG","DEP"
"807","Copg2","DRG","DEP"
"808","Nup98","DRG","DEP"
"809","Ndufa4","DRG","DEP"
"810","Rpl23a","DRG","DEP"
"811","Rictor","DRG","DEP"
"812","Naa50","DRG","DEP"
"813","Retreg1","DRG","DEP"
"814","Lars1","DRG","DEP"
"815","Atg3","DRG","DEP"
"816","Ccar1","DRG","DEP"
"817","Pip4k2b","DRG","DEP"
"818","Ptbp3","DRG","DEP"
"819","Vps37a","DRG","DEP"
"820","Rnf121","DRG","DEP"
"821","Atad1","DRG","DEP"
"822","Actr2","DRG","DEP"
"823","Aldh9a1","DRG","DEP"
"824","Wwox","DRG","DEP"
"825","Sarnp","DRG","DEP"
"826","Naa80","DRG","DEP"
"827","Rpn1","DRG","DEP"
"828","Rps6kc1","DRG","DEP"
"829","Ralgapb","DRG","DEP"
"830","Hdgf","DRG","DEP"
"831","Bcr","DRG","DEP"
"832","Fxr2","DRG","DEP"
"833","Ptpn11","DRG","DEP"
"834","Rpn2","DRG","DEP"
"835","Pfkm","DRG","DEP"
"836","Syne2","DRG","DEP"
"837","Acly","DRG","DEP"
"838","Tpm1","DRG","DEP"
"839","Mars1","DRG","DEP"
"840","Dok1","DRG","DEP"
"841","Anxa2","DRG","DEP"
"842","Txn","DRG","DEP"
"843","Ehd4","DRG","DEP"
"844","Preb","DRG","DEP"
"845","Ap2a1","DRG","DEP"
"846","Naa35","DRG","DEP"
"847","Maoa","DRG","DEP"
"848","Dclk2","DRG","DEP"
"849","Ctps1","DRG","DEP"
"850","Mios","DRG","DEP"
"851","Zyg11b","DRG","DEP"
"852","Prkcb","DRG","DEP"
"853","Hdac6","DRG","DEP"
"854","Mbnl1","DRG","DEP"
"855","Cc2d1b","DRG","DEP"
"856","Atp2a2","DRG","DEP"
"857","Nf2","DRG","DEP"
"858","Fubp1","DRG","DEP"
"859","Ikbkg","DRG","DEP"
"860","Rps3","DRG","DEP"
"861","Prrc2b","DRG","DEP"
"862","Aftph","DRG","DEP"
"863","Pebp1","DRG","DEP"
"864","Bcas3","DRG","DEP"
"865","Lpin1","DRG","DEP"
"866","Acin1","DRG","DEP"
"867","Myef2","DRG","DEP"
"868","Arfgef2","DRG","DEP"
"869","Ddx46","DRG","DEP"
"870","Gtf2f2","DRG","DEP"
"871","Akap1","DRG","DEP"
"872","Agap1","DRG","DEP"
"873","Psme1","DRG","DEP"
"874","Nudt21","DRG","DEP"
"875","Psmd14","DRG","DEP"
"876","Wdr24","DRG","DEP"
"877","Cpt1c","DRG","DEP"
"878","Tp53bp1","DRG","DEP"
"879","Gmeb2","DRG","DEP"
"880","Cops7a","DRG","DEP"
"881","Tsnax","DRG","DEP"
"882","Uso1","DRG","DEP"
"883","Kpnb1","DRG","DEP"
"884","Abi1","DRG","DEP"
"885","Ap2b1","DRG","DEP"
"886","Nck1","DRG","DEP"
"887","Gtf2a1","DRG","DEP"
"888","Tuba1a","DRG","DEP"
"889","Ssb","DRG","DEP"
"890","Coro1b","DRG","DEP"
"891","Lnpep","DRG","DEP"
"892","Hnrnpc","DRG","DEP"
"893","Adgrb3","DRG","DEP"
"894","Metap2","DRG","DEP"
"895","Prrc1","DRG","DEP"
"896","Mtarc2","DRG","DEP"
"897","Golph3","DRG","DEP"
"898","Rps12","DRG","DEP"
"899","Nup93","DRG","DEP"
"900","Atp5f1b","DRG","DEP"
"901","Peak1","DRG","DEP"
"902","Las1l","DRG","DEP"
"903","Prkra","DRG","DEP"
"904","Safb2","DRG","DEP"
"905","Strn4","DRG","DEP"
"906","Sec23ip","DRG","DEP"
"907","Tank","DRG","DEP"
"908","Borcs6","DRG","DEP"
"909","Nup54","DRG","DEP"
"910","Acot7","DRG","DEP"
"911","Rars1","DRG","DEP"
"912","Phb2","DRG","DEP"
"913","Pacsin2","DRG","DEP"
"914","Rpa1","DRG","DEP"
"915","Stmn1","DRG","DEP"
"916","Crtc2","DRG","DEP"
"917","Snx1","DRG","DEP"
"918","Mob1a","DRG","DEP"
"919","Safb","DRG","DEP"
"920","Coro2b","DRG","DEP"
"921","Lgals8","DRG","DEP"
"922","Rpl22","DRG","DEP"
"923","Myh9","DRG","DEP"
"924","S100a6","DRG","DEP"
"925","Cic","DRG","DEP"
"926","Sf3a1","DRG","DEP"
"927","Slc1a4","DRG","DEP"
"928","Gtf2i","DRG","DEP"
"929","Mms19","DRG","DEP"
"930","Eif2ak2","DRG","DEP"
"931","Asl","DRG","DEP"
"932","Cpne3","DRG","DEP"
"933","Ankrd28","DRG","DEP"
"934","Sbno1","DRG","DEP"
"935","IntS13","DRG","DEP"
"936","Ranbp2","DRG","DEP"
"937","Tcp11l1","DRG","DEP"
"938","Gcc1","DRG","DEP"
"939","Eif5a","DRG","DEP"
"940","Mre11","DRG","DEP"
"941","Caprin1","DRG","DEP"
"942","Myl12b","DRG","DEP"
"943","Plscr3","DRG","DEP"
"944","Psmc2","DRG","DEP"
"945","Elavl4","DRG","DEP"
"946","Triqk","DRG","DEP"
"947","Dkc1","DRG","DEP"
"948","Idh1","DRG","DEP"
"949","Aamdc","DRG","DEP"
"950","Cd44","DRG","DEP"
"951","Ahsa2","DRG","DEP"
"952","Pcbp4","DRG","DEP"
"953","Ahcyl2","DRG","DEP"
"954","Mta2","DRG","DEP"
"955","Fam120c","DRG","DEP"
"956","Ptms","DRG","DEP"
"957","Rps7","DRG","DEP"
"958","Psip1","DRG","DEP"
"959","R3hcc1","DRG","DEP"
"960","Exosc10","DRG","DEP"
"961","Ccdc93","DRG","DEP"
"962","Pik3ca","DRG","DEP"
"963","Prpsap2","DRG","DEP"
"964","Phf21a","DRG","DEP"
"965","Wnk1","DRG","DEP"
"966","Pdha1","DRG","DEP"
"967","Med15","DRG","DEP"
"968","Rbbp6","DRG","DEP"
"969","Cbwd1","DRG","DEP"
"970","Slc33a1","DRG","DEP"
"971","Stau1","DRG","DEP"
"972","Ass1","DRG","DEP"
"973","Pex1","DRG","DEP"
"974","Ubxn4","DRG","DEP"
"975","Cutc","DRG","DEP"
"976","Zzef1","DRG","DEP"
"977","Cdkn1b","DRG","DEP"
"978","Nfat5","DRG","DEP"
"979","Tubb4a","DRG","DEP"
"980","Serpinb6","DRG","DEP"
"981","Aktip","DRG","DEP"
"982","Rbm39","DRG","DEP"
"983","Sltm","DRG","DEP"
"984","Arap1","DRG","DEP"
"985","Ssrp1","DRG","DEP"
"986","Exosc5","DRG","DEP"
"987","Ndrg3","DRG","DEP"
"988","Rpl5","DRG","DEP"
"989","Sf3b3","DRG","DEP"
"990","Vac14","DRG","DEP"
"991","Cux1","DRG","DEP"
"992","Psmc5","DRG","DEP"
"993","Snx12","DRG","DEP"
"994","Svil","DRG","DEP"
"995","Cap1","DRG","DEP"
"996","Gkap1","DRG","DEP"
"997","Srpk2","DRG","DEP"
"998","Ppp1r18","DRG","DEP"
"999","Bzw1","DRG","DEP"
"1000","Tdp2","DRG","DEP"
"1001","Hs1bp3","DRG","DEP"
"1002","Cstf2","DRG","DEP"
"1003","Cherp","DRG","DEP"
"1004","Atic","DRG","DEP"
"1005","Tln1","DRG","DEP"
"1006","Snca","DRG","DEP"
"1007","Yars1","DRG","DEP"
"1008","Rnmt","DRG","DEP"
"1009","Ccdc43","DRG","DEP"
"1010","S100a10","DRG","DEP"
"1011","Nexn","DRG","DEP"
"1012","Nf1","DRG","DEP"
"1013","Rpl13a","DRG","DEP"
"1014","Cdv3","DRG","DEP"
"1015","Tcerg1","DRG","DEP"
"1016","Phactr4","DRG","DEP"
"1017","Ythdf3","DRG","DEP"
"1018","Prpf4","DRG","DEP"
"1019","Hcfc1","DRG","DEP"
"1020","Matr3","DRG","DEP"
"1021","Adsl","DRG","DEP"
"1022","Hmgcs1","DRG","DEP"
"1023","Commd2","DRG","DEP"
"1024","Gnai2","DRG","DEP"
"1025","Praf2","DRG","DEP"
"1026","Cbx3","DRG","DEP"
"1027","Aacs","DRG","DEP"
"1028","Wdr91","DRG","DEP"
"1029","Patl1","DRG","DEP"
"1030","Thumpd1","DRG","DEP"
"1031","Taf9","DRG","DEP"
"1032","Zc3hav1","DRG","DEP"
"1033","Itpk1","DRG","DEP"
"1034","Vps13a","DRG","DEP"
"1035","Stau2","DRG","DEP"
"1036","Pik3c2a","DRG","DEP"
"1037","Pom121","DRG","DEP"
"1038","Arpc2","DRG","DEP"
"1039","Tcof1","DRG","DEP"
"1040","Nit2","DRG","DEP"
"1041","Zranb2","DRG","DEP"
"1042","Dagla","DRG","DEP"
"1043","Snrpa","DRG","DEP"
"1044","Tbc1d17","DRG","DEP"
"1045","Nelfe","DRG","DEP"
"1046","Glul","DRG","DEP"
"1047","Idh3a","DRG","DEP"
"1048","Steep1","DRG","DEP"
"1049","Plp1","DRG","DEP"
"1050","Cdc5l","DRG","DEP"
"1051","Polr2a","DRG","DEP"
"1052","Gas7","DRG","DEP"
"1053","Prkcq","DRG","DEP"
"1054","Cacul1","DRG","DEP"
"1055","Sec24a","DRG","DEP"
"1056","Poldip3","DRG","DEP"
"1057","Speg","DRG","DEP"
"1058","Rida","DRG","DEP"
"1059","St13","DRG","DEP"
"1060","Coil","DRG","DEP"
"1061","Khdrbs1","DRG","DEP"
"1062","Htatsf1","DRG","DEP"
"1063","Naa25","DRG","DEP"
"1064","Itsn2","DRG","DEP"
"1065","Dip2b","DRG","DEP"
"1066","Mecp2","DRG","DEP"
"1067","Larp4b","DRG","DEP"
"1068","Copb1","DRG","DEP"
"1069","Purg","DRG","DEP"
"1070","Sephs1","DRG","DEP"
"1071","Khsrp","DRG","DEP"
"1072","Armc6","DRG","DEP"
"1073","Cobl","DRG","DEP"
"1074","Dtna","DRG","DEP"
"1075","Hbs1l","DRG","DEP"
"1076","Nudt2","DRG","DEP"
"1077","Gapdh","DRG","DEP"
"1078","Wdr33","DRG","DEP"
"1079","Hivep2","DRG","DEP"
"1080","Psma4","DRG","DEP"
"1081","Eif3l","DRG","DEP"
"1082","Pspc1","DRG","DEP"
"1083","Smarcc2","DRG","DEP"
"1084","Cenpv","DRG","DEP"
"1085","Lmnb1","DRG","DEP"
"1086","Septin4","DRG","DEP"
"1087","Ncor2","DRG","DEP"
"1088","Ppp1r12a","DRG","DEP"
"1089","Prpf31","DRG","DEP"
"1090","Kif5b","DRG","DEP"
"1091","Nop58","DRG","DEP"
"1092","Tmx3","DRG","DEP"
"1093","Trip12","DRG","DEP"
"1094","Psmb4","DRG","DEP"
"1095","Arhgef12","DRG","DEP"
"1096","Slc6a15","DRG","DEP"
"1097","Niban2","DRG","DEP"
"1098","Ppp4r3a","DRG","DEP"
"1099","Rtkn","DRG","DEP"
"1100","Rps6ka1","DRG","DEP"
"1101","Ccdc22","DRG","DEP"
"1102","Wbp11","DRG","DEP"
"1103","Rps17","DRG","DEP"
"1104","Dhdh","DRG","DEP"
"1105","Actb","DRG","DEP"
"1106","Hnrnpul1","DRG","DEP"
"1107","Strbp","DRG","DEP"
"1108","Agfg1","DRG","DEP"
"1109","Psma1","DRG","DEP"
"1110","Prpf40a","DRG","DEP"
"1111","Rabl3","DRG","DEP"
"1112","Stambpl1","DRG","DEP"
"1113","Golga5","DRG","DEP"
"1114","Wdr1","DRG","DEP"
"1115","Eif3a","DRG","DEP"
"1116","Ptbp2","DRG","DEP"
"1117","Rprd2","DRG","DEP"
"1118","Map4k5","DRG","DEP"
"1119","Zfr","DRG","DEP"
"1120","Mbd3","DRG","DEP"
"1121","Psmc4","DRG","DEP"
"1122","Magi2","DRG","DEP"
"1123","Rbm12","DRG","DEP"
"1124","Snrpa1","DRG","DEP"
"1125","Ewsr1","DRG","DEP"
"1126","Arhgef40","DRG","DEP"
"1127","Aars1","DRG","DEP"
"1128","Znf638","DRG","DEP"
"1129","Rps10","DRG","DEP"
"1130","Hsdl2","DRG","DEP"
"1131","Snrnp200","DRG","DEP"
"1132","Ctdp1","DRG","DEP"
"1133","Akap9","DRG","DEP"
"1134","Nr3c1","DRG","DEP"
"1135","Uba5","DRG","DEP"
"1136","Ufm1","DRG","DEP"
"1137","Ppm1g","DRG","DEP"
"1138","Eya3","DRG","DEP"
"1139","Ppig","DRG","DEP"
"1140","Mtcl1","DRG","DEP"
"1141","Ndufs1","DRG","DEP"
"1142","Eif4a2","DRG","DEP"
"1143","Elp1","DRG","DEP"
"1144","Stx5","DRG","DEP"
"1145","Diaph2","DRG","DEP"
"1146","Glod4","DRG","DEP"
"1147","Arl3","DRG","DEP"
"1148","Elavl1","DRG","DEP"
"1149","Stim2","DRG","DEP"
"1150","Tubb5","DRG","DEP"
"1151","Steap3","DRG","DEP"
"1152","Phf2","DRG","DEP"
"1153","Pnn","DRG","DEP"
"1154","Cnot3","DRG","DEP"
"1155","Ywhaq","DRG","DEP"
"1156","Shmt2","DRG","DEP"
"1157","Pabpn1","DRG","DEP"
"1158","Gapvd1","DRG","DEP"
"1159","Umps","DRG","DEP"
"1160","Erc1","DRG","DEP"
"1161","Rab21","DRG","DEP"
"1162","Vezt","DRG","DEP"
"1163","Dr1","DRG","DEP"
"1164","Fdps","DRG","DEP"
"1165","Ndufv2","DRG","DEP"
"1166","Ywhae","DRG","DEP"
"1167","Dysf","DRG","DEP"
"1168","Ctif","DRG","DEP"
"1169","Got2","DRG","DEP"
"1170","Cnot2","DRG","DEP"
"1171","Rptor","DRG","DEP"
"1172","Paics","DRG","DEP"
"1173","Ylpm1","DRG","DEP"
"1174","Ndrg4","DRG","DEP"
"1175","Sphk2","DRG","DEP"
"1176","Tbc1d8","DRG","DEP"
"1177","Phrf1","DRG","DEP"
"1178","Eif4enif1","DRG","DEP"
"1179","Hsp90aa1","DRG","DEP"
"1180","Rabgef1","DRG","DEP"
"1181","Rab23","DRG","DEP"
"1182","Nectin2","DRG","DEP"
"1183","Ppp1r10","DRG","DEP"
"1184","Hnrnpf","DRG","DEP"
"1185","Mmtag2","DRG","DEP"
"1186","U2af2","DRG","DEP"
"1187","Acp1","DRG","DEP"
"1188","Stim1","DRG","DEP"
"1189","Hars1","DRG","DEP"
"1190","Ppa2","DRG","DEP"
"1191","Arid1b","DRG","DEP"
"1192","Fkbp2","DRG","DEP"
"1193","Ipo9","DRG","DEP"
"1194","Ubr4","DRG","DEP"
"1195","Larp4","DRG","DEP"
"1196","Stom","DRG","DEP"
"1197","Arglu1","DRG","DEP"
"1198","Gcn1","DRG","DEP"
"1199","Atp5pf","DRG","DEP"
"1200","Gdap1l1","DRG","DEP"
"1201","Dvl1","DRG","DEP"
"1202","Adnp","DRG","DEP"
"1203","Rps21","DRG","DEP"
"1204","Rbms3","DRG","DEP"
"1205","Hells","DRG","DEP"
"1206","Cdkn2aip","DRG","DEP"
"1207","Lemd3","DRG","DEP"
"1208","Zdhhc8","DRG","DEP"
"1209","Hdgfl2","DRG","DEP"
"1210","Parva","DRG","DEP"
"1211","Fam193a","DRG","DEP"
"1212","Rab3il1","DRG","DEP"
"1213","Psmd4","DRG","DEP"
"1214","Clgn","DRG","DEP"
"1215","Slc30a5","DRG","DEP"
"1216","Nedd8","DRG","DEP"
"1217","Dlg5","DRG","DEP"
"1218","Eif2b1","DRG","DEP"
"1219","Api5","DRG","DEP"
"1220","Snw1","DRG","DEP"
"1221","Igf2r","DRG","DEP"
"1222","Zdhhc5","DRG","DEP"
"1223","Arf6","DRG","DEP"
"1224","Zc3h4","DRG","DEP"
"1225","Chp1","DRG","DEP"
"1226","Lmnb2","DRG","DEP"
"1227","Coro7","DRG","DEP"
"1228","Cttnbp2nl","DRG","DEP"
"1229","Hook3","DRG","DEP"
"1230","Gps1","DRG","DEP"
"1231","Glud1","DRG","DEP"
"1232","Elavl3","DRG","DEP"
"1233","Strip1","DRG","DEP"
"1234","Uba2","DRG","DEP"
"1235","Tns3","DRG","DEP"
"1236","Nfic","DRG","DEP"
"1237","Slc29a1","DRG","DEP"
"1238","Celf2","DRG","DEP"
"1239","Raly","DRG","DEP"
"1240","Smap","DRG","DEP"
"1241","Zcchc17","DRG","DEP"
"1242","Wapl","DRG","DEP"
"1243","Epdr1","DRG","DEP"
"1244","Gemin5","DRG","DEP"
"1245","Rbmx","DRG","DEP"
"1246","Ctbp1","DRG","DEP"
"1247","Ptpre","DRG","DEP"
"1248","Rbms1","DRG","DEP"
"1249","Mavs","DRG","DEP"
"1250","Msh6","DRG","DEP"
"1251","Aco2","DRG","DEP"
"1252","Ncor1","DRG","DEP"
"1253","Oxsr1","DRG","DEP"
"1254","Rpl10","DRG","DEP"
"1255","Dnajc16","DRG","DEP"
"1256","Mepce","DRG","DEP"
"1257","Fen1","DRG","DEP"
"1258","Dazap1","DRG","DEP"
"1259","Ppm1e","DRG","DEP"
"1260","Tubb4b","DRG","DEP"
"1261","Fbxo4","DRG","DEP"
"1262","Phka2","DRG","DEP"
"1263","Sipa1l3","DRG","DEP"
"1264","Cnksr2","DRG","DEP"
"1265","Ahctf1","DRG","DEP"
"1266","Ralyl","DRG","DEP"
"1267","Pdhb","DRG","DEP"
"1268","Hdac4","DRG","DEP"
"1269","Rpl9","DRG","DEP"
"1270","Aldoa","DRG","DEP"
"1271","Abcf1","DRG","DEP"
"1272","Rbm22","DRG","DEP"
"1273","Myo1b","DRG","DEP"
"1274","Wdr59","DRG","DEP"
"1275","Paxip1","DRG","DEP"
"1276","Nop56","DRG","DEP"
"1277","Ppp3cb","DRG","DEP"
"1278","Ubxn7","DRG","DEP"
"1279","Gtf2b","DRG","DEP"
"1280","Myo9b","DRG","DEP"
"1281","Fhip1b","DRG","DEP"
"1282","Csrp1","DRG","DEP"
"1283","Eif3e","DRG","DEP"
"1284","Huwe1","DRG","DEP"
"1285","Mdm1","DRG","DEP"
"1286","Rpl28","DRG","DEP"
"1287","Cdk11b","DRG","DEP"
"1288","Cnot8","DRG","DEP"
"1289","Pdlim5","DRG","DEP"
"1290","Mybbp1a","DRG","DEP"
"1291","Stat1","DRG","DEP"
"1292","Exosc8","DRG","DEP"
"1293","Ints12","DRG","DEP"
"1294","Iws1","DRG","DEP"
"1295","Elavl2","DRG","DEP"
"1296","Paxbp1","DRG","DEP"
"1297","Echdc1","DRG","DEP"
"1298","Ctdsp2","DRG","DEP"
"1299","Tnrc6a","DRG","DEP"
"1300","Myh14","DRG","DEP"
"1301","Rbfox3","DRG","DEP"
"1302","Atp1b1","DRG","DEP"
"1303","Slc30a6","DRG","DEP"
"1304","Akr1a1","DRG","DEP"
"1305","Ssr1","DRG","DEP"
"1306","Gnpda1","DRG","DEP"
"1307","Rragb","DRG","DEP"
"1308","Cltc","DRG","DEP"
"1309","Wasf2","DRG","DEP"
"1310","Chmp5","DRG","DEP"
"1311","Spats2l","DRG","DEP"
"1312","Fbl","DRG","DEP"
"1313","Dek","DRG","DEP"
"1314","Mtm1","DRG","DEP"
"1315","Rpl31","DRG","DEP"
"1316","Ddrgk1","DRG","DEP"
"1317","Crocc","DRG","DEP"
"1318","Surf6","DRG","DEP"
"1319","Itsn1","DRG","DEP"
"1320","Srm","DRG","DEP"
"1321","Snrpe","DRG","DEP"
"1322","Pkm","DRG","DEP"
"1323","Ncoa2","DRG","DEP"
"1324","Polr2d","DRG","DEP"
"1325","Nptn","DRG","DEP"
"1326","Pea15","DRG","DEP"
"1327","Celf1","DRG","DEP"
"1328","Ndufb11","DRG","DEP"
"1329","Elmo2","DRG","DEP"
"1330","Isy1","DRG","DEP"
"1331","Zc3h11a","DRG","DEP"
"1332","Cpeb4","DRG","DEP"
"1333","Ahcy","DRG","DEP"
"1334","Mta1","DRG","DEP"
"1335","Rps18","DRG","DEP"
"1336","Ddx3y","DRG","DEP"
"1337","Tbcd","DRG","DEP"
"1338","Lsm14b","DRG","DEP"
"1339","Acadm","DRG","DEP"
"1340","Golga1","DRG","DEP"
"1341","Ndufs3","DRG","DEP"
"1342","Btf3l4","DRG","DEP"
"1343","Bicra","DRG","DEP"
"1344","Mbd2","DRG","DEP"
"1345","Hmbox1","DRG","DEP"
"1346","Asap2","DRG","DEP"
"1347","Pals2","DRG","DEP"
"1348","Pfkl","DRG","DEP"
"1349","H4c1","DRG","DEP"
"1350","Rbm26","DRG","DEP"
"1351","Ppp1r9b","DRG","DEP"
"1352","Taf9b","DRG","DEP"
"1353","Vps35","DRG","DEP"
"1354","Ece1","DRG","DEP"
"1355","Ctsd","DRG","DEP"
"1356","Copg1","DRG","DEP"
"1357","Rsu1","DRG","DEP"
"1358","Lmna","DRG","DEP"
"1359","Hmga1","DRG","DEP"
"1360","Casz1","DRG","DEP"
"1361","Gosr1","DRG","DEP"
"1362","Jakmip1","DRG","DEP"
"1363","Vdac2","DRG","DEP"
"1364","Vamp4","DRG","DEP"
"1365","Ptpdc1","DRG","DEP"
"1366","Efnb2","DRG","DEP"
"1367","Rps6ka5","DRG","DEP"
"1368","Eef2","DRG","DEP"
"1369","Champ1","DRG","DEP"
"1370","Smarca2","DRG","DEP"
"1371","Gtpbp1","DRG","DEP"
"1372","Qrich1","DRG","DEP"
"1373","Dido1","DRG","DEP"
"1374","Psap","DRG","DEP"
"1375","Hadh","DRG","DEP"
"1376","Mat2a","DRG","DEP"
"1377","Osbpl11","DRG","DEP"
"1378","Usp47","DRG","DEP"
"1379","Erh","DRG","DEP"
"1380","Vdac3","DRG","DEP"
"1381","Psma2","DRG","DEP"
"1382","Ganc","DRG","DEP"
"1383","Farp1","DRG","DEP"
"1384","Prpf8","DRG","DEP"
"1385","Dvl3","DRG","DEP"
"1386","Rcc2","DRG","DEP"
"1387","Arhgap12","DRG","DEP"
"1388","Ncbp3","DRG","DEP"
"1389","Supt16h","DRG","DEP"
"1390","Ddx39b","DRG","DEP"
"1391","Gmps","DRG","DEP"
"1392","Tcea1","DRG","DEP"
"1393","Pals1","DRG","DEP"
"1394","Cmpk1","DRG","DEP"
"1395","Polr3f","DRG","DEP"
"1396","Rpl17","DRG","DEP"
"1397","Smarce1","DRG","DEP"
"1398","Nacc1","DRG","DEP"
"1399","Znf592","DRG","DEP"
"1400","Papola","DRG","DEP"
"1401","Clec16a","DRG","DEP"
"1402","Lin54","DRG","DEP"
"1403","Rasa2","DRG","DEP"
"1404","Mtrf1","DRG","DEP"
"1405","Rpl12","DRG","DEP"
"1406","Wac","DRG","DEP"
"1407","Bag2","DRG","DEP"
"1408","Top2b","DRG","DEP"
"1409","Toe1","DRG","DEP"
"1410","Cpsf6","DRG","DEP"
"1411","Zc3h14","DRG","DEP"
"1412","Pml","DRG","DEP"
"1413","Pi4ka","DRG","DEP"
"1414","Med1","DRG","DEP"
"1415","Tubal3","DRG","DEP"
"1416","Mob2","DRG","DEP"
"1417","Crybg3","DRG","DEP"
"1418","Baz2a","DRG","DEP"
"1419","Ppp2r5a","DRG","DEP"
"1420","Iap","DRG","DEP"
"1421","Ankfy1","DRG","DEP"
"1422","Lamtor1","DRG","DEP"
"1423","Csnk2b","DRG","DEP"
"1424","Psme3ip1","DRG","DEP"
"1425","Mapre2","DRG","DEP"
"1426","Atxn1l","DRG","DEP"
"1427","Brd4","DRG","DEP"
"1428","Rnf213","DRG","DEP"
"1429","Carhsp1","DRG","DEP"
"1430","Epb41l4b","DRG","DEP"
"1431","Vdac1","DRG","DEP"
"1432","Slc16a1","DRG","DEP"
"1433","Myl6","DRG","DEP"
"1434","Gtf3c5","DRG","DEP"
"1435","Zc3h18","DRG","DEP"
"1436","Nkrf","DRG","DEP"
"1437","Prpf4b","DRG","DEP"
"1438","Prpf40b","DRG","DEP"
"1439","Epb41","DRG","DEP"
"1440","Fcho2","DRG","DEP"
"1441","Hcfc2","DRG","DEP"
"1442","Raver1","DRG","DEP"
"1443","Cand1","DRG","DEP"
"1444","Supt5h","DRG","DEP"
"1445","Ddx17","DRG","DEP"
"1446","Zfp91","DRG","DEP"
"1447","Vamp1","DRG","DEP"
"1448","Psme2","DRG","DEP"
"1449","Anp32e","DRG","DEP"
"1450","Fam135a","DRG","DEP"
"1451","Eno1","DRG","DEP"
"1452","Ddx21","DRG","DEP"
"1453","Ywhag","DRG","DEP"
"1454","Pold1","DRG","DEP"
"1455","Rack1","DRG","DEP"
"1456","Sh3d19","DRG","DEP"
"1457","Fnbp4","DRG","DEP"
"1458","Eif4a1","DRG","DEP"
"1459","Cdc42","DRG","DEP"
"1460","Carmil1","DRG","DEP"
"1461","Znf687","DRG","DEP"
"1462","Aldh2","DRG","DEP"
"1463","Znf280c","DRG","DEP"
"1464","Hspd1","DRG","DEP"
"1465","Cwc15","DRG","DEP"
"1466","Smarca4","DRG","DEP"
"1467","Srsf2","DRG","DEP"
"1468","Lrba","DRG","DEP"
"1469","Blmh","DRG","DEP"
"1470","Ldhb","DRG","DEP"
"1471","Rpl10a","DRG","DEP"
"1472","Ckap4","DRG","DEP"
"1473","Xrn1","DRG","DEP"
"1474","Nek4","DRG","DEP"
"1475","Dhx36","DRG","DEP"
"1476","Hnrnph1","DRG","DEP"
"1477","Rpl11","DRG","DEP"
"1478","Rps24","DRG","DEP"
"1479","Psma6","DRG","DEP"
"1480","Ythdc2","DRG","DEP"
"1481","Map2k6","DRG","DEP"
"1482","Rps13","DRG","DEP"
"1483","Sncg","DRG","DEP"
"1484","Prdx5","DRG","DEP"
"1485","Inppl1","DRG","DEP"
"1486","Alg13","DRG","DEP"
"1487","Xrcc5","DRG","DEP"
"1488","Map1lc3a","DRG","DEP"
"1489","Smurf1","DRG","DEP"
"1490","Ide","DRG","DEP"
"1491","Cask","DRG","DEP"
"1492","Nrip2","DRG","DEP"
"1493","Zmat2","DRG","DEP"
"1494","Rps28","DRG","DEP"
"1495","Sumo2","DRG","DEP"
"1496","Rbm28","DRG","DEP"
"1497","Ilk","DRG","DEP"
"1498","Mdh2","DRG","DEP"
"1499","Gart","DRG","DEP"
"1500","Phb","DRG","DEP"
"1501","Pdia6","DRG","DEP"
"1502","Fasn","DRG","DEP"
"1503","Smarca5","DRG","DEP"
"1504","H2ac11","DRG","DEP"
"1505","Snrnp70","DRG","DEP"
"1506","Wdr11","DRG","DEP"
"1507","Zg16","DRG","DEP"
"1508","S100a11","DRG","DEP"
"1509","Crip1","DRG","DEP"
"1510","Hal","DRG","DEP"
"1511","Ruvbl1","DRG","DEP"
"1512","Nipbl","DRG","DEP"
"1513","Zmym4","DRG","DEP"
"1514","Smchd1","DRG","DEP"
"1515","Rps23","DRG","DEP"
"1516","Trim24","DRG","DEP"
"1517","Rps26","DRG","DEP"
"1518","Cdk9","DRG","DEP"
"1519","Usp6nl","DRG","DEP"
"1520","Immt","DRG","DEP"
"1521","Anxa7","DRG","DEP"
"1522","Krt17","DRG","DEP"
"1523","Hmgb1","DRG","DEP"
"1524","Cdc73","DRG","DEP"
"1525","Eftud2","DRG","DEP"
"1526","Mtco2","DRG","DEP"
"1527","Srsf3","DRG","DEP"
"1528","Arid2","DRG","DEP"
